KEY,en
ABILITY_STEAMROLLER2_DESC,Протоптать 3 клетки.
ABILITY_GAMBLE_NAME,Азарт
ABILITY_GAMBLE_DESC,"Получить +2% к шансу крит. удара. Если следующая атака — критическая, нанести +100% урона и получить монеты."
ABILITY_GAMBLE2_DESC,"Получить +2% к шансу крит. удара. Если следующая атака — критическая, нанести +200% урона и получить больше монет."
ABILITY_SOULREAP_NAME,Жатва душ
ABILITY_SOULREAP_DESC,"Нанести 1 урона юниту в пределах 5 клеток. Если это его убьёт, получить 5 маны."
ABILITY_SOULREAP2_DESC,"Нанести 1 урона любому юниту. Если это его убьёт, получить 5 маны."
ABILITY_HUNT_NAME,Охота
ABILITY_HUNT_DESC,Дальняя атака. Убитая цель превращается в мясо.
ABILITY_HUNT2_DESC,Усиленная дальняя атака. Убитая цель превращается в мясо.
ABILITY_FLEX_NAME,Понты
ABILITY_FLEX_DESC,+1 временная Стойка до вашего следующего хода и 1 Отбрасывание каждому соседнему юниту.
ABILITY_FLEX2_DESC,"+1 временная Стойка до вашего следующего хода и 3 Отбрасывания каждому соседнему юниту.
[s:.7](Это заклинание стоит меньше.)[/s]"
ABILITY_DART_NAME,Дротик
ABILITY_DART_DESC,Метнуть гвоздь — игнорирует щит.
ABILITY_DART2_DESC,"Метнуть усиленный гвоздь — игнорирует щит.
[s:.7](Это заклинание стоит меньше.)[/s]"
ABILITY_SMACK_NAME,Шлепок
ABILITY_SMACK_DESC,Слабая атака ближнего боя.
ABILITY_SMACK2_DESC,Слабая атака ближнего боя с шансом повтора.
ABILITY_SPIT_NAME,Плевок
ABILITY_SPIT_DESC,Плевок с бесконечной дальностью — наносит 1 урона.
ABILITY_SPIT2_DESC,Плевок с бесконечной дальностью — наносит 2 урона по области.
ABILITY_MINIHOOK_NAME,Крючок
ABILITY_MINIHOOK_DESC,Притянуть юнита к себе.
ABILITY_MINIHOOK2_DESC,Притянуть юнита к себе. Нанести 1 урона и наложить 1 Кровотечение.
ABILITY_OVERTHERE_NAME,Смотри туда!
ABILITY_OVERTHERE_DESC,Соседние юниты отворачиваются от вас.
ABILITY_OVERTHERE2_DESC,Юниты в радиусе 3 клеток отворачиваются от вас.
ABILITY_BUTTSCOOT_NAME,Ёрзанье
ABILITY_BUTTSCOOT_DESC,"Переместиться на 1 клетку, оставив за собой фамильяра-личинку."
ABILITY_BUTTSCOOT2_DESC,"Переместиться на 3 клетки, оставив за собой фамильяра-личинку."
ABILITY_CONFUSION_NAME,Помутнение
ABILITY_CONFUSION_DESC,Наложить Помутнение 2 на юнита.
ABILITY_CONFUSION2_DESC,Наложить Помутнение 4 на юнитов в области.
ABILITY_PLAYDEAD_NAME,Притвориться мёртвым
ABILITY_PLAYDEAD_DESC,Повалить себя. Вы не получаете ранение.
ABILITY_PLAYDEAD2_DESC,Повалить себя. Вы не получаете ранение. Воскреснуть в конце следующего раунда с полным ОЗ. 
ABILITY_REFLECT_NAME,Отражение
ABILITY_REFLECT_DESC,Отразить следующий снаряд обратно в атакующего.
ABILITY_REFLECT2_DESC,Вы или другой юнит отражаете следующий снаряд обратно в атакующего.
ABILITY_HEALINGBOLT_NAME,Целебная молния
ABILITY_HEALINGBOLT_DESC,Молния — исцеляет и может оглушить.
ABILITY_HEALINGBOLT2_DESC,Молния — исцеляет союзников и может оглушить врагов.
ABILITY_SLIPTHROUGH_NAME,Проскок
ABILITY_SLIPTHROUGH_DESC,Кувырок на 2 клетки по диагонали.
ABILITY_SLIPTHROUGH2_DESC,Кувырок на любое число клеток по диагонали.
ABILITY_DUMP_NAME,Кучка
ABILITY_DUMP_DESC,Оставить какашку на соседней клетке.
ABILITY_DUMP2_DESC,Оставить какашку на соседней клетке. Если на юнита — Яд 3 и 15% шанс оглушения.
ABILITY_SNACK_NAME,Перекус
ABILITY_SNACK_DESC,Исцелить себя или юнита в пределах 4 клеток на 1 ОЗ.
ABILITY_SNACK2_DESC,Исцелить себя или другого юнита на 1 ОЗ. 50% шанс также дать +1 [img:con].
ABILITY_FEATHERFEET_NAME,Пёрышко
ABILITY_FEATHERFEET_DESC,+1 [img:spd].
ABILITY_FEATHERFEET2_DESC,"+1 [img:spd].
Бонусный пассив: Эффекты клеток на вас не действуют."
ABILITY_REDUCE_NAME,Уменьшение
ABILITY_REDUCE_DESC,"+20% шанс уклонения, +4 [img:spd] и -2 к урону.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_REDUCE2_DESC,"+20% шанс уклонения, +4 [img:spd] и -2 к урону.
[s:.7](Стоит 0 маны. Можно использовать раз за бой.)[/s]"
ABILITY_NERF_NAME,Ослабление
ABILITY_NERF_DESC,Наложить -1 к урону на юнита.
ABILITY_NERF2_DESC,Наложить -1 к урону и -1 [img:con] на юнита.
ABILITY_TRIP_NAME,Подножка
ABILITY_TRIP_DESC,"Обездвижить соседнего юнита.
[s:.7]Только 25% шанс сработать на боссах и крупных врагах.[/s]"
ABILITY_TRIP2_DESC,"Обездвижить юнита в пределах 4 клеток.
[s:.7]Только 25% шанс сработать на боссах и крупных врагах.[/s]"
ABILITY_COPYCAT_NAME,Подражатель
ABILITY_COPYCAT_DESC,Это заклинание — копия последнего заклинания союзного кота.
ABILITY_COPYCAT2_DESC,Это заклинание — улучшенная копия последнего заклинания союзного кота.
ABILITY_METRONOME_NAME,Метроном
ABILITY_METRONOME_DESC,Использовать случайное заклинание.
ABILITY_METRONOME2_DESC,Использовать случайное улучшенное заклинание.
ABILITY_DOLLUP_NAME,Прихорашивание
ABILITY_DOLLUP_DESC,Получить +1 [img:cha].
ABILITY_DOLLUP2_DESC,"+1 [img:cha].
Бонусный пассив: Шанс наложить Очарование на юнитов, которые касаются или атакуют вас. Шанс растёт с [img:cha]."
ABILITY_STACKTHEDECK_NAME,Краплёная колода
ABILITY_STACKTHEDECK_DESC,Получить +1 [img:lck].
ABILITY_STACKTHEDECK2_DESC,+1 [img:lck]. +99 [img:lck] во время следующего действия.
ABILITY_INFILTRATE_NAME,Тоннель
ABILITY_INFILTRATE_DESC,"Прокопать ход к любой свободной клетке.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_INFILTRATE2_DESC,"Прокопать ход к любой свободной клетке.
[s:.7](Стоит 0 маны. Можно использовать раз за бой.)[/s]"
ABILITY_BURST_NAME,Всплеск
ABILITY_BURST_DESC,"Магический взрыв.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_BURST2_DESC,"Магический взрыв.
[s:.7](Стоит 0 маны. Можно использовать раз за бой.)[/s]"
ABILITY_SUPPRESS_NAME,Оглушение
ABILITY_SUPPRESS_DESC,"Швырнуть камень в юнита — оглушает.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_SUPPRESS2_DESC,"Швырнуть камень в юнита — оглушает.
[s:.7](Стоит 0 маны. Можно использовать раз за бой.)[/s]"
ABILITY_SECONDWIND_NAME,Второе дыхание
ABILITY_SECONDWIND_DESC,"Обновить базовую атаку, движение, оружие и действие аксессуара.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_SECONDWIND2_DESC,"Обновить базовую атаку, движение, оружие и действие аксессуара.
[s:.7](Стоит 0 маны. Можно использовать раз за бой.)[/s]"
ABILITY_RATROULETTE_NAME,Крысиная рулетка
ABILITY_RATROULETTE_DESC,Нанести 1 урона случайному юниту. Если убьёт — получить дополнительный ход.
ABILITY_RATROULETTE2_DESC,"Нанести 2 урона случайному юниту. Если убьёт — получить дополнительный ход.
[s:.7](Это заклинание стоит меньше.)[/s]"
ABILITY_CATNAP_NAME,Кошачья дрёма
ABILITY_CATNAP_DESC,"Снять все ослабления, затем уснуть."
ABILITY_CATNAP2_DESC,"Снять все ослабления, получить Усиление всех характеристик, затем уснуть."
ABILITY_PISSYOURSELF_NAME,По-маленькому
ABILITY_PISSYOURSELF_DESC,"Создать клетки ""воды"" вокруг себя."
ABILITY_PISSYOURSELF2_DESC,"Создать клетки ""воды"" на большей области вокруг себя."
ABILITY_FINDAROCK_NAME,Найти камень
ABILITY_FINDAROCK_DESC,Выкопать маленький камень.
ABILITY_FINDAROCK2_DESC,"Выкопать маленький камень.
[s:.7](Это заклинание стоит меньше.)[/s]"
ABILITY_GASSYASSBLAST_NAME,Зад-взрыв
ABILITY_GASSYASSBLAST_DESC,Оттолкнуть всех соседних юнитов.
ABILITY_GASSYASSBLAST2_DESC,Оттолкнуть всех соседних юнитов на 3 клетки и наложить Яд 1.
ABILITY_BURGEONINGBLAST_NAME,Растущий взрыв
ABILITY_BURGEONINGBLAST_DESC,"Заклинание наносит {v0} урона. Увеличивает урон заклинания на 2 в конце каждого хода.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_BURGEONINGBLAST2_DESC,"Заклинание наносит {v0} урона. Увеличивает урон заклинания на 3 в конце каждого хода.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_BURGEONINGBARRIER_NAME,Растущий барьер
ABILITY_BURGEONINGBARRIER_DESC,"Получить {v0} [img:shield]. Увеличивает защиту заклинания на 2 в конце каждого хода.
[s:.7](Один раз за бой.)[/s]"
ABILITY_BURGEONINGBARRIER2_DESC,"Получить {v0} [img:shield]. Увеличивает защиту заклинания на 3 в конце каждого хода.
[s:.7](Один раз за бой.)[/s]"
ABILITY_BURGEONINGBATTERY_NAME,Растущая батарея
ABILITY_BURGEONINGBATTERY_DESC,"+{v0} маны. Увеличивает прирост маны заклинания на 2 в конце каждого хода.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_BURGEONINGBATTERY2_DESC,"+{v0} маны. Увеличивает прирост маны заклинания на 3 в конце каждого хода.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_HOSEOFF_NAME,Облить водой
ABILITY_HOSEOFF_DESC,"Облить юнита водой — снять ослабления и создать лужу.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_HOSEOFF2_DESC,"Облить юнита водой — снять ослабления и создать лужу.
[s:.7](Стоит 0 маны. Можно использовать раз за бой.)[/s]"
ABILITY_PROLIFERATE_NAME,Разрастание
ABILITY_PROLIFERATE_DESC,"Удвоить Яд, Кровотечение и Ожог юнита.
[s:.7](Можно использовать раз за бой.)[/s]"
ABILITY_PROLIFERATE2_DESC,"Удвоить Яд, Кровотечение и Ожог юнита.
[s:.7](Стоит 0 маны. Можно использовать раз за бой.)[/s]"
ABILITY_SUDDENAFFLICTION_NAME,Внезапный недуг
ABILITY_SUDDENAFFLICTION_DESC,"Активировать эффекты Яда, Кровотечения и Ожога на юните."
ABILITY_SUDDENAFFLICTION2_DESC,"Активировать эффекты Яда, Кровотечения и Ожога на юните. Если у юнита их нет — наложить по 1 каждого."
ABILITY_WASTETIME_NAME,Убить время
ABILITY_WASTETIME_DESC,Ничего не делать.
ABILITY_WASTETIME2_DESC,+1 Заряд.
ABILITY_DESECRATE_NAME,Осквернение
ABILITY_DESECRATE_DESC,Уничтожить тело.
ABILITY_DESECRATE2_DESC,Уничтожить тело и получить 2 маны.
ABILITY_INVERT_NAME,Инверсия
ABILITY_INVERT_DESC,"Поменять местами вашу наивысшую и наименьшую характеристику.
[s:.7](При равенстве — выбор случаен)[/s]"
ABILITY_INVERT2_DESC,"Поменять местами наивысшую и наименьшую характеристику юнита.
[s:.7](При равенстве — выбор случаен)[/s]"
ABILITY_RUSSIANSHORTHAIRROULETTE_NAME,Русская голубая рулетка
ABILITY_RUSSIANSHORTHAIRROULETTE_DESC,Шанс 1 к 6 убить вас. Если выживете — +1 к случайной характеристике и 1-2 монеты.
ABILITY_RUSSIANSHORTHAIRROULETTE2_DESC,Шанс 1 к 6 убить вас. Если выживете — +2 к случайной характеристике и 2-4 монеты.
ABILITY_STEP_NAME,Шаг
ABILITY_STEP_DESC,"Переместиться на 1 клетку.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_STEP2_DESC,"Переместиться на 2 клетки.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_INTERCHANGE_NAME,Обмен
ABILITY_INTERCHANGE_DESC,Обменять движение на дополнительную базовую атаку и наоборот.
ABILITY_INTERCHANGE2_DESC,"Обменять движение на дополнительную базовую атаку и наоборот.
[s:.7](Первое применение за ход стоит 0 маны.)[/s]"
ABILITY_LOOKATME_NAME,Смотри на меня!
ABILITY_LOOKATME_DESC,Все юниты поворачиваются к вам лицом.
ABILITY_LOOKATME2_DESC,Все юниты поворачиваются к вам лицом. 20% шанс запутать врагов.
ABILITY_ROUSE_NAME,Подъём
ABILITY_ROUSE_DESC,"+2 Заряда соседнему юниту.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_ROUSE2_DESC,"Даёт любому юниту +2 Заряда.
[s:.7](Можно использовать раз за ход.)[/s]"
ABILITY_SHIFT_NAME,Рокировка
ABILITY_SHIFT_DESC,"Поменяться местами с соседним юнитом.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_SHIFT2_DESC,"Поменяться местами с любым юнитом.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_MAKEAWISH_NAME,Загадать желание
ABILITY_MAKEAWISH_DESC,"Потратить монету — появится случайный предмет на случайной клетке.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_MAKEAWISH2_DESC,"Потратить монету — появится случайный предмет на выбранной пустой клетке.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_MAGNET_NAME,Магнит
ABILITY_MAGNET_DESC,"Притянуть предмет на 1 клетку к себе.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_MAGNET2_DESC,"Притянуть предмет прямо к себе.
[s:.7](Можно использовать раз в ход)[/s]"
ABILITY_SHRUGITOFF_NAME,Отряхнуться
ABILITY_SHRUGITOFF_DESC,"Исцелить себя на ОЗ, равные половине [img:str] (с округлением вверх)."
ABILITY_SHRUGITOFF2_DESC,"Исцелить себя на ОЗ, равные половине [img:str] (с округлением вверх).
[s:.7](Это заклинание стоит меньше.)[/s]"
ABILITY_BARFBALL_NAME,Рвотный шар
ABILITY_BARFBALL_DESC,"Дальняя атака с уроном, равным половине [img:con] (с округлением вверх)."
ABILITY_BARFBALL2_DESC,"Дальняя атака с уроном, равным половине [img:con] (с округлением вверх).
[s:.7](Это заклинание стоит меньше.)[/s]"
ABILITY_DEXTEROUSHIT_NAME,Ловкий удар
ABILITY_DEXTEROUSHIT_DESC,"Атака ближнего боя с уроном, равным половине [img:dex] (с округлением вверх)."
ABILITY_DEXTEROUSHIT2_DESC,"Атака ближнего боя с уроном, равным половине [img:dex] (с округлением вверх).
[s:.7](Это заклинание стоит меньше.)[/s]"
ABILITY_RANDOMIZE_NAME,Рандом
ABILITY_RANDOMIZE_DESC,Создать случайную клетку где угодно.
ABILITY_RANDOMIZE2_DESC,Клетки в области становятся случайными.
ABILITY_PATHOFTHEMAGE_NAME,Путь мага
ABILITY_PATHOFTHEMAGE_DESC,Навсегда превратить это заклинание в случайное заклинание Мага.
ABILITY_PATHOFTHEMAGE2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Мага.
ABILITY_PATHOFTHEHUNTER_NAME,Путь охотника
ABILITY_PATHOFTHEHUNTER_DESC,Навесная атака с 1 уроном. Если убьёт врага — заклинание навсегда становится случайным заклинанием Охотника.
ABILITY_PATHOFTHEHUNTER2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Охотника.
ABILITY_PATHOFTHETHIEF_NAME,Путь вора
ABILITY_PATHOFTHETHIEF_DESC,Прямой выстрел с 1 уроном. Если критический удар — заклинание навсегда становится случайным заклинанием Вора.
ABILITY_PATHOFTHETHIEF2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Вора.
ABILITY_PATHOFTHEFIGHTER_NAME,Путь бойца
ABILITY_PATHOFTHEFIGHTER_DESC,"[img:int] становится 0 до конца боя, затем заклинание навсегда становится случайным заклинанием Бойца."
ABILITY_PATHOFTHEFIGHTER2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Бойца.
ABILITY_PATHOFTHETANK_NAME,Путь танка
ABILITY_PATHOFTHETANK_DESC,Навсегда превратить это заклинание в случайное заклинание Танка. Можно использовать только при 5 или менее ОЗ.
ABILITY_PATHOFTHETANK2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Танка.
ABILITY_PATHOFTHECLERIC_NAME,Путь клирика
ABILITY_PATHOFTHECLERIC_DESC,"Дать врагу Усиление всех характеристик и полностью исцелить его, затем заклинание навсегда становится случайным заклинанием Клирика."
ABILITY_PATHOFTHECLERIC2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Клирика.
ABILITY_PATHOFTHEBUTCHER_NAME,Путь мясника
ABILITY_PATHOFTHEBUTCHER_DESC,"Подобрать соседнюю еду, затем заклинание навсегда становится случайным заклинанием Мясника."
ABILITY_PATHOFTHEBUTCHER2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Мясника.
ABILITY_PATHOFTHEPSYCHIC_NAME,Путь экстрасенса
ABILITY_PATHOFTHEPSYCHIC_DESC,Навсегда превратить это заклинание в случайное заклинание Экстрасенса. Можно использовать только при полной мане.
ABILITY_PATHOFTHEPSYCHIC2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Экстрасенса.
ABILITY_PATHOFTHETINKERER_NAME,Путь изобретателя
ABILITY_PATHOFTHETINKERER_DESC,"Уничтожить своё оружие, затем заклинание навсегда становится случайным заклинанием Изобретателя."
ABILITY_PATHOFTHETINKERER2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Изобретателя.
ABILITY_PATHOFTHEMONK_NAME,Путь монаха
ABILITY_PATHOFTHEMONK_DESC,"Получить Снижение всех характеристик, затем заклинание навсегда становится случайным заклинанием Монаха."
ABILITY_PATHOFTHEMONK2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Монаха.
ABILITY_PATHOFTHEDRUID_NAME,Путь друида
ABILITY_PATHOFTHEDRUID_DESC,"Посадить цветы на своей клетке, затем заклинание навсегда становится случайным заклинанием Друида. Можно использовать только стоя на траве."
ABILITY_PATHOFTHEDRUID2_DESC,Навсегда превратить это заклинание в случайное улучшенное заклинание Друида.
ABILITY_PATHOFTHENECROMANCER_NAME,Путь некроманта
ABILITY_PATHOFTHENECROMANCER_DESC,"Уничтожить труп, затем заклинание навсегда становится случайным заклинанием Некроманта."
ABILITY_PATHOFTHENECROMANCER2_DESC,Навсегда превратить это заклинание в случайное заклинание Некроманта.
ABILITY_PATHOFTHEVOID_NAME,Путь пустоты
ABILITY_PATHOFTHEVOID_DESC,Призвать случайное заклинание Бесошейника в бонусный слот.
ABILITY_PATHOFTHEVOID2_DESC,Призвать случайное улучшенное заклинание Бесошейника в бонусный слот.
ABILITY_PATHOFTHEJESTER_NAME,Путь шута
ABILITY_PATHOFTHEJESTER_DESC,"Получить 10 случайных повышений и 5 случайных понижений характеристик, затем навсегда превратить это заклинание в случайное классовое заклинание."
ABILITY_PATHOFTHEJESTER2_DESC,"Получить 10 случайных повышений характеристик, затем навсегда превратить это заклинание в случайное улучшенное классовое заклинание."
ABILITY_ITCH_NAME,Почесуха
ABILITY_ITCH_DESC,Нанести 1 урона себе. 50% шанс призвать дружественную блоху.
ABILITY_ITCH2_DESC,Нанести 1 урона себе. Призвать дружественную блоху.
ABILITY_MEOW_NAME,Мяу
ABILITY_MEOW_DESC,Ближайший союзник перемещается к вам.
ABILITY_MEOW2_DESC,Выбранный союзник перемещается к вам.
ABILITY_SWAT_NAME,Оплеуха
ABILITY_SWAT_DESC,Оттолкнуть юнита на 3 клетки.
ABILITY_SWAT2_DESC,"Оттолкнуть юнита на 10 клеток.
[s:.7](Это заклинание стоит меньше.)[/s]"
ABILITY_LICK_NAME,Облизывание
ABILITY_LICK_DESC,Исцелить соседнего юнита на 2 ОЗ.
ABILITY_LICK2_DESC,Исцелить соседнего юнита на 2 ОЗ. Исцелённые враги получают Помутнение 3.
ABILITY_PURR_NAME,Мурлыканье
ABILITY_PURR_DESC,Снять 1 уровень случайного ослабления с себя и всех соседних юнитов.
ABILITY_PURR2_DESC,Снять 1 уровень случайного ослабления и исцелить на 1 ОЗ себя и всех соседних юнитов.
ABILITY_HISS_NAME,Шипение
ABILITY_HISS_DESC,Соседние юниты отодвигаются от вас. 25% шанс наложить на них Страх.
ABILITY_HISS2_DESC,Соседние юниты отодвигаются от вас. Наложить на них Страх.
ABILITY_KNEAD_NAME,Разминание
ABILITY_KNEAD_DESC,"Размять другого юнита. Союзники получают +1 к урону, враги получают Слабость 1."
ABILITY_KNEAD2_DESC,"Размять другого юнита. Союзники получают +2 к урону, враги получают Слабость 2."
ABILITY_BUYCATNIP_NAME,Купить кошачью мяту
ABILITY_BUYCATNIP_DESC,"Потратить 5 монет — получить 10 маны.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_BUYCATNIP2_DESC,"Потратить 5 монет — получить 15 маны.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_VETVISIT_NAME,Визит к ветеринару
ABILITY_VETVISIT_DESC,"Потратить 5 монет — исцелить 10 ОЗ.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_VETVISIT2_DESC,"Потратить 5 монет — исцелить 15 ОЗ.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_HIREHITMAN_NAME,Нанять киллера
ABILITY_HIREHITMAN_DESC,"Потратить 7 монет — призвать охотника за головами.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_HIREHITMAN2_DESC,"Потратить 7 монет — призвать охотника за головами с Усилением всех характеристик 2.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_SUBWAYRIDE_NAME,Поездка в метро
ABILITY_SUBWAYRIDE_DESC,"Потратить 5 монет — телепортироваться на любую клетку.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_SUBWAYRIDE2_DESC,"Потратить 2 монеты — телепортироваться на любую клетку.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_GYMMEMBERSHIP_NAME,Абонемент в спортзал
ABILITY_GYMMEMBERSHIP_DESC,"Потратить 5 монет — получить Усиление всех характеристик.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_GYMMEMBERSHIP2_DESC,"Потратить 5 монет — получить Усиление всех характеристик и обновить базовую атаку и движение.
[s:.7](Можно использовать раз в ход.)[/s]"
ABILITY_SUPERCRATEBOX_NAME,Суперящик
ABILITY_SUPERCRATEBOX_DESC,Создать ящик на соседней клетке.
ABILITY_SUPERCRATEBOX2_DESC,Создать ящик в пределах 5 клеток.
ABILITY_BBQ_NAME,Барбекю
ABILITY_BBQ_DESC,Создать жареное мясо.
ABILITY_BBQ2_DESC,Создать большой кусок жареного мяса.
ABILITY_CPR_NAME,Реанимация
ABILITY_CPR_DESC,Воскресить соседнее тело с 1 ОЗ.
ABILITY_CPR2_DESC,"Воскресить соседнее тело с 5 ОЗ.
[s:.7](Это заклинание стоит меньше.)[/s]"
ABILITY_BLOW_NAME,Дуновение
ABILITY_BLOW_DESC,Сдуть юнитов в конусе на 1 клетку назад.
ABILITY_BLOW2_DESC,Сдуть юнитов в большем конусе на 1 клетку назад.
ABILITY_TOAST_NAME,Поджог
ABILITY_TOAST_DESC,Наложить Ожог 1 на соседнего юнита.
ABILITY_TOAST2_DESC,Наложить Ожог 1 на юнита в пределах 5 клеток.
ABILITY_LANDSCAPE_NAME,Озеленение
ABILITY_LANDSCAPE_DESC,Превратить соседнюю клетку в клетку с травой.
ABILITY_LANDSCAPE2_DESC,Превратить любую клетку в клетку с травой.
ABILITY_ZAP_NAME,Разряд
ABILITY_ZAP_DESC,Нанести 1 электрического урона с бесконечной дальностью.
ABILITY_ZAP2_DESC,Нанести 1 электрического урона с 25% шансом оглушить. Бесконечная дальность.
ABILITY_SUNBURN_NAME,Солнечный ожог
ABILITY_SUNBURN_DESC,Наложить Ожог 1 и Ослепление 1 с бесконечной дальностью.
ABILITY_SUNBURN2_DESC,Наложить Ожог 1 и Ослепление 1 по области с бесконечной дальностью.
ABILITY_COLDSHOULDER_NAME,Холодный приём
ABILITY_COLDSHOULDER_DESC,Нанести 1 ледяного урона и наложить Замедление 1 с бесконечной дальностью.
ABILITY_COLDSHOULDER2_DESC,"Нанести 1 ледяного урона и наложить Замедление 1 с бесконечной дальностью.
[s:.7](Это заклинание стоит меньше.)[/s]"
