KEY,en
WEATHER_CRAZY_DESC,Погода здесь сошла с ума! Каждый бой она разная!
WEATHER_BOUNTY_NAME,Охота за головами
WEATHER_BOUNTY_DESC,За случайного юнита в каждом бою назначена награда. Охотник за головами уже здесь.
WEATHER_MINESWEEPER_NAME,Сапёр
WEATHER_MINESWEEPER_DESC,В каждом бою появляются дополнительные мины.
WEATHER_ALIENS_NAME,Вторжение пришельцев
WEATHER_ALIENS_DESC,В каждом бою появляются 2-4 пришельца. Началось вторжение!
WEATHER_BIRDEMIC_NAME,Птицекалипсис
WEATHER_BIRDEMIC_DESC,В каждом бою появляются 2-4 птицы. Все птицы стали сильнее и злее!
WEATHER_SOLARFLARE_NAME,Солнечная вспышка
WEATHER_SOLARFLARE_DESC,"Солнечная вспышка поражает большую площадь в конце каждого раунда, вызывая Горение и Слепоту."
WEATHER_GEOMAGSTORM_NAME,Геомагнитная буря
WEATHER_GEOMAGSTORM_DESC,Все камни левитируют в конце раунда. В каждом бою появляются дополнительные камни.
WEATHER_SHIMMER_NAME,Мерцание
WEATHER_SHIMMER_DESC,Все юниты получают случайный эффект статуса в начале каждого раунда. Коты получают случайную мутацию в конце каждого боя.
WEATHER_STRANGEEGGS_NAME,Странные яйца
WEATHER_STRANGEEGGS_DESC,В каждом бою появляются 3-6 странных яиц. Уничтожьте их до того как они вылупятся!
WEATHER_ALIENOVERGROWTH_NAME,Инопланетная растительность
WEATHER_ALIENOVERGROWTH_DESC,"В каждом бою появляется несколько зарослей шиповника, но с ними что-то не так..."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
