KEY,en
KEYWORD_PROMOTE_NAME,Повышение
KEYWORD_PROMOTE_DESC,Следующий призванный фамильяр улучшается до [img:champion] Чемпиона.
KEYWORD_PROMOTE2_NAME,Повышение+
KEYWORD_PROMOTE2_DESC,Следующий призванный фамильяр улучшается до [img:elite] Элиты.
KEYWORD_CHARGE_NAME,Заряд
KEYWORD_CHARGE_DESC,Получает {stacks} маны в начале следующего хода.
KEYWORD_CHARGE_DESC_STACKLESS,Получает ману в начале следующего хода.
KEYWORD_CHARGEFISTS_NAME,Заряженные кулаки
KEYWORD_CHARGEFISTS_DESC,Ваша базовая атака испускает {stacks} искр до конца хода.
KEYWORD_CHARGEFISTS_DESC_SINGULAR,Ваша базовая атака испускает искру до конца хода.
KEYWORD_CHARGEFISTS_DESC_STACKLESS,Ваша базовая атака испускает искры до конца хода.
KEYWORD_CHAUP_NAME,Харизма повышена
KEYWORD_CHAUP_DESC,"Харизма увеличена на {stacks}.
Харизма влияет на макс. ману и начальную ману."
KEYWORD_CHADOWN_NAME,Харизма понижена
KEYWORD_CHADOWN_DESC,"Харизма уменьшена на {absstacks}.
Харизма влияет на макс. ману и начальную ману."
KEYWORD_CLEAVE_NAME,Рассечение
KEYWORD_CLEAVE_DESC,Отрубает кусок мяса от цели.
KEYWORD_CHARMED_NAME,Очарование
KEYWORD_CHARMED_DESC,Промывка мозгов!
KEYWORD_CHARMED_DESC_STACKLESS,"Ведёт себя так, будто в вашей команде."
KEYWORD_PROBED_NAME,Под контролем
KEYWORD_PROBED_DESC,"Под контролем! Атакуйте, чтобы сломать зонд!"
KEYWORD_PROBED_DESC_STACKLESS,"Ведёт себя так, будто в вашей команде. Атаки союзников сломают зонд."
KEYWORD_CONFUSION_NAME,Замешательство
KEYWORD_CONFUSION_DESC,"При выполнении действия 25% шанс вместо этого ударить себя с силой, равной силе атаки. Длится {stacks} ходов."
KEYWORD_CONFUSION_DESC_STACKLESS,"При выполнении действия 25% шанс вместо этого ударить себя с силой, равной силе атаки."
KEYWORD_CONUP_NAME,Телосложение повышено
KEYWORD_CONUP_DESC,"Телосложение увеличено на {stacks}.
Телосложение влияет на макс. здоровье и восст. здоровья после боя."
KEYWORD_CONDOWN_NAME,Телосложение понижено
KEYWORD_CONDOWN_DESC,"Телосложение уменьшено на {absstacks}.
Телосложение влияет на макс. здоровье и восст. здоровья после боя."
KEYWORD_COUNTER_NAME,Контратака
KEYWORD_COUNTER_DESC,"Автоматически атакует следующего, кто нанесёт вам урон."
KEYWORD_COUNTER_DESC_STACKS,"Автоматически атакует следующих {stacks} противников, которые нанесут вам урон."
KEYWORD_CRITCHANCE_NAME,Шанс крита повышен
KEYWORD_CRITCHANCE_DESC,Шанс крит. удара увеличен на {stacks}%
KEYWORD_DAMAGEUP_NAME,Урон повышен
KEYWORD_DAMAGEUP_DESC,Урон базовой атаки увеличен на {stacks}.
KEYWORD_DAMAGEUP_DESC_STACKLESS,Увеличивает урон (или исцеление) базовой атаки.
KEYWORD_DAMAGEDOWN_NAME,Урон понижен
KEYWORD_DAMAGEDOWN_DESC,Урон базовой атаки уменьшен на {absstacks}.
KEYWORD_DAMAGEDOWN_DESC_STACKLESS,Уменьшает урон (или исцеление) базовой атаки.
KEYWORD_LATEBLOOMER_NAME,Поздний расцвет
KEYWORD_LATEBLOOMER_DESC,Через {stacks} ходов получит «Все хар-ки повышены 3».
KEYWORD_LATEBLOOMER_SINGULAR_DESC,В следующем ходу получит «Все хар-ки повышены 3».
KEYWORD_DELAYEDPAIN_NAME,Отложенная боль
KEYWORD_DELAYEDPAIN_DESC,Получает {stacks} урона в конце своего хода.
KEYWORD_DELAYEDPAIN_DESC_STACKLESS,Отложенный урон наносится целиком в конце вашего хода.
KEYWORD_DEXUP_NAME,Ловкость повышена
KEYWORD_DEXUP_DESC,"Ловкость увеличена на {stacks}.
Ловкость влияет на урон дальних атак и дальних способностей."
KEYWORD_DEXDOWN_NAME,Ловкость понижена
KEYWORD_DEXDOWN_DESC,"Ловкость уменьшена на {absstacks}.
Ловкость влияет на урон дальних атак и дальних способностей."
KEYWORD_DIMINISHREGEN_NAME,Восст. здоровья (убывающее)
KEYWORD_DIMINISHREGEN_DESC,"Восстанавливает {stacks} здоровья в конце хода, затем Восст. здоровья уменьшается на 1."
KEYWORD_DIMINISHREGEN_DESC_STACKLESS,"Восстанавливает здоровье в конце хода, затем Восст. здоровья уменьшается на 1."
KEYWORD_DIVINESHIELD_NAME,Святой щит
KEYWORD_DIVINESHIELD_DESC,Полностью блокирует один экземпляр входящего урона.
KEYWORD_DODGE_NAME,Уклонение
KEYWORD_DODGE_DESC,Уклоняется от следующих {stacks} атак.
KEYWORD_DODGE_DESC_STACKLESS,Уклоняется от следующей атаки.
KEYWORD_DODGECHANCE_NAME,Шанс уклонения
KEYWORD_DODGECHANCE_DESC,Шанс уклонения увеличен на {stacks}%.
KEYWORD_DOOMED_NAME,Обречённость
KEYWORD_DOOMED_DESC,Уменьшается в конце вашего хода. Когда достигнет 0 — смерть.
KEYWORD_DOUBLECAST_NAME,Двойное действие
KEYWORD_DOUBLECAST_DESC,Следующая используемая способность срабатывает дополнительный раз бесплатно.
KEYWORD_DOUBLECASTSPELL_NAME,Двойное заклинание
KEYWORD_DOUBLECASTSPELL_DESC,Следующее заклинание срабатывает дополнительный раз бесплатно.
KEYWORD_DOUBLECASTTHISTURN_NAME,Двойное заклинание (этот ход)
KEYWORD_DOUBLECASTTHISTURN_DESC,Следующее заклинание в этом ходу срабатывает дополнительный раз бесплатно.
KEYWORD_DROWSY_NAME,Сонливость
KEYWORD_DROWSY_DESC,Засыпает в конце своего хода.
KEYWORD_DYBBUKED_NAME,Одержимость Диббуком
KEYWORD_DYBBUKED_DESC,"Этот кот одержим Диббуком. Сбейте кота, чтобы изгнать его."
KEYWORD_EMPTYMIND_NAME,Пустой разум
KEYWORD_EMPTYMIND_DESC,Заклинания отключены. При убийстве получает дополнительный ход.
KEYWORD_EVENTBOUNTY_NAME,Награда
KEYWORD_EVENTBOUNTY_DESC,Преследуется охотником за наградами.
KEYWORD_EXHAUSTION_NAME,Истощение
KEYWORD_EXHAUSTION_DESC,"Получает {stacks} неблокируемого урона в начале хода, затем Истощение увеличивается на 1. При получении маны или здоровья получает на {stacks} меньше. Регенерация в бою отключена. Нельзя снять. Пора заканчивать бой."
KEYWORD_EXHAUSTION_DESC_STACKLESS,"Получает неблокируемый урон в начале хода, затем Истощение увеличивается на 1. Уменьшает получение маны и здоровья. Регенерация в бою отключена."
KEYWORD_EXTRAATTACK_NAME,Доп. атаки
KEYWORD_EXTRAATTACK_DESC,Может атаковать на {stacks} раз больше за ход.
KEYWORD_EXTRAMOVE_NAME,Доп. перемещения
KEYWORD_EXTRAMOVE_DESC,Может перемещаться на {stacks} раз больше за ход.
KEYWORD_FEAR_NAME,Страх
KEYWORD_FEAR_DESC,В начале хода убегает как можно дальше от врагов.
KEYWORD_FREESPELL_NAME,Бесплатное заклинание
KEYWORD_FREESPELL_DESC,Следующее заклинание стоит 0 маны.
KEYWORD_FREEZE_NAME,Заморозка
KEYWORD_FREEZE_DESC,Не может получать урон. Размораживается в начале своего хода.
KEYWORD_GRAPPLED_NAME,Захват
KEYWORD_GRAPPLED_DESC,"Обездвижен, пока находится рядом с тем, кто его схватил."
KEYWORD_HEALTHREGEN_NAME,Восст. здоровья
KEYWORD_HEALTHREGEN_DESC,Восстанавливает {stacks} здоровья в конце хода.
KEYWORD_HEALTHREGEN_DESC_STACKLESS,Восстанавливает здоровье в конце хода.
KEYWORD_HEAVIERHITS_NAME,Тяжелейшие удары
KEYWORD_HEAVIERHITS_DESC_STACKS,Физический урон накладывает Ушиб {stacks} в этом ходу.
KEYWORD_HEAVYHITS_NAME,Тяжёлые удары
KEYWORD_HEAVYHITS_DESC_STACKS,Базовая атака накладывает Ушиб {stacks} в этом ходу.
KEYWORD_HEX_NAME,Сглаз
KEYWORD_HEX_DESC,Заклинания стоят на {stacks} маны больше.
KEYWORD_HEX_DESC_STACKLESS,Заклинания стоят больше маны.
KEYWORD_IMMOBILE_NAME,Обездвиживание
KEYWORD_IMMOBILE_DESC,Не может двигаться.
KEYWORD_INFESTED_NAME,Заражение
KEYWORD_INFESTED_DESC,"То, что заразило юнита, вырвется наружу при его гибели, уничтожив труп."
KEYWORD_INTUP_NAME,Интеллект повышен
KEYWORD_INTUP_DESC,"Интеллект увеличен на {stacks}.
Интеллект влияет на восстановление маны."
KEYWORD_INTDOWN_NAME,Интеллект понижен
KEYWORD_INTDOWN_DESC,"Интеллект уменьшен на {absstacks}.
Интеллект влияет на восстановление маны."
KEYWORD_INVULNERABLE_NAME,Неуязвимость
KEYWORD_INVULNERABLE_DESC,Не получает урон.
KEYWORD_KINETICSPPIKES_NAME,Кинетические шипы
KEYWORD_KINETICSPPIKES_DESC,При получении урона испускает {stacks} искр.
KEYWORD_KINETICSPPIKES_DESC_SINGULAR,При получении урона испускает искру.
KEYWORD_KINETICSPPIKES_DESC_STACKLESS,При получении урона испускает искры.
KEYWORD_LEECHES_NAME,Пиявки
KEYWORD_LEECHES_NAME_APPLIER,Пиявки {applier's}.
KEYWORD_LEECHES_DESC,Высасывает {stacks} здоровья в конце раунда.
KEYWORD_LEECHES_DESC_APPLIER,Высасывает {stacks} здоровья в конце хода {applier's} и отдаёт {applier}.
KEYWORD_LEECHES_DESC_STACKLESS,Высасывает здоровье у поражённого юнита в конце вашего хода.
KEYWORD_LIFESTEAL_NAME,Кража жизни
KEYWORD_LIFESTEAL_DESC,Следующие {stacks} базовых атак исцеляют вас на величину нанесённого урона здоровью.
KEYWORD_LIFESTEAL_DESC_STACKLESS,Следующая базовая атака исцеляет вас на величину нанесённого урона здоровью.
KEYWORD_LIFESTEAL2_DESC,Исцеляет вас на величину нанесённого урона здоровью.
KEYWORD_LCKUP_NAME,Удача повышена
KEYWORD_LCKUP_DESC,"Удача увеличена на {stacks}.
Удача влияет на базовый шанс крита и всю случайность."
KEYWORD_LCKDOWN_NAME,Удача понижена
KEYWORD_LCKDOWN_DESC,"Удача уменьшена на {absstacks}.
Удача влияет на базовый шанс крита и всю случайность."
KEYWORD_MADNESS_NAME,Безумие
KEYWORD_MADNESS_DESC,Считает всех врагами. Неуправляем.
KEYWORD_MAGICWEAKNESS_NAME,Уязвимость к магии
KEYWORD_MAGICWEAKNESS_DESC,Входящий магический урон имеет 100% шанс крита и не может промахнуться.
KEYWORD_MANALEECHES_NAME,Пиявки маны
KEYWORD_MANALEECHES_NAME_APPLIER,Пиявки маны {applier's}
KEYWORD_MANALEECHES_DESC,Высасывает {stacks} маны в конце раунда.
KEYWORD_MANALEECHES_DESC_APPLIER,Высасывает {stacks} маны в конце хода {applier's} и отдаёт {applier}.
KEYWORD_MANALEECHES_DESC_STACKLESS,Высасывает ману у поражённого юнита в конце вашего хода.
KEYWORD_MARKED_NAME,Метка
KEYWORD_MARKED_DESC,"Входящий физический урон имеет 100% шанс крита, игнорирует щит и не может промахнуться."
KEYWORD_MEATY_NAME,Мясистый
KEYWORD_MEATY_DESC,При гибели превращается в мясо.
KEYWORD_MISSCHANCE_NAME,Шанс промаха
KEYWORD_MISSCHANCE_DESC,Шанс промаха увеличен на {stacks}%.
KEYWORD_MOVEMENTUP_NAME,Перемещение повышено
KEYWORD_MOVEMENTUP_DESC,Дальность перемещения увеличена на {stacks}.
KEYWORD_MOVEMENTUP_DESC_STACKLESS,Увеличивает дальность базового перемещения.
KEYWORD_MOVEMENTDOWN_NAME,Перемещение понижено
KEYWORD_MOVEMENTDOWN_DESC,Дальность перемещения уменьшена на {stacks}.
KEYWORD_MOVEMENTDOWN_DESC_STACKLESS,Уменьшает дальность базового перемещения.
KEYWORD_BONUSMOVE_NAME,Бонусное перемещение
KEYWORD_BONUSMOVE_DESC,"Дополнительное перемещение, которое сохраняется между ходами, если не использовано."
KEYWORD_BONUSMOVE_DESC_STACKS,"{stacks} дополнительных перемещений, которые сохраняются между ходами, если не использованы."
KEYWORD_MUTED_NAME,Немота
KEYWORD_MUTED_DESC,"{stacks} заклинаний отключены, пока {applier} не погибнет."
KEYWORD_MUTED_DESC_SINGULAR,"Одно заклинание отключено, пока {applier} не погибнет."
KEYWORD_MUTED_DESC_STACKLESS,"Отключает случайное заклинание, пока наложивший эффект не будет убит."
KEYWORD_BONUSRANGE_NAME,Бонусная дальность
KEYWORD_BONUSRANGE_DESC,Следующая базовая атака имеет +{stacks} к дальности.
KEYWORD_BONUSRANGE_DESC_STACKLESS,Увеличивает дальность следующей базовой атаки.
KEYWORD_DOUBLERANGEDDMG_NAME,Двойной дальний урон
KEYWORD_DOUBLERANGEDDMG_DESC,Все дальние физические атаки и способности наносят двойной урон.
KEYWORD_NOHEALTHREGEN_NAME,Нет восст. здоровья
KEYWORD_NOHEALTHREGEN_DESC,Здоровье не восстанавливается автоматически и не регенерируется после боя.
KEYWORD_NOMANAREGEN_NAME,Нет восст. маны
KEYWORD_NOMANAREGEN_DESC,Мана не восстанавливается автоматически.
KEYWORD_OSTRACIZED_NAME,Изгнание
KEYWORD_OSTRACIZED_DESC,Все юниты считают его врагом и атакуют в первую очередь.
KEYWORD_CAPTUREDFAMILIAR_NAME,Пленённый фамильяр
KEYWORD_CAPTUREDFAMILIAR_DESC,"Когда-то был врагом, теперь в вашей команде. Последует за вами в будущие бои, если не погибнет."
KEYWORD_PETRIFY_NAME,Окаменение
KEYWORD_PETRIFY_DESC,Превращён в камень на {stacks} ходов.
KEYWORD_PETRIFY_DESC_SINGULAR,Превращён в камень на 1 ход.
KEYWORD_PETRIFY_DESC_STACKLESS,Временно превращается в камень.
KEYWORD_POISON_NAME,Яд
KEYWORD_POISON_DESC,"Получает {stacks} урона в начале каждого хода. Входящее исцеление менее эффективно, но снимает 1 Яд."
KEYWORD_POISON_DESC_STACKLESS,"Получает урон в начале каждого хода. Входящее исцеление менее эффективно, но снимает 1 Яд."
KEYWORD_POISONLACE_NAME,Отравление
KEYWORD_POISONLACE_DESC,Базовая атака накладывает +{stacks} Яда.
KEYWORD_POISONLACE_DESC_STACKLESS,Базовая атака накладывает Яд.
KEYWORD_WPOISONLACE_NAME,Отравление (оружие)
KEYWORD_WPOISONLACE_DESC,Ваше оружие накладывает +{stacks} Яда.
KEYWORD_WPOISONLACE_DESC_STACKLESS,Ваше оружие накладывает Яд.
KEYWORD_POISONOUS_NAME,Ядовитость
KEYWORD_POISONOUS_DESC,"Накладывает Яд {stacks} на юнитов, которые касаются вас."
KEYWORD_POISONOUS_DESC_STACKLESS,"Накладывает Яд на юнитов, которые касаются вас."
KEYWORD_POSSESED_NAME,Одержимость
KEYWORD_POSSESSED_DESC,"Получает {stacks} доп. ходов, на которых неуправляем и очарован."
KEYWORD_POSSESSED_DESC_SIGNULAR,"Получает доп. ход, на котором неуправляем и очарован."
KEYWORD_POSSESSED_DESC_STACKLESS,Получает дополнительный ход под Очарованием.
KEYWORD_PREEMTIVECOUNTER_NAME,Упреждающая контратака
KEYWORD_PREEMTIVECOUNTER_DESC,"Автоматически атакует следующих {stacks} противников, нацелившихся на вас, до их атаки."
KEYWORD_PREEMTIVECOUNTER_DESC_STACKLESS,"Автоматически атакует следующего противника, нацелившегося на вас, до его атаки."
KEYWORD_QUIVERED_NAME,Бонусная атака
KEYWORD_QUIVERED_DESC,"{stacks} доп. базовых атак, которые сохраняются между ходами, если не использованы."
KEYWORD_QUIVERED_DESC_STACKLESS,"Доп. базовая атака, которая сохраняется между ходами, если не использована."
KEYWORD_RANGEUP_NAME,Дальность повышена
KEYWORD_RANGEUP_DESC,Дальность увеличена на {stacks}.
KEYWORD_RANGEUP_DESC_STACKLESS,Увеличивает дальность базовой атаки и способностей с снарядами.
KEYWORD_RANDOMINJURY_NAME,Случайная травма
KEYWORD_RANDOMINJURY_DESC,"Получает случайную травму, навсегда снижающую одну характеристику на 1."
KEYWORD_HEALRANDOMINJURY_NAME,Излечить травму
KEYWORD_HEALRANDOMINJURY_DESC,"Исцелить случайную травму, которая снижала один из параметров, если она у тебя есть."
KEYWORD_SPARKLE_NAME,Искра
KEYWORD_SPARKLE_DESC,"Снаряд, наносящий 1 магический урон случайному врагу."
KEYWORD_TEMPITEM_NAME,Временный предмет
KEYWORD_TEMPITEM_DESC,Теряется в конце боя.
KEYWORD_TEMPRANGE_NAME,Дальность повышена (временно)
KEYWORD_TEMPRANGE_DESC,Дальность увеличена на {stacks} до конца хода.
KEYWORD_TEMPRANGE_DESC_STACKLESS,Увеличивает дальность базовой атаки и способностей со снарядами до конца хода.
KEYWORD_REDUCEMANACOST_NAME,Озарение
KEYWORD_REDUCEMANACOST_DESC,Заклинания стоят на {stacks} маны меньше.
KEYWORD_REDUCEMANACOST_DESC_STACKLESS,Заклинания стоят меньше маны.
KEYWORD_INSIGHT_NAME,Озарение
KEYWORD_INSIGHT_DESC,"Заклинания стоят на {stacks} маны меньше, кроме Мозгового штурма."
KEYWORD_INSIGHT_DESC_STACKLESS,"Заклинания стоят меньше маны, кроме Мозгового штурма. (Нельзя снизить до 0.)"
KEYWORD_REFLECT_NAME,Отражение
KEYWORD_REFLECT_DESC,Отражает следующие {stacks} снарядов обратно в атакующего.
KEYWORD_REFLECT_DESC_STACKLESS,Отражает следующий снаряд обратно в атакующего.
KEYWORD_AUTOREVIVE_NAME,Авто-воскрешение
KEYWORD_AUTOREVIVE_DESC,Воскресает в конце следующего раунда.
KEYWORD_AUTOREVIVE_DESC_SINGULAR,Воскресает в конце раунда.
KEYWORD_ENERGIZED_NAME,Энергия
KEYWORD_ENERGIZED_DESC,"Получает дополнительный ход. Нельзя получить Энергию снова, пока этот ход не закончится."
KEYWORD_ROT_NAME,Гниение
KEYWORD_ROT_DESC,В конце хода порождает Муху. Урон от червей и жуков всегда наносит крит. удар.
KEYWORD_SAFEDOOMED_NAME,Обречённость
KEYWORD_SAFEDOOMED_DESC,Уменьшается в конце вашего хода. Когда достигнет 0 — смерть (без травмы).
KEYWORD_SCRAMBLED_NAME,Перемешивание
KEYWORD_SCRAMBLED_DESC,Способности временно перемешаны.
KEYWORD_SERRATED_NAME,Зазубренные когти
KEYWORD_SERRATED_DESC,Базовая атака накладывает +{stacks} Кровотечения.
KEYWORD_SERRATED_DESC_STACKLESS,Базовая атака накладывает Кровотечение.
KEYWORD_SHIELD_NAME,Щит
KEYWORD_SHIELD_DESC_STACKLESS,Блокирует входящий урон.
KEYWORD_SHORTCIRCUIT_NAME,Короткое замыкание
KEYWORD_SHORTCIRCUIT_DESC,"Все действия отключены. Используйте ""Разорвать цепь"", чтобы снять."
KEYWORD_SLEEP_NAME,Сон
KEYWORD_SLEEP_DESC,Пропускает следующие {stacks} ходов. Атака может разбудить.
KEYWORD_SLEEP_DESC_STACKLESS,Пропускает следующий ход. Атака может разбудить.
KEYWORD_SLEEPPAR_NAME,Сон (паралич)
KEYWORD_SLEEPPAR_DESC,"Спит, пока демон сонного паралича не будет убит."
KEYWORD_SLOW_NAME,Замедление
KEYWORD_SLOW_DESC,Дальность перемещения снижена до 2 на {stacks} ходов. Ходит позже.
KEYWORD_SLOW_DESC_STACKLESS,Дальность перемещения снижена до 2. Ходит позже.
KEYWORD_SOULLINK_NAME,Связь душ
KEYWORD_SOULLINK_DESC,"Когда связанный персонаж теряет здоровье, все связанные персонажи тоже теряют столько же."
KEYWORD_SPDUP_NAME,Скорость повышена
KEYWORD_SPDUP_DESC,"Скорость увеличена на {stacks}.
Скорость влияет на дальность перемещения и очерёдность ходов."
KEYWORD_SPDDOWN_NAME,Скорость понижена
KEYWORD_SPWDDOWN_DESC,"Скорость уменьшена на {absstacks}.
Скорость влияет на дальность перемещения и очерёдность ходов."
KEYWORD_MAGICDMGUP_NAME,Маг. урон повышен
KEYWORD_MAGICDMGUP_DESC,Ваш магический урон наносит дополнительно {stacks} урона.
KEYWORD_MAGICDMGUP_DESC_STACKLESS,Увеличивает весь наносимый магический урон.
KEYWORD_SPIDERINFESTED_NAME,Заражение
KEYWORD_SPIDERINFESTED_DESC,"Пауки внутри вырвутся наружу при гибели, уничтожив труп."
KEYWORD_STATBOUNTY_NAME,Награда за хар-ки
KEYWORD_STATBOUNTY_DESC,"Убивший получает ""Все хар-ки повышены {stacks}""."
KEYWORD_STATBOUNTY_DESC_STACKLESS,"Убивший получает ""Все хар-ки повышены""."
KEYWORD_STEALTH_NAME,Скрытность
KEYWORD_STEALTH_DESC,50% шанс уклонения. Скрытность теряется при попадании.
KEYWORD_STEALTHUNTIL_NAME,Скрытность
KEYWORD_STEALTHUNTIL_DESC,50% шанс уклонения. Скрытность теряется при попадании или использовании базовой атаки.
KEYWORD_STRUP_NAME,Сила повышена
KEYWORD_STRUP_DESC,"Сила увеличена на {stacks}.
Сила влияет на урон ближних атак и ближних способностей."
KEYWORD_STRDOWN_NAME,Сила понижена
KEYWORD_STRDOWN_DESC,"Сила уменьшена на {absstacks}.
Сила влияет на урон ближних атак и ближних способностей."
KEYWORD_STUN_NAME,Оглушение
KEYWORD_STUN_DESC,Пропускает следующие {stacks} ходов.
KEYWORD_STUN_DESC_STACKLESS,Пропускает следующий ход.
KEYWORD_TARRED_NAME,В дёгте
KEYWORD_TARRED_DESC,"Скорость уменьшена на {stacks}. Легко воспламеняется.
Скорость влияет на дальность перемещения и очерёдность ходов."
KEYWORD_TARRED_DESC_STACKLESS,Уменьшает скорость. Легко воспламеняется.
KEYWORD_TECH_NAME,Технология
KEYWORD_TECH_DESC,"Повышает качество следующего созданного предмета или призванного фамильяра.
Можно использовать до 3 Технологий одновременно."
KEYWORD_TEMPBACKSTAB_NAME,Бонус удара в спину
KEYWORD_TEMPBACKSTAB_DESC,+{stacks}% к урону в спину в этом ходу. (Плюс стандартный бонус 25% за удар в спину.)
KEYWORD_TEMPBACKSTAB_DESC_STACKLESS,Увеличивает урон ударов в спину.
KEYWORD_TEMPCOUNTER_NAME,Контратака
KEYWORD_TEMPCOUNTER_DESC,"Автоматически атакует тех, кто наносит вам урон."
KEYWORD_TEMPINIT_NAME,Инициатива повышена
KEYWORD_TEMPINIT_DESC,Ваш ход наступает раньше в раунде.
KEYWORD_TEMPINITDOWN_NAME,Инициатива понижена
KEYWORD_TEMPINITDOWN_DESC,Ваш ход наступает позже в раунде.
KEYWORD_TEMPIMMUNE_NAME,Иммунитет к травмам
KEYWORD_TEMPIMMUNE_DESC,Не может получить травмы по любой причине. Длится {stacks} ходов.
KEYWORD_TEMPIMMUNE_DESC_SINGULAR,Не может получить травмы по любой причине. Длится 1 ход.
KEYWORD_TEMPMANAREDUCTION_NAME,Озарение
KEYWORD_TEMPMANAREDUCTION_DESC,Заклинания стоят на {stacks} маны меньше до конца хода.
KEYWORD_TEMPMANAREDUCTION_DESC_STACKLESS,Заклинания стоят меньше маны до конца хода.
KEYWORD_PRECOUNTER_NAME,Упреждающая контратака
KEYWORD_PRECOUNTER_DESC,Автоматически атакует нацелившихся на вас противников до их атаки.
KEYWORD_THORNS_NAME,Шипы
KEYWORD_THORNS_DESC,"Наносит {stacks} урона юнитам, которые касаются вас."
KEYWORD_THORNS_DESC_STACKLESS,"Наносит урон юнитам, которые касаются вас."
KEYWORD_SENTRY_NAME,Режим часового
KEYWORD_SENTRY_DESC,Когда враг завершает перемещение в зоне вашей базовой атаки — атакует его.
KEYWORD_SENTRYPLUS_NAME,Режим часового+
KEYWORD_SENTRYPLUS_DESC,Когда враг завершает перемещение в зоне вашей базовой атаки — атакует его. Длится {stacks} ходов.
KEYWORD_SENTRYPLUS_DESC_STACKLESS,Когда враг завершает перемещение в зоне вашей базовой атаки — атакует его.
KEYWORD_TRANSFORM_NAME,Трансформация
KEYWORD_TRANSFORM_DESC,"Трансформируется, когда таймер достигнет 0."
KEYWORD_WEAKNESS_NAME,Слабость
KEYWORD_WEAKNESS_DESC,"-2 [img:dex], -2 [img:str], -2 [img:spd]. Длится {stacks} ходов."
KEYWORD_WEAKNESS_DESC_SINGULAR,"-2 [img:dex], -2 [img:str], -2 [img:spd]. Длится 1 ход."
