KEY,en
ENEMY_CHARGEYMAGGOT_DESC,Рывок с эффектом затаптывания.
ENEMY_DIGGYMAGGOT_NAME,Личинка-копатель
ENEMY_DIGGYMAGGOT_DESC,Атака ближнего боя может оглушить. Меняется местами с юнитом для перемещения.
ENEMY_TARBABY_NAME,Смоляной малыш
ENEMY_TARBABY_DESC,"Дальняя атака создаёт клетки Смолы.
Оставляет Смолу на своём пути."
ENEMY_CHUMBAG_NAME,Мешок с наживкой
ENEMY_CHUMBAG_DESC,Дальняя атака создаёт Личинок при попадании в пустую клетку. При гибели становится Дружком. Неподвижный.
ENEMY_CHUMMY_NAME,Дружок
ENEMY_CHUMMY_DESC,Бросается по прямой линии.
ENEMY_HOST_NAME,Носитель
ENEMY_HOST_DESC,"Стреляет 3 снарядами веером.
Отражает снаряды и отбрасывает юнитов при контакте.
Неподвижный."
ENEMY_PILE_NAME,Куча
ENEMY_PILE_DESC,Дальняя атака порождает Какашек. Неподвижный.
ENEMY_FLOATER_NAME,Летун
ENEMY_FLOATER_DESC,Атакует в ближнем бою и отступает после нанесения урона.
ENEMY_WATERLEECH_NAME,Водяная пиявка
ENEMY_WATERLEECH_DESC,"Ищет воду, когда находится на суше.
В воде бросается по прямой с Кражей здоровья, проходя сквозь юнитов."
ENEMY_DADDYSHARK_NAME,Папа-акула
ENEMY_DADDYSHARK_DESC,"Мгновенно убивает всё, до чего может добраться!
Получает бонусные ходы за каждого истекающего кровью юнита.
Сосредоточен на кровоточащих юнитах."
ENEMY_BABYSHARK_NAME,Малыш-акула
ENEMY_BABYSHARK_DESC,"Укус накладывает Кровотечение, но не наносит урона.
Получает бонусные ходы за каждого истекающего кровью юнита.
Сосредоточен на кровоточащих юнитах."
ENEMY_TENTICKLES_NAME,Щекотальца
ENEMY_TENTICKLES_DESC,"Может атаковать любую клетку рядом с водой.
Телепортируется через водные клетки."
ENEMY_FETUS_NAME,Зародыш
ENEMY_FETUS_DESC,"Дальний бой.
Может пить воду для исцеления."
ENEMY_FETUSGUSHER_NAME,Зародыш-фонтан
ENEMY_FETUSGUSHER_DESC,"Водная атака толкает всех юнитов по прямой линии.
Должен быть в воде для атаки. Ищет воду, когда на суше."
ENEMY_BAT_NAME,Летучая мышь
ENEMY_BAT_DESC,"Шквал ближнего боя накладывает Смятение.
50% шанс уклонения.
50% шанс уклонения.
Летает."
ENEMY_BRAINDRAIN_NAME,Мозгосос
ENEMY_BRAINDRAIN_DESC,"Магическая атака с бесконечной дальностью.
Контрит одно заклинание за ход.
Если начинает ход с доступным контрзаклинанием, поглощает его для усиления."
ENEMY_SKULLOOZE_NAME,Черепослизь
ENEMY_SKULLOOZE_DESC,Дальняя атака уничтожает снаряжение.
ENEMY_KORBEE_NAME,Корби
ENEMY_KORBEE_DESC,"Всасывает юнитов, а затем выплёвывает как можно дальше."
ENEMY_MEGAFETUS_NAME,Мега-зародыш
ENEMY_MEGAFETUS_DESC,"Выполняет вращательную атаку.
При получении удара пытается контратаковать левой рукой."
ENEMY_TATTERS_NAME,Лохмотья
ENEMY_TATTERS_DESC,"Атака накладывает Пиявку на всех юнитов в области.
Накладывает Сглаз на юнитов, которые наносят ему урон.
Нежить."
ENEMY_SPOOKIE_NAME,Призрачок
ENEMY_SPOOKIE_DESC,"Атака ближнего боя высасывает ману.
Нежить."
ENEMY_SCARY_NAME,Страшила
ENEMY_SCARY_DESC,"Атаки ближнего боя могут наложить Страх или Рок!
Нежить."
ENEMY_REAPER_NAME,Жнец
ENEMY_REAPER_DESC,"Выполняет вращательную атаку в начале хода.
Телепортируется к юнитам, убившим его союзников.
Нежить."
ENEMY_TALLROBES_NAME,Балахон
ENEMY_TALLROBES_DESC,"Дальняя атака накладывает Пиявку.
Может призывать Огоньков.
При гибели становится Лохмотьями.
Нежить."
ENEMY_SHAMBLER_NAME,Шатун
ENEMY_SHAMBLER_DESC,"Швыряет юнитов в пределах досягаемости.
В конце хода бросается в случайном направлении.
Нежить."
ENEMY_GRAVEWORM_NAME,Могильный червь
ENEMY_GRAVEWORM_DESC,"Дальний бой.
Зарывается при получении урона."
ENEMY_BUTTZOMBIE_NAME,Зомби-задница
ENEMY_BUTTZOMBIE_DESC,"Атакует всех соседних юнитов ближним боем, когда задняя часть под землёй.
Переворачивается при получении урона.
Нежить."
ENEMY_SKELESHAMBLER_NAME,Скелет-шатун
ENEMY_SKELESHAMBLER_DESC,"Швыряет юнитов в пределах досягаемости.
В конце хода бросается в случайном направлении.
Воскресает, если его тело не уничтожено!
Нежить."
ENEMY_SKELESHAMBLERDEAD_NAME,Скелет-шатун
ENEMY_SKELESHAMBLERDEAD_DESC,"Воскресает, если его тело не уничтожено!
Нежить."
ENEMY_THUMP_NAME,Топотун
ENEMY_THUMP_DESC,"Выполняет атаку прыжком.
Получает урон только со спины."
ENEMY_FLYSWARM_NAME,Рой мух
ENEMY_FLYSWARM_DESC,"Атака ближнего боя бьёт по разу за каждую муху.
При получении урона теряет одну муху."
ENEMY_BONEWORM_NAME,Костяной червь
ENEMY_BONEWORM_DESC,"Дальний бой.
Чем выше вырастает, тем больше дальность.
Теряет высоту при получении урона.
В высоком состоянии получает максимум 1 урон за раз.
Нежить."
ENEMY_CARCASS_NAME,Туша
ENEMY_CARCASS_DESC,Порождает случайных Личинок.
ENEMY_PEASHY_NAME,Кактусёнок
ENEMY_PEASHY_DESC,"Может атаковать своих союзников.
Блокирует урон спереди.
Впадает в ярость, убив кого-нибудь."
ENEMY_BABYDEATHWORM_NAME,Малыш-смертечервь
ENEMY_BABYDEATHWORM_DESC,"Атакует рывком юнитов, закончивших движение на одной линии с ним.
Не может бросаться назад!"
ENEMY_DEATHWORM_NAME,Смертечервь
ENEMY_DEATHWORM_DESC,"Зарывается после рывковой атаки.
Пожирает любого, кто завершит ход над ним, пока он под землёй."
ENEMY_CULTIST_NAME,Культист
ENEMY_CULTISTLACKEY_NAME,Культист-прислужник
ENEMY_CULTISTLACKEY_DESC,"Ближний бой, швыряет юнитов.
Становится Фанатиком, убив кого-нибудь."
ENEMY_CULTISTZEALOT_NAME,Культист-фанатик
ENEMY_CULTISTZEALOT_DESC,"Выполняет серию ударов.
Получает +1 к урону в конце хода.
Становится самоубийцей при низком здоровье."
ENEMY_BOMBZEALOT_NAME,Культист-фанатик
ENEMY_BOMBZEALOT_DESC,Сейчас рванёт!
ENEMY_CULTISTMUTANT_NAME,Культист-мутант
ENEMY_CULTISTMUTANT_DESC,"Выполняет широкую атаку ближнего боя, подбрасывая юнитов в воздух.
Порождает Опухоль при смерти.
Стойкость 2."
ENEMY_CULTISTBISHOP_NAME,Культист-епископ
ENEMY_CULTISTBISHOP_DESC,"Атака молнией может оглушить.
Лечит союзников. При гибели порождает Митру."
ENEMY_CULTISTWASHER_NAME,Культист-прислужник
ENEMY_CULTISTWASHER_DESC,"Он здесь, чтобы охладить Джонни!"
ENEMY_BISHOPHAT_NAME,Митра
ENEMY_BISHOPHAT_DESC,"Притягивает культистов.
Культист может подобрать её и стать Епископом."
ENEMY_LOVEBOT_NAME,Бот любви
ENEMY_LOVEBOT_DESC,Лечит союзников и даёт им +1 [img:spd]. Лечение сверх максимума может дать дополнительный ход.
ENEMY_SECURITYBOT_NAME,Охранный бот
ENEMY_SECURITYBOT_DESC,"Когда его союзники получают урон, движется к атакующему и пытается атаковать.
Получает +1 дальность перемещения в конце хода."
ENEMY_KILLDOZER_NAME,Убийцобульдозер
ENEMY_KILLDOZER_DESC,"Движется к источнику урона.
Затаптывание."
ENEMY_CARNIBULB_NAME,Хищнолуковица
ENEMY_CARNIBULB_DESC,"Мгновенно убивает всё, до чего дотянется.
+1 дальность перемещения за каждый Росток.
Призывает Росток в конце хода."
ENEMY_SPROUT_NAME,Росток
ENEMY_SPROUT_DESC,Вселяется в соседних юнитов в свой ход.
ENEMY_GEOLAD_NAME,Геопарень
ENEMY_GEOLAD_DESC,Атака прыжком наносит урон и отбрасывает всех юнитов в области.
ENEMY_BRAMBLEBABY_NAME,Малыш-ежевика
ENEMY_BRAMBLEBABY_DESC,Создаёт клетки Ежевики и затягивает в них юнитов.
ENEMY_HEMLOCK_NAME,Болиголов
ENEMY_HEMLOCK_DESC,"Атакует юнитов, входящих в зону досягаемости.
Отбрасывает соседних юнитов при получении урона.
Лечит союзников."
ENEMY_NETTLE_NAME,Крапива
ENEMY_NETTLE_DESC,"Ближний бой.
Когда враг применяет заклинание, испускает Искру и получает +1 Шипы."
ENEMY_BIRTHWORT_NAME,Кирказон
ENEMY_BIRTHWORT_DESC,"Слепой. Может атаковать в ближнем бою и бросаться с Затаптыванием в случайных направлениях.
Стреляет снарядами с Гнилью при каждой атаке по нему.
Лечит себя и соседей в конце хода."
ENEMY_AMOEBA_NAME,Амёба
ENEMY_AMOEBA_DESC,"Может прикрепиться к слотам снаряжения котов, ломая имеющееся снаряжение.
Пытается найти камень для защиты."
ENEMY_TREMBLO_NAME,Тремблик
ENEMY_TREMBLO_DESC,"Атака ближнего боя накладывает Оглушение и создаёт камни.
Может притягивать камни к себе и поедать их для Стойкости и Щита."
ENEMY_CRATERCREEPER_NAME,Кратерный ползун
ENEMY_CRATERCREEPER_DESC,"Стреляет камнями или бросается вперёд, оставляя Амёбу.
Получает урон только спереди."
ENEMY_CRATERCREEPER2_NAME,Кратерный ползун
ENEMY_CRATERCREEPER2_DESC,Дальняя атака создаёт Амёбу.
ENEMY_COREFREAK_NAME,Ядерный урод
ENEMY_COREFREAK_DESC,"Может выполнить шквал ближнего боя или удар головой с Оглушением.
Слепой."
ENEMY_HOTPOKER_NAME,Горячая кочерга
ENEMY_HOTPOKER_DESC,"Имеет 2 атаки ближнего боя: одна с Обездвиживанием, другая с Ожогом и отбрасыванием юнита по направлению взгляда.
Может давать союзникам дополнительные ходы.
Иммунитет к Огню."
ENEMY_WHISPERER_NAME,Шептун
ENEMY_WHISPERER_DESC,"Дальняя атака накладывает Ушиб и -2 [img:spd] на врагов, а союзникам даёт Стойкость и +2 [img:spd].
Атака ближнего боя накладывает Очарование."
ENEMY_CLOAKEDDEMON_NAME,Демон в плаще
ENEMY_CLOAKEDDEMON_DESC,"Применяет заклинание по площади: Ожог 3 врагам и +1 Урон союзникам.
Накладывает Сглаз на юнитов, наносящих ему урон.
Иммунитет к Огню."
ENEMY_BRUTE_NAME,Громила
ENEMY_BRUTE_DESC,"Бросает камни с шансом Оглушения на расстоянии.
Бьёт апперкотом юнитов с >50% здоровья.
Мгновенно убивает юнитов с <50% здоровья.
Иммунитет к Огню."
ENEMY_MEGATUMOR_NAME,Мега-опухоль
ENEMY_MEGATUMOR_DESC,"Затаптывание.
Получает +1 дальность перемещения в конце хода.
Иммунитет к Огню."
ENEMY_TUMORHEAD_NAME,Опухолеголовый
ENEMY_TUMORHEAD_DESC,"Атака ближнего боя отбрасывает юнитов на 3 клетки.
Бросается вперёд при получении урона."
ENEMY_TALLTUMOR_NAME,Высокая опухоль
ENEMY_TALLTUMOR_DESC,"Высасывает неизрасходованную ману врагов в конце их хода. Наносит урон равный высосанной мане.
Контратакует вращательной атакой при получении урона."
ENEMY_BIGASTEROID_NAME,Большой астероид
ENEMY_BIGASTEROID_DESC,"Атака создаёт валун.
Получает цепной отброс при ударе.
Может получить максимум 1 урон за раз.
Иммунитет к эффектам состояния."
ENEMY_SMALLASTEROID_NAME,Малый астероид
ENEMY_SMALLASTEROID_DESC,"Атака стреляет камнями по случайным клеткам в области.
Получает цепной отброс при ударе.
Может получить максимум 1 урон за раз.
Иммунитет к эффектам состояния."
ENEMY_SAUCIE_NAME,Тарелочка
ENEMY_SAUCIE_DESC,"Стреляет энергией крестом.
Может наложить Метку на врагов или получить [img:divineshield].
Взрывается при гибели."
ENEMY_MEGASAUCER_NAME,Мегатарелка
ENEMY_MEGASAUCER_DESC,"Выполняет случайное действие в свой ход.
Рывковая атака с Оглушением.
Заряжаемый лазер мгновенно убивает.
Может призывать Б-зондов.
Взрывается при гибели."
ENEMY_YBLASTER_NAME,Ж-бластер
ENEMY_YBLASTER_DESC,"Стреляет по юнитам, пересекающим его путь.
Получает +1 Урон в конце хода.
Отступает при опасности."
ENEMY_GALIEN_NAME,С-пришелец
ENEMY_GALIEN_DESC,"Дальняя атака с Отбросом.
Заряжает Контрзаклинание в конце хода.
Усиливается, когда Контрзаклинание заряжено."
ENEMY_BPROBER_NAME,Б-зонд
ENEMY_BPROBER_DESC,"Ближний бой. Атакуя кота со спины, накладывает Очарование.
Очарование длится, пока заколдованный кот не получит урон."
ENEMY_WAGGLE_NAME,Вихлялка
ENEMY_WAGGLE_DESC,"Ближний бой.
Превращает вражеских фамильяров и союзников с низким здоровьем в Вихлялок!"
ENEMY_3X3WAGGLE_DESC,КАКОГО ХРЕНА
ENEMY_HALFRAT_NAME,Полукрыса
ENEMY_HALFRAT_DESC,Выполняет цепную рывковую атаку.
ENEMY_GAMETE_NAME,Гамета
ENEMY_GAMETE_DESC,Порождает случайных юнитов.
ENEMY_HALFDOG_NAME,Полупёс
ENEMY_HALFDOG_DESC,"Атака прыжком с Отбросом.
При получении урона атакует прыжком по направлению взгляда."
ENEMY_CATHUMAN_NAME,Полу-человек λ
ENEMY_CATHUMAN_DESC,"Порождает Котят.
Атака ближнего боя наносит увечья.
Может выть для Обездвиживания юнитов."
ENEMY_HUMANCAT_NAME,Полу-человек δ
ENEMY_HUMANCAT_DESC,Ближний бой с Обездвиживанием. Может уклоняться от атак — если его не бьют с человеческой стороны.
ENEMY_HUMANCAT2_DESC,Вращательная атака с Отбросом.
ENEMY_COPBOT_NAME,Полицейский бот
ENEMY_COPBOT_DESC,"Боец рукопашного боя. Стреляет во врагов, наносящих урон его союзникам."
ENEMY_DRDITTO_NAME,Др. Дитто
ENEMY_DRDITTO_DESC,"Стреляет взрывными ракетами по случайным клеткам в области.
Накладывает Страх на юнитов рядом в начале хода.
Воскресает в конце раунда."
ENEMY_POISONFROG_NAME,Ядовитая лягушка
ENEMY_POISONFROG_DESC,
ENEMY_MEGAMUTANT_NAME,Мега-мутант
ENEMY_MEGAMUTANT_DESC,"Атакует соседних юнитов ближним боем с Отбросом 10 в начале хода.
Выполняет прямую дальнобойную атаку сотрясением.
Может хватать и мгновенно убивать юнитов в пределах досягаемости.
Получает +99 Стойкость до следующего хода при получении урона."
ENEMY_CAVEMAN_NAME,Пещерный человек
ENEMY_CAVEMAN_DESC,"Серия ударов в ближнем бою.
Ненавидит котов!"
ENEMY_CAVEBABY_NAME,Пещерный малыш
ENEMY_CAVEBABY_DESC,Ближняя атака с Кражей здоровья. Ищет еду. Вырастает при полном здоровье.
ENEMY_CAVEMANMAN_NAME,Пещерный мужчина
ENEMY_CAVEMANMAN_DESC,"Серия ударов в ближнем бою. Пытается подобрать копья.
Ненавидит котов!"
ENEMY_SPEARCAVEMAN_NAME,Пещерный мужчина
ENEMY_SPEARCAVEMAN_DESC,"Может метнуть копьё с Оглушением.
Ненавидит котов!"
ENEMY_CAVEMANWOMAN_NAME,Пещерная женщина
ENEMY_CAVEMANWOMAN_DESC,"Использует котов как оружие.
Беременна!"
ENEMY_CAVEMANWOMAN2_NAME,Пещерная женщина
ENEMY_CAVEMANWOMAN2_DESC,"Использует котов как оружие.
Беременна!"
ENEMY_WEREMAN_NAME,Оборотень
ENEMY_WEREMAN_DESC,"Серия ударов в ближнем бою.
Атакует прыжком юнитов в пределах досягаемости.
Ненавидит пещерных людей!"
ENEMY_CAVEMANCHIEF_NAME,Пещерный вождь
ENEMY_CAVEMANCHIEF_DESC,"Атака ближнего боя накладывает Оглушение.
Добивает врагов с 10 или менее ОЗ.
Усиливает союзников-гуманоидов.
Ненавидит котов!"
ENEMY_YETI_NAME,Йети
ENEMY_YETI_DESC,Тройной удар в ближнем бою и атака Заморозкой на близкой дистанции.
ENEMY_FUZZER_NAME,Мохнатик
ENEMY_FUZZER_DESC,"Ближний бой с Смятением, затем убегает. Контакт с ним накладывает Смятение.
Лечится, когда враг наносит себе урон от Смятения."
ENEMY_WOOLYMAMMOTH_NAME,Мохнатый мамонт
ENEMY_WOOLYMAMMOTH_DESC,"Ближняя атака подбрасывает юнитов в воздух, рывковая атака.
Ушиб и Отброс соседних юнитов в начале хода.
Затаптывание."
ENEMY_BUNGACHAMP_NAME,Чемпион Бунги
ENEMY_BUNGACHAMP_DESC,Один из лучших бойцов лорда Бунги!
ENEMY_TREX_NAME,Тираннозавр
ENEMY_TREX_DESC,"Преследует последнего, кто нанёс ему урон, и пытается его сожрать.
Топчет и Обездвиживает соседних юнитов в конце хода.
Затаптывание."
ENEMY_STEGOSAURUS_NAME,Стегозавр
ENEMY_STEGOSAURUS_DESC,"Вращательная атака в начале хода.
Ищет траву для поедания.
Контратакует юнитов, атакующих со спины.
Затаптывание."
ENEMY_TRICERATOPS_NAME,Трицератопс
ENEMY_TRICERATOPS_DESC,"Рывковая атака.
Контратакует и отбрасывает назад юнитов, нанёсших ему урон.
Затаптывание."
ENEMY_PTERODACTYL_NAME,Птеродактиль
ENEMY_PTERODACTYL_DESC,"Хватает котов и клюёт их.
Летает."
ENEMY_PREHISTORICPOOTER_NAME,Доисторический пукер
ENEMY_PREHISTORICPOOTER_DESC,"Дальняя атака накладывает Оглушение.
Летает."
ENEMY_DINONEST_NAME,Гнездо динозавра
ENEMY_DINONEST_DESC,Порождает детёнышей рапторов.
ENEMY_FATMAN_NAME,Überman
ENEMY_FATMAN_DESC,"Ближний бой с Отбросом.
Отражает снаряды. Контакт с ним отбрасывает.
Затаптывание."
ENEMY_FATWOMAN_NAME,Überwoman
ENEMY_SCHUTZBOT_NAME,Schutzbot
ENEMY_SCHUTZBOT_DESC,"Дальний бой с ограниченным боезапасом.
Стреляет по врагам, наносящим урон союзникам.
Расходует остаток боеприпасов и перезаряжается в конце хода.
Уклоняется сальто от одной атаки за ход."
ENEMY_HANGERBOT_NAME,Hängenbot
ENEMY_HANGERBOT_DESC,"Атака ближнего боя накладывает Короткое замыкание.
Втягивается при получении урона.
Порождает Захватчиков."
ENEMY_HANGERBOT_CHARMED_NAME,Hängenbot-друг
ENEMY_DOKTORBOT_NAME,Doktorbot
ENEMY_DOKTORBOT_DESC,"Лечит союзников и даёт им случайные усиления.
Порождает Захватчиков.
Собирает подбираемые предметы."
ENEMY_KRUGHEAD_NAME,Крюгголова
ENEMY_KRUGHEAD_DESC,"Ближний бой. Даёт союзникам дополнительные ходы.
Иммунитет к Магии и Ослаблениям."
ENEMY_FETUSJAR_NAME,Fötusjar
ENEMY_FETUSJAR_DESC,Серия ударов в ближнем бою. Иммунитет к Магии и Ослаблениям.
ENEMY_FETUSNOJAR_NAME,Der Fötus
ENEMY_FETUSNOJAR_DESC,"Серия ударов в ближнем бою.
Вызывает авиаудар при низком здоровье."
ENEMY_TVBOT_NAME,Fernsehbot
ENEMY_TVBOT_DESC,Его команды ограничивают действия врагов.
ENEMY_TVBOT_OBEY_NAME,OBEY (Подчиняйся)
ENEMY_TVBOT_OBEY_DESC,Базовые атаки его врагов отключены.
ENEMY_TVBOT_STOP_NAME,STOP (Стоять)
ENEMY_TVBOT_STOP_DESC,Базовое перемещение его врагов отключено.
ENEMY_TVBOT_DUMB_NAME,DUMB (Тупица)
ENEMY_TVBOT_DUMB_DESC,Заклинания его врагов отключены.
ENEMY_TVBOT_DIE_NAME,DIE (Умри)
ENEMY_TVBOT_DIE_DESC,Слишком поздно. Победи сейчас или умри.
ENEMY_TALLBOT_NAME,Großerbot
ENEMY_TALLBOT_DESC,"Суплекс может Оглушить или Обездвижить.
Запускает авиаудары."
ENEMY_HERALD_NAME,Вестник
ENEMY_HERALD_DESC,Ближний бой. Призывает свои тени.
ENEMY_HERALDSHADOW_NAME,Тень Вестника
ENEMY_HERALDSHADOW_DESC,Ближний бой. Умирает вместе с оригиналом.
ENEMY_GASPER_NAME,Удушатель
ENEMY_GASPER_DESC,"Создаёт ядовитые облака при атаке или получении урона.
Заряжает взрыв при гибели."
ENEMY_GASPER_DESC2,Сейчас рванёт!
ENEMY_FLOAST_NAME,Плавоморф
ENEMY_FLOAST_DESC,Ближняя атака с броском и дальняя атака крюком.
ENEMY_GORGER_NAME,Обжора
ENEMY_GORGER_DESC,"Ближняя атака поглощает цель.
Бежит к следующей цели в конце хода.
Затаптывание."
ENEMY_SLAG_NAME,Шлак
ENEMY_SLAG_DESC,Дальняя атака по области. Порождает Отёки при ударе ближним боем и Рои мух при ударе дальним.
ENEMY_HITLERCLONE_NAME,Führerclone
ENEMY_HITLERCLONE_FETUS_NAME,Führerfötus
ENEMY_HITLERCLONE_DESC,Серия ударов в ближнем бою. Выполняет приказы.
ENEMY_EDEMA_NAME,Отёк
ENEMY_EDEMA_DESC,"Превращается в Оболочку, когда таймер достигает 0.
Порождает колючие опухоли при гибели."
ENEMY_HUSK_NAME,Оболочка
ENEMY_HUSK_DESC,Серия ударов в ближнем бою. При гибели превращается в Отёк.
ENEMY_CONJOINEDHUSK_NAME,Сросшаяся оболочка
ENEMY_CONJOINEDHUSK_DESC,"Ближняя атака подбирает котов.
Создаёт злые копии удерживаемых котов."
ENEMY_HERALDESS_NAME,Вестница
ENEMY_HERALDESS_DESC,Ближний бой. Становится страшной при получении урона.
ENEMY_MEATSLIME_NAME,Мясной слизень
ENEMY_MEATSLIME_DESC,При гибели делится на Сгустки.
ENEMY_THROBBINGTURRET_NAME,Пульсирующая турель
ENEMY_THROBBINGTURRET_DESC,Дальняя атака по области с Кровотечением. Порождает Сгустки если нет целей.
ENEMY_THROBSERVANT_NAME,Пульсирующий слуга
ENEMY_THROBSERVANT_DESC,Дальняя атака может уничтожить снаряжение и прикрепить паразита. Порождает Личинок.
ENEMY_FLESHLAD_NAME,Мясной парень
ENEMY_FLESHLAD_DESC,"Атакует столько раз, сколько может, затем апперкот с Ушибом. Получает доп. атаку за ход при каждом получении урона.
Получает Скорость в конце хода."
ENEMY_FLESHYMIND_NAME,Мясной разум
ENEMY_FLESHYMIND_DESC,Дальняя атака накладывает Немоту. Накладывает Смятение на атакующих его юнитов.
ENEMY_BUTCHTINK_NAME,Бутч и Тинк
ENEMY_BUTCHTINK_DESC,"Двигается на 1 клетку к источнику урона.
Бросается в свой последний ход.
Затаптывание."
ENEMY_TRACY_NAME,Трэйси
ENEMY_TRACY_DESC,"Выполняет вращательную атаку.
При получении удара контратакует левой рукой."
ENEMY_DRBEANINES_NAME,Др. Бобинс
ENEMY_DRBEANINES_DESC,Бросает бомбы
ENEMY_FRANK_NAME,Фрэнк
ENEMY_FRANK_DESC,"Всасывает юнитов, а затем выплёвывает.
При гибели становится Бобком Фрэнка."
ENEMY_CHERUBIUM_NAME,Херувим
ENEMY_CHERUBIUM_DESC,"Даёт союзникам [img:divineshield].
Заряжает атаку по области при получении урона.
Иммунитет к Святому. Получает Усиление всех характеристик от Святого элемента."
ENEMY_SERAPHIM_NAME,Серафим
ENEMY_SERAPHIM_DESC,"Диагональная Святая атака.
Может воскрешать павших союзников.
Юниты при контакте или атаке отбрасываются на 5 клеток.
Иммунитет к Святому. Получает Усиление всех характеристик от Святого элемента."
ENEMY_ANGELICKITTEN_NAME,Ангельский котёнок
ENEMY_ANGELICKITTEN_DESC,"Притягивает юнитов. Накладывает Рок на убийцу.
Иммунитет к Святому. Получает Усиление всех характеристик от Святого элемента."
ENEMY_GATEKEEPER_NAME,Привратник
ENEMY_GATEKEEPER_DESC,"Преследует кота с наименьшим макс. здоровьем.
Высасывает душу цели, мгновенно убивая и навсегда понижая [img:con] на 2.
Призывает Скелетов.
Нежить."
//cat enemies,
ENEMY_TOMTOM_NAME,Том Том
ENEMY_TOMTOM_DESC,"Медленный, но с широкой атакой ближнего боя."
ENEMY_MANGY_NAME,Шелудивый
ENEMY_MANGY_DESC,"Дальняя атака может наложить Отравление.
Порождает Личинок при получении урона."
ENEMY_KITTEN_NAME,Котёнок
ENEMY_KITTEN_DESC,Убегает при получении урона.
