KEY,en,notes,sp,fr,de,it,pt-br
TEAMNAME_ADJECTIVE_FIGHTER9,Fightin',,Peleones,bagarreurs|bagarreuses,Kriegerischen,Rissosi|Rissose,Lutadores
TEAMNAME_ADJECTIVE_FIGHTER10,Tough,,Duros,balèzes,Zähen,Duri|Dure,Resistentes
TEAMNAME_ADJECTIVE_FIGHTER11,Cocky,,Fanfarrones,prétentieux|prétentieuses,Frechen,Spavaldi|Spavalde,Arrogantes
TEAMNAME_ADJECTIVE_FIGHTER12,Dim,,Atontados,bêtes,Zurückgebliebenen,Ottusi|Ottuse,Escuros
TEAMNAME_ADJECTIVE_FIGHTER13,Brooding,,Amenazadores,menaçants|menaçantes,Grüblerischen,Cupi,Melancólicos
TEAMNAME_ADJECTIVE_HUNTER0,Patient,,Pacientes,patients|patientes,Geduldigen,Pazienti,Pacientes
TEAMNAME_ADJECTIVE_HUNTER1,Accurate,,Precisos,précis|précises,Peniblen,Precisi|Precise,Precisos
TEAMNAME_ADJECTIVE_HUNTER2,Focused,,Concentrados,concentrés|concentrées,Konzentrierten,Concentrati|Concentrate,Concentrados
TEAMNAME_ADJECTIVE_HUNTER3,Sharp Shootin',,Certeros,flingueurs|flingueuses,Adleräugigen,Attenti|Attente,Atiradores de Elite
TEAMNAME_ADJECTIVE_HUNTER4,Mangy,,Sarnosos,galeux|galeuses,Räudigen,Rognosi|Rognose,Improvisados
TEAMNAME_ADJECTIVE_HUNTER5,Infested,,Infestados,infestés|infestées,Infizierten,Infestati|Infestate,Infestados
TEAMNAME_ADJECTIVE_HUNTER6,Ranged,,a Distancia,organisés|organisées,Fernkämpfenden,Tiratori|Tiratrici,Distantes
TEAMNAME_ADJECTIVE_HUNTER7,Trapping,,Capturadores,piégeurs|piégeuses,Fallenstellenden,Insidiosi|Insidiose,Astutos
TEAMNAME_ADJECTIVE_HUNTER8,Keen,,Agudos,enthousiastes,Eifrigen,Acuti|Acute,Afiados
TEAMNAME_ADJECTIVE_HUNTER9,Wilding,,Salvajes,déchaînés|déchaînées,Wilden,Scatenati|Scatenate,Primitivos
TEAMNAME_ADJECTIVE_HUNTER10,Untamed,,Indómitos,indomptables,Ungezähmten,Indomiti|Indomite,Indomáveis
TEAMNAME_ADJECTIVE_HUNTER11,Outdoor,,Intrépidos,du plein air,format2|Outdoor,Esterni|Esterne,Rueiros
TEAMNAME_ADJECTIVE_MEDIC0,Caring,,Bondadosos,attentionnés|attentionnées,Gütigen,Premurosi|Premurose,Carinhosos
TEAMNAME_ADJECTIVE_MEDIC1,Loving,,Afectuosos,aimants|aimantes,Lieben,Affettuosi|Affettuose,Amorosos
TEAMNAME_ADJECTIVE_MEDIC2,Reverent,,Respetuosos,révérencieux|révérencieuses,Ehrfürchtigen,Riverenti,Reverentes
TEAMNAME_ADJECTIVE_MEDIC3,Holy,,Sacros,saints|saintes,Heiligen,Sacri|Sacre,Sagrados
TEAMNAME_ADJECTIVE_MEDIC4,Pious,,Piadosos,pieux|pieuses,Frommen,Pii|Pie,Piedosos
TEAMNAME_ADJECTIVE_MEDIC5,Devout,,Devotos,dévots|dévotes,Gläubigen,Devoti|Devote,Devotos
TEAMNAME_ADJECTIVE_MEDIC6,Godly,,Religiosos,vertueux|vertueuses,Gottgleichen,Celestiali,Divinos
TEAMNAME_ADJECTIVE_MEDIC7,Righteous,,Honrados,intègres,Gerechten,Giusti|Giuste,Justos
TEAMNAME_ADJECTIVE_MEDIC8,Divine,,Divinos,divins|divines,Göttlichen,Divini,Divinos
TEAMNAME_ADJECTIVE_MEDIC9,Faithful,,Leales,croyants|croyantes,Getreuen,Credenti,Fiéis
TEAMNAME_ADJECTIVE_MEDIC10,Anointed,,Ungidos,consacrés|consacrées,Gesalbten,Consacrati|Consacrate,Abençoados
TEAMNAME_ADJECTIVE_MAGE0,Magical,,Mágicos,magiques,Magischen,Magici|Magiche,Mágicos
TEAMNAME_ADJECTIVE_MAGE1,Elemental,,Elementales,élémentaires,Elementaren,Elementali,Elementais
TEAMNAME_ADJECTIVE_MAGE2,Attuned,,en Armonía,harmonisés|harmonisées,Eingestimmten,Armonizzati|Armonizzate,Sintonizados
TEAMNAME_ADJECTIVE_MAGE3,Spell Slingin',,Hechiceros,prestidigitateurs|prestidigitatrices,Zauberhaften,Incantatori|Incantatrici,Lançadores de Feitiços
TEAMNAME_ADJECTIVE_MAGE4,Big Brained,,Inteligentes,intellos,Hyperintelligenten,Cervelloni|Cervellone,Super Inteligentes
TEAMNAME_ADJECTIVE_MAGE5,Smart,,Listos,futés|futées,Schlauen,Svegli|Sveglie,Espertos
TEAMNAME_ADJECTIVE_MAGE6,Enchanted,,Encantados,enchantés|enchantées,Verzauberten,Incantati|Incantate,Encantados
TEAMNAME_ADJECTIVE_MAGE7,Spellbound,,Hechizados,ensorcelés|ensorcelées,Gebannten,Stregati|Stregate,Enfeitiçados
TEAMNAME_ADJECTIVE_MAGE8,Mana Filled,,de Maná,pourvus de mana|pourvues de mana,Magieerfüllten,del Mana,Cheios de Mana
TEAMNAME_ADJECTIVE_MAGE9,Academic,,Académicos,académiciens|académiciennes,Akademischen,Accademici|Accademiche,Acadêmicos
TEAMNAME_ADJECTIVE_MAGE10,Intellectual,,Intelectuales,intellectuels|intellectuelles,Intellektuellen,Colti|Colte,Intelectuais
TEAMNAME_ADJECTIVE_MAGE11,Magic,,Embrujados,magiques,Bezauberten,Fatati|Fatate,Mágicos
TEAMNAME_ADJECTIVE_TANK0,Thick,,Gruesos,à l'ossature lourde,Dicken,Massicci|Massiccie,Grossos
TEAMNAME_ADJECTIVE_TANK1,Steady,,Firmes,solides,Standhaften,Stabili,Firmes
TEAMNAME_ADJECTIVE_TANK2,Hardy,,Robustos,robustes,Abgehärteten,Robusti|Robuste,Durões
TEAMNAME_ADJECTIVE_TANK3,Fat,,Gordos,en surpoids,Fetten,Grassottelli|Grassottelle,Gordos
TEAMNAME_ADJECTIVE_TANK4,Solid,,Sólidos,solides,Soliden,Solidi,Sólidos
TEAMNAME_ADJECTIVE_TANK5,Resilient,,Resistentes,résilients|résilientes,Widerstandsfähigen,Tenaci,Resilientes
TEAMNAME_ADJECTIVE_TANK6,Stout,,Corpulentos,corpulents|corpulentes,Stabilen,Tarchiati|Tarchiate,Corpulentos
TEAMNAME_ADJECTIVE_TANK7,Wide,,Anchos,épais|épaisses,Breiten,Larghi|Larghe,Largos
TEAMNAME_ADJECTIVE_TANK8,Husky,,Fornidos,costauds|costaudes,Stattlichen,Grossi|Grosse,Robustos
TEAMNAME_ADJECTIVE_TANK9,Chubby,,Rellenitos,potelés|potelées,Molligen,Paffuti|Paffute,Gorduchos
TEAMNAME_ADJECTIVE_TANK10,Rocky,,Pétreos,rocailleux|rocailleuses,Felsenfesten,Rocciosi|Rocciose,Pedregosos
TEAMNAME_ADJECTIVE_TANK11,Dense,,Densos,énormes,Unterbelichteten,Densi|Dense,Densos
TEAMNAME_ADJECTIVE_TANK12,Round,,Orondos,rondelets|rondelettes,Runden,Rotondi|Rotonde,Redondos
TEAMNAME_ADJECTIVE_TANK13,XXL,,XXL,XXL,format2|XXL,XXL,GGG
TEAMNAME_ADJECTIVE_TANK14,Lazy,,Vagos,paresseux|paresseuses,Faulen,Pigri|Pigre,Preguiçosos
TEAMNAME_ADJECTIVE_TANK15,Slow,,Lentos,lents|lentes,Langsamen,Lenti|Lente,Lentos
TEAMNAME_ADJECTIVE_TANK16,Chonky,,Rollizos,joufflus|joufflues,Klobigen,Cicciotti|Cicciotte,Rotundos
TEAMNAME_ADJECTIVE_THIEF0,Sneaky,,Sigilosos,sournois|sournoises,Schleichenden,Furtivi|Furtive,Furtivos
TEAMNAME_ADJECTIVE_THIEF1,Sly,,Taimados,fourbes,Listigen,Scaltri|Scaltre,Espertos
TEAMNAME_ADJECTIVE_THIEF2,Hidden,,Ocultos,cachés|cachées,Versteckten,Nascosti|Nascoste,Ocultos
TEAMNAME_ADJECTIVE_THIEF3,Lying,,Mentirosos,menteurs|menteuses,Lügenden,Bugiardi|Bugiarde,Mentirosos
TEAMNAME_ADJECTIVE_THIEF4,Greedy,,Avariciosos,cupides,Gierigen,Avidi|Avide,Ambiciosos
TEAMNAME_ADJECTIVE_THIEF5,Penny Pinchin',,Agarrados,avares,Geizigen,Tirchi|Tirchie,Sovinas
TEAMNAME_ADJECTIVE_THIEF6,Quick,,Rápidos,rapides,Schnellen,Svelti|Svelte,Velozes
TEAMNAME_ADJECTIVE_THIEF7,Naughty,,Traviesos,vilains|vilaines,Frechen,Birbanti,Safadinhos
TEAMNAME_ADJECTIVE_THIEF8,Thieving,,Ladrones,voleurs|voleuses,Diebischen,Ladri|Ladre,Gatunos
TEAMNAME_ADJECTIVE_THIEF9,Mercin',,Furtivos,du larcin,Gnädigen,Mercenari|Mercenarie,Graciosos
TEAMNAME_ADJECTIVE_THIEF10,Stabbin',,Arteros,au poignard,Hinterlistigen,Pugnalatori|Pugnalatrici,Enganadores
TEAMNAME_ADJECTIVE_THIEF11,Dark,,Oscuros,sombres,Dunklen,Oscuri|Oscure,Sombrios
TEAMNAME_ADJECTIVE_THIEF12,Quiet,,Silenciosos,silencieux|silencieuses,Stillen,Silenziosi|Silenziose,Quietos
TEAMNAME_ADJECTIVE_THIEF13,Secret,,Secretos,discrets|discrètes,Geheimen,Segreti|Segrete,Secretos
TEAMNAME_ADJECTIVE_MONK0,Balanced,,Equilibrados,équilibrés|équilibrées,Ausgeglichenen,Equilibrati|Equilibrate,Equilibrados
TEAMNAME_ADJECTIVE_MONK1,Zen,,Zen,zen,format2|Zen,Zen,Zen
TEAMNAME_ADJECTIVE_MONK2,Flowing,,Fluidos,ruisselants|ruisselantes,Fließenden,Fluidi|Fluide,Fluidos
TEAMNAME_ADJECTIVE_MONK3,Meditating,,Meditabundos,méditatifs|méditatives,Meditierenden,Meditativi|Meditative,Meditantes
TEAMNAME_ADJECTIVE_MONK4,Calm,,Calmados,calmes,Ruhigen,Sereni|Serene,Calmos
TEAMNAME_ADJECTIVE_MONK5,Flying,,Voladores,volants|volantes,Fliegenden,Volanti,Voadores
TEAMNAME_ADJECTIVE_MONK6,Enlightened,,Iluminados,éveillés|éveillées,Erleuchteten,Illuminati|Illuminate,Iluminados
TEAMNAME_ADJECTIVE_MONK7,Blissful,,Dichosos,béats|béates,Seligen,Beati|Beate,Afortunados
TEAMNAME_ADJECTIVE_MONK8,Inner,,Ensimismados,intérieurs|intérieures,Inneren,Intimi|Intime,Interiores
TEAMNAME_ADJECTIVE_MONK9,Centered,,Centrados,centrés|centrées,Zentrierten,Centrati|Centrate,Centrados
TEAMNAME_ADJECTIVE_MONK10,Flying,,Voladores,planants|planantes,Fliegenden,Alati|Alate,Voadores
TEAMNAME_ADJECTIVE_MONK11,Karmic,,del Karma,karmiques,format2|Karma,del Karma,Cármicos
TEAMNAME_ADJECTIVE_MONK12,Transcendent,,Trascendentales,transcendés|transcendées,Überweltlichen,Trascendenti,Transcendentes
TEAMNAME_ADJECTIVE_DRUID0,Animalistic,,Bestiales,animaux|animales,Animalistischen,Animalisti|Animaliste,Animalísticos
TEAMNAME_ADJECTIVE_DRUID1,Singing,,Cantantes,chantants|chantantes,Singenden,Canterini|Canterine,Cantores
TEAMNAME_ADJECTIVE_DRUID2,Natural,,Naturales,naturels|naturelles,Natürlichen,Naturali,Naturais
TEAMNAME_ADJECTIVE_DRUID3,Peaceful,,Pacíficos,pacifiques,Friedlichen,Pacifici|Pacifiche,Pacíficos
TEAMNAME_ADJECTIVE_DRUID4,Musical,,Musicales,musicaux|musicales,Musikalischen,Musicali,Musicais
TEAMNAME_ADJECTIVE_DRUID5,Squirrely,,Ardillistas,agités|agitées,Schreckhaften,Strambi|Strambe,Assustadores
TEAMNAME_ADJECTIVE_DRUID6,Summoned,,Invocados,invoqués|invoquées,Beschworenen,Evocati|Evocate,Invocados
TEAMNAME_ADJECTIVE_DRUID7,Leafy,,Frondosos,feuillus|feuillues,Blättrigen,Floridi|Floride,Folhosos
TEAMNAME_ADJECTIVE_DRUID8,High,,Colocados,défoncés|défoncées,Vollgedröhnten,Inebriati|Inebriate,Altos
TEAMNAME_ADJECTIVE_DRUID9,Dancing,,Danzantes,dansants|dansantes,Tanzenden,Ballerini|Ballerine,Dançantes
TEAMNAME_ADJECTIVE_DRUID10,Whistling,,Silbantes,sifflotants|sifflotantes,Pfeifenden,Fischiettanti,Assobiadores
TEAMNAME_ADJECTIVE_DRUID11,A Capella,,Cantarines,a capella,A Capella,A Cappella,A Cappella
TEAMNAME_ADJECTIVE_PSYCHIC0,Three-Eyed,,Videntes,à trois yeux,Dreiäugigen,Triclopi,de Três Olhos
TEAMNAME_ADJECTIVE_PSYCHIC1,Astral,,Astrales,astraux|astrales,Astralen,Astrali,Astrais
TEAMNAME_ADJECTIVE_PSYCHIC2,Visionary,,Visionarios,visionnaires,Visionären,Veggenti,Visionários
TEAMNAME_ADJECTIVE_PSYCHIC3,Mystical,,Místicos,mystiques,Mystischen,Mistici|Mistiche,Místicos
TEAMNAME_ADJECTIVE_PSYCHIC4,Mind Reading,,Mentales,devins,Gedankenlesenden,Chiromanti,Leitores de Mentes
TEAMNAME_ADJECTIVE_PSYCHIC5,Fortune Telling,,Adivinos,voyants|voyantes,Wahrsagenden,Indovini|Indovine,Videntes
TEAMNAME_ADJECTIVE_PSYCHIC6,Psychic,,Mentalistas,médiums,Psychischen,Psionici|Psioniche,Psíquicos
TEAMNAME_ADJECTIVE_PSYCHIC7,Telepathic,,Telepáticos,télépathes,Telepathischen,Telepatici|Telepatiche,Telepatas
TEAMNAME_ADJECTIVE_PSYCHIC8,Charming,,Encantadores,charmeurs|charmeuses,Charmanten,Ammaliatori|Ammaliatrici,Charmosos
TEAMNAME_ADJECTIVE_PSYCHIC9,Manipulative,,Manipuladores,manipulateurs|manipulatrices,Manipulierenden,Manipolatori|Manipolatrici,Manipulativos
TEAMNAME_ADJECTIVE_PSYCHIC10,All Knowing,,Omniscientes,omniscients|omniscientes,Allwissenden,Onniscienti,Sabe-Tudo
TEAMNAME_ADJECTIVE_PSYCHIC11,Pulsing,,Palpitantes,palpitants|palpitantes,Pulsierenden,Pulsanti,Pulsantes
TEAMNAME_ADJECTIVE_PSYCHIC12,Catatonic,,Catatónicos,catatoniques,Katatonischen,Catatonici|Catatoniche,Catatônicos
TEAMNAME_ADJECTIVE_BUTCHER0,Hungry,,Hambrientos,affamés|affamées,Hungrigen,Affamati|Affamate,Famintos
TEAMNAME_ADJECTIVE_BUTCHER1,Sweaty,,Sudorosos,en sueur,Schwitzenden,Sudaticci|Sudaticcie,Suados
TEAMNAME_ADJECTIVE_BUTCHER2,Meaty,,Cárnicos,charnus|charnues,Fleischigen,Carnosi|Carnose,Carnudos
TEAMNAME_ADJECTIVE_BUTCHER3,Sliced,,Rebanados,en tranches,Geschnittenen,Affettati|Affettate,Fatiados
TEAMNAME_ADJECTIVE_BUTCHER4,Hooked,,Ensartados,accrochés|accrochées,Hakenden,Appesi|Appese,Enganchados
TEAMNAME_ADJECTIVE_BUTCHER5,Bleeding,,Sangrientos,ensanglantés|ensanglantées,Blutenden,Sanguinanti,Sangrentos
TEAMNAME_ADJECTIVE_BUTCHER6,Never Full,,Famélicos,insatiables,Nimmersatten,Insaziabili,Nunca Satisfeitos
TEAMNAME_ADJECTIVE_BUTCHER7,Butch,,Carniceros,barbares,Maskulin gelesenen,Macellati|Macellate,Machões
TEAMNAME_ADJECTIVE_BUTCHER8,Chained,,Encadenados,enchaînés|enchaînées,Angeketteten,Incatenati|Incatenate,Acorrentados
TEAMNAME_ADJECTIVE_BUTCHER9,Blood Thirsty,,Sedientos de Sangre,sanguinaires,Blutdurstigen,Assetati di Sangue|Assetate di Sangue,Sedentos de Sangue
TEAMNAME_ADJECTIVE_BUTCHER10,Hack 'n Slash,,Trinchadores,tranchants|tranchantes,Hackenden,Squartatori|Squartatrici,Estraçalhantes
TEAMNAME_ADJECTIVE_NECROMANCER0,Undead,,de Ultratumba,morts-vivants|mortes-vivantes,Untoten,Non morti|Non morte,Mortos-Vivos
TEAMNAME_ADJECTIVE_NECROMANCER1,Decaying,,en Descomposición,pourrissants|pourrissantes,Verwesenden,Decomposti|Decomposte,Apodrecidos
TEAMNAME_ADJECTIVE_NECROMANCER2,Dark,,Oscuros,sombres,Dunklen,Tenebrosi|Tenebrose,Sombreados
TEAMNAME_ADJECTIVE_NECROMANCER3,Rotting,,Putrefactos,putréfiés|putréfiées,Verrottenden,Marcescenti,Apodrecidos
TEAMNAME_ADJECTIVE_NECROMANCER4,Gothic,,Góticos,gothiques,format2|Gothic,Gotici|Gotiche,Góticos
TEAMNAME_ADJECTIVE_NECROMANCER5,Emo,,Emo,emos,format2|Emo,Emo,Emo
TEAMNAME_ADJECTIVE_NECROMANCER6,Black,,Negros,noirs|noires,Schwarzen,Neri|Nere,Negros
TEAMNAME_ADJECTIVE_NECROMANCER7,Evil,,Malvados,diaboliques,Bösen,Malvagi|Malvagie,Malignos
TEAMNAME_ADJECTIVE_NECROMANCER8,Doomed,,Condenados,damnés|damnées,Verdammten,Dannati|Dannate,Perdidos
TEAMNAME_ADJECTIVE_NECROMANCER9,Drained,,Drenados,exsangues,Ausgesaugten,Prosciugati|Prosciugate,Drenados
TEAMNAME_ADJECTIVE_NECROMANCER10,Midnight,,de Medianoche,de minuit,Nächtlichen,Crepuscolari,da Meia-Noite
TEAMNAME_ADJECTIVE_NECROMANCER11,Dead,,Muertos,morts|mortes,Toten,Morti|Morte,Mortos
TEAMNAME_ADJECTIVE_NECROMANCER12,Spooky,,Aterradores,flippants|flippantes,Gruseligen,Spettrali,Assustadores
TEAMNAME_ADJECTIVE_TINKERER0,Crafty,,Hábiles,ingénieux|ingénieuses,Gewieften,Astuti|Astute,Engenhosos
TEAMNAME_ADJECTIVE_TINKERER1,Scrappy,,Apañados,ferrailleurs|ferrailleuses,Rabiaten,Battaglieri|Battagliere,Brigões
TEAMNAME_ADJECTIVE_TINKERER2,Inventive,,Inventivos,inventifs|inventives,Erfinderischen,Ingegnosi|Ingegnose,Inventores
TEAMNAME_ADJECTIVE_TINKERER3,Mad,,Locos,énervés|énervées,Verrückten,Folli,Loucos
TEAMNAME_ADJECTIVE_TINKERER4,Fried,,Electrocutados,frits|frites,Durchgedrehten,Fritti|Fritte,Fritos
TEAMNAME_ADJECTIVE_TINKERER5,Electric,,Eléctricos,électriques,Elektrischen,Elettrici|Elettriche,Elétricos
TEAMNAME_ADJECTIVE_TINKERER6,Creative,,Creativos,créatifs|créatives,Kreativen,Creativi|Creative,Criativos
TEAMNAME_ADJECTIVE_TINKERER7,Scientific,,Científicos,scientifiques,Wissenschaftlichen,Scientifici|Scientifiche,Científicos
TEAMNAME_ADJECTIVE_TINKERER8,Robotic,,Robóticos,robotiques,Mechanischen,Robotici|Robotiche,Robóticos
TEAMNAME_ADJECTIVE_TINKERER9,Metal,,Metálicos,métalliques,Metallischen,Metallici|Metalliche,de Metal
TEAMNAME_ADJECTIVE_TINKERER10,Exploding,,Explosivos,explosifs|explosives,Explodierenden,Esplosivi|Esplosive,Explosivos
TEAMNAME_ADJECTIVE_TINKERER11,Armored,,con Armadura,blindés|blindées,Gerüsteten,Corazzati|Corazzate,Blindados
TEAMNAME_ADJECTIVE_TINKERER12,Armed,,Armados,armés|armées,Bewaffneten,Armati|Armate,Armados
TEAMNAME_ADJECTIVE_TINKERER13,Remote-Controlled,,Remotos,télécommandés|télécommandées,Ferngesteuerten,Telecomandati|Telecomandate,de Controle Remoto
TEAMNAME_ADJECTIVE_COLORLESS0,Normal,,Normales,normal|normales,Normalen,Normali,Normais
TEAMNAME_ADJECTIVE_COLORLESS1,Basic,,Básicos,basiques,Regulären,Basilari,Básicos
TEAMNAME_ADJECTIVE_COLORLESS2,Standard,,Estándares,ordinaires,format2|Standard,Standard,Padrão
TEAMNAME_ADJECTIVE_JESTER0,Crazy,,Alocados,fous|folles,Verrückten,Pazzi|Pazze,Malucos
TEAMNAME_ADJECTIVE_JESTER1,Wacky,,Chiflados,farfelus|farfelues,Schrulligen,Squinternati|Squinternate,Pirados
TEAMNAME_ADJECTIVE_JESTER2,Lucky,,Afortunados,chanceux|chanceuses,Glücklichen,Fortunati|Fortunate,Sortudos
TEAMNAME_ADJECTIVE_JESTER3,Goofy,,Bobalicones,loufoques,Exzentrischen,Goffi|Goffe,Bobões
TEAMNAME_ADJECTIVE_JESTER4,Giggling,,Nerviosos,gloussants|gloussantes,Giggelnden,Ridacchianti,Gargalhantes
TEAMNAME_ADJECTIVE_JESTER5,Laughing,,Risueños,hilares,Lachenden,Sghignazzanti,Risonhos
TEAMNAME_ADJECTIVE_JESTER6,Funny,,Graciosos,drôles,Lustigen,Divertenti,Engraçados
TEAMNAME_ADJECTIVE_JESTER7,Sarcastic,,Sarcásticos,sarcastiques,Sarkastischen,Sarcastici|Sarcastiche,Sarcásticos
TEAMNAME_ADJECTIVE_JESTER8,Cackling,,Desternillados,rigolos|rigolotes,Gackernden,Sguaiati|Sguaiate,Gargalhantes
TEAMNAME_ADJECTIVE_JESTER9,Mocking,,Burlones,moqueurs|moqueuses,Spöttischen,Beffardi|Beffarde,Zombeteiros
TEAMNAME_ADJECTIVE_JESTER10,Rainbow,,Arcoíris,arcs-en-ciel,format2|Regenbogen,Arcobaleno,Arco-Íris
TEAMNAME_ADJECTIVE_JESTER11,Chuckling,,Divertidos,amusés|amusées,Glucksenden,Sorridenti,Risonhos
TEAMNAME_ADJECTIVE_JESTER12,Snickering,,Socarrones,narquois|narquoises,Kichernden,Lieti|Liete,Joviais
TEAMNAME_ADJECTIVE_JESTER13,Smiling,,Sonrientes,souriants|souriantes,Lächelnden,Ilari,Sorridentes
TEAMNAME_ADJECTIVE_JESTER14,Gay,,Alegres,gais|gaies,Fröhlichen,Gioiosi|Gioiose,Alegres
TEAMNAME_ADJECTIVE_MISC0,Purrrfect,,Ronroneantes,parrrfaits|parrrfaites,Schnurrenden,Miaosi|Miaosette,Purrrfeitos
TEAMNAME_ADJECTIVE_MISC1,Fluffy,,Suaves,duveteux|duveteuses,Fluffigen,Pelosetti|Pelosette,Fofinhos
TEAMNAME_ADJECTIVE_MISC2,format2|{Catname's},,format2|{Catname} y sus,format2|{Catname} et les,Namhaften,di {Catname},format2|de {Catname}
TEAMNAME_ADJECTIVE_MISC2_M,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_F,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_N,,,,,,,
TEAMNAME_ADJECTIVE_MISC3,format2|{Catname} and the,,format2|{Catname} y los,format2|{Catname} et les,Abgefahrenen,format2|{Catname} e,format2|{Catname} e os
TEAMNAME_ADJECTIVE_MISC3_M,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_F,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_N,,,,,,,
TEAMNAME_NOUN_FIGHTER0,Lunks,,Zopencos,Balourds|male,Blödiane,I Gorilloni,Brutos
TEAMNAME_NOUN_FIGHTER1,Bros,,Machotes,Frères|male,Bros,I Fratelli,Irmãos
TEAMNAME_NOUN_FIGHTER2,Fists,,Puños,Poings|male,Fäuste,I Pugni,Punhos
TEAMNAME_NOUN_FIGHTER3,Bruisers,,Matones,Castagneurs|male,Schlägertypen,I Picchiatori,Agressores
TEAMNAME_NOUN_FIGHTER4,Fists,,Puños,Poings|male,Fäuste,I Cazzotti,Punhos
TEAMNAME_NOUN_FIGHTER5,Dolts,,Memos,Sans-cervelles|male,Tölpel,Gli Imbranati,Tolos
TEAMNAME_NOUN_FIGHTER6,Heroes,,Héroes,Héros|male,Helden,Gli Eroi,Heróis
TEAMNAME_NOUN_FIGHTER7,Alphas,,Alfa,Alphas|male,Alphas,Gli Alfa,Alfas
TEAMNAME_NOUN_FIGHTER8,Jocks,,Atletas,Athlètes|male,Sportskanonen,I Palestrati,Atletas
TEAMNAME_NOUN_FIGHTER9,Daddies,,Forzudos,Papas|male,Daddys,I Paparini,Papais
TEAMNAME_NOUN_FIGHTER10,Bullies,,Abusones,Harceleurs|male,Rabauken,I Bulli,Valentões
TEAMNAME_NOUN_FIGHTER11,Beaters,,Vapuleadores,Batteurs|male,Schläger,I Pestatori,Espancadores
TEAMNAME_NOUN_HUNTER0,Stalkers,,Acechadores,Désaxés|male,Pirscher,I Segugi,Espreitadores
TEAMNAME_NOUN_HUNTER1,Rangers,,Guardabosques,Rôdeurs|male,Waldläufer,I Ranger,Guardiões
TEAMNAME_NOUN_HUNTER2,Trackers,,Rastreadores,Pisteurs|male,Spurensucher,I Tracciatori,Rastreadores
TEAMNAME_NOUN_HUNTER3,Arrowheads,,Arqueros,Têtes de flèche|male,Bogenschützen,I Predatori,Batedores
TEAMNAME_NOUN_HUNTER4,Skinners,,Desolladores,Écorcheurs|male,Hautabzieher,I Scorticatori,Esfoladores
TEAMNAME_NOUN_HUNTER5,Traps,,Tramperos,Pièges|male,Fallensteller,Gli Intrappolatori,Armadilhas
TEAMNAME_NOUN_HUNTER6,Spotters,,Observadores,Guetteurs|male,Detektive,Gli Osservatori,Olheiros
TEAMNAME_NOUN_HUNTER7,Sharpshooters,,Francotiradores,Tirailleurs|male,Scharfschützen,I Cecchini,Atiradores de Elite
TEAMNAME_NOUN_HUNTER8,singular|Pack,,Compañeros,Mutins|male,Meute,I Cercatori,Matilha
TEAMNAME_NOUN_HUNTER9,Wildlings,,Montaraces,Sauvageons|male,Wildlinge,I Selvaggi,Selvagens
TEAMNAME_NOUN_HUNTER10,Nature Kids,,Naturalistas,Campagnards|male,Naturburschen,I Silvestri,Naturais
