KEY,en,notes,sp,fr,de,it,pt-br
PASSIVE_AMPED_NAME,Amped,,Amplificado,Motivation,Aufgedreht,Amplificazione,Amplificação
PASSIVE_AMPED_DESC,Gain +1 [img:spd] at the end of your turn.,,Obtiene +1 [img:spd] al final del turno.,[img:spd]&nbsp;+1&nbsp;à la fin de votre tour.,Erhalte am Ende deines Zuges +1&nbsp;[img:spd].,Ottieni +1 alla [img:spd] alla fine del tuo turno.,Obtenha +1 de [img:spd] no final do seu turno.
PASSIVE_AMPED2_DESC,"Gain +1 [img:spd] at the end of your turn.
You can move an extra time each turn.",,"Obtiene +1 [img:spd] al final del turno.
Puedes moverte otra vez cada turno.",[img:spd]&nbsp;+1&nbsp;à la fin de votre tour. Vous pouvez vous déplacer une fois de plus chaque tour.,"Erhalte am Ende deines Zuges +1&nbsp;[img:spd].
Du kannst dich in jedem Zug ein zusätzliches Mal bewegen.","Ottieni +1 alla [img:spd] alla fine del tuo turno.
Puoi muoverti una volta aggiuntiva per turno.","Obtenha +1 de [img:spd] no final do seu turno.
Você pode se mover uma vez a mais a cada turno."
PASSIVE_FURIOUS_NAME,Furious,,Furioso,Furie,Wutentbrannt,Furia,Fúria
PASSIVE_FURIOUS_DESC,"Gain +1 Damage each time you land a critical hit.
+5% critical hit chance.",,"Obtiene +1 de daño cada vez que inflige un golpe crítico.
+5 % de probabilidad de golpe crítico.",Dégâts&nbsp;+1&nbsp;quand vous faites un coup critique. Chances de coup critique&nbsp;+5&nbsp;%.,"Erhalte jedes Mal, wenn du einen kritischen Treffer landest, +1&nbsp;Schaden.
+5&nbsp;% kritische Trefferchance.","Ottieni +1 al Danno ogni volta che metti a segno un colpo critico.
+5% di probabilità di colpo critico.","Obtenha +1 de dano a cada vez que acertar um golpe crítico.
+5% de chance de crítico."
PASSIVE_FURIOUS2_DESC,"Gain +1 Damage and +5% critical hit chance each time you land a critical hit.
+5% critical hit chance.",,"Obtiene +1 de daño y +5 % de probabilidad de golpe crítico cada vez que inflige un golpe crítico.
+5 % de probabilidad de golpe crítico.",Dégâts&nbsp;+1&nbsp;et Chances de coup critique&nbsp;+5&nbsp;% quand vous faites un coup critique. Chances de coup critique&nbsp;+5&nbsp;%.,"Erhalte jedes Mal, wenn du einen kritischen Treffer landest, +1&nbsp;Schaden und +5&nbsp;% kritische Trefferchance.
+5&nbsp;% kritische Trefferchance.","Ottieni +1 al Danno e +5% di probabilità di colpo critico ogni volta che metti a segno un colpo critico.
+5% di probabilità di colpo critico.","Obtenha +1 de dano e +5% de chance de crítico a cada vez que acertar um golpe crítico.
+5% de chance de crítico."
PASSIVE_DEATHLESS_NAME,Deathless,,Sin muerte,À perpétuité,Todlos,Immortale,Imortal
PASSIVE_DEATHLESS_DESC,+3 Corpse HP,,+3 de PS de cadáver.,PV de cadavre&nbsp;+3,+3&nbsp;Leichenlebenspunkte.,+3 PS del cadavere,+3 PV de cadáveres
PASSIVE_DEATHLESS2_DESC,+96 Corpse HP,,+96 de PS de cadáver.,PV de cadavre&nbsp;+96,+96&nbsp;Leichenlebenspunkte.,+96 PS del cadavere,+96 PV de cadáveres
PASSIVE_METALDETECTOR_NAME,Metal Detector,,Detección de metales,Détecteur de métal,Metalldetektor,Metal Detector,Detector de Metais
PASSIVE_METALDETECTOR_DESC,5% chance to spawn a coin when you move over a tile.,,5 % de probabilidad de generar una moneda al pasar sobre una casilla.,5&nbsp;% de chances de faire apparaître une pièce quand vous vous déplacez d'une case.,"5%ige Wahrscheinlichkeit, dass eine Münze erscheint, wenn du dich über ein Feld bewegst.",5% di probabilità di generare una moneta quando ti muovi su una casella.,5% de chance de gerar uma moeda quando você se move sobre um espaço.
PASSIVE_METALDETECTOR2_DESC,10% chance to spawn a coin when you move over a tile.,,10 % de probabilidad de generar una moneda al pasar sobre una casilla.,10&nbsp;% de chances de faire apparaître une pièce quand vous vous déplacez d'une case.,"10%ige Wahrscheinlichkeit, dass eine Münze erscheint, wenn du dich über ein Feld bewegst.",10% di probabilità di generare una moneta quando ti muovi su una casella.,10% de chance de gerar uma moeda quando você se move sobre um espaço.
PASSIVE_DEATHPROOF_NAME,Deathproof,,A prueba de muerte,Intuable,Todessicher,A Prova di Morte,À Prova de Morte
PASSIVE_DEATHPROOF_DESC,"While downed, you have a 25% chance to revive with 1 HP at the end of each round.",,"Cuando está abatida, esta unidad tiene un 25 % de probabilidad de resucitar con 1 PS al final de cada ronda.","Quand vous êtes K.O., vous avez 25&nbsp;% de chances de vous relever avec 1&nbsp;PV à la fin de chaque manche.","Bist du in Ohnmacht gefallen, besteht am Ende jeder Runde eine 25%ige Wahrscheinlichkeit, dass du mit 1&nbsp;LP wiederauferstehst.","Quando sei KO, hai il 25% di probabilità di resuscitare con 1 PS alla fine di ogni turno.","Enquanto estiver inconsciente, você possui 25% de chance de reviver com 1 PV no final de cada rodada."
PASSIVE_DEATHPROOF2_DESC,"While downed, you have a 33% chance to revive with 10 HP and All Stats Up at the end of each round.",,"Mientras esta unidad está abatida, tiene un 33 % de probabilidad de resucitar con 10 PS y aumento total al final de cada ronda.","Quand vous êtes K.O., vous avez 33&nbsp;% de chances de vous relever avec 10&nbsp;PV et Hausse de stats à la fin de chaque manche.","Bist du in Ohnmacht gefallen, besteht am Ende jeder Runde eine 33%ige Wahrscheinlichkeit, dass du mit 10&nbsp;LP und einem Bonus auf alle Attribute wiederauferstehst.","Quando sei KO, hai il 33% di probabilità di resuscitare con 10 PS e Aumento delle Stastistiche alla fine di ogni turno.","Enquanto estiver inconsciente, você possui 33% de chance de reviver com 10 PV e todos os atributos aumentados no final de cada rodada."
PASSIVE_LEADER_NAME,Leader,,Líder,Leader,Anführer,Leader,Líder
PASSIVE_LEADER_DESC,Adjacent allies have +1 Damage and +1 Range.,,Los aliados adyacentes obtienen +1 de daño y +1 de alcance.,Les alliés adjacents bénéficient de Dégâts&nbsp;+1&nbsp;et Portée&nbsp;+1.,Benachbarte Verbündete haben +1&nbsp;Schaden und +1&nbsp;Reichweite.,Gli alleati adiacenti hanno +1 al Danno e +1 al Raggio d'Azione.,Aliados adjacentes possuem +1 de dano e +1 de alcance.
PASSIVE_LEADER2_DESC,All allies have +1 Damage and +1 Range.,,Todos los aliados obtienen +1 de daño y +1 de alcance.,Tous les alliés bénéficient de Dégâts&nbsp;+1&nbsp;et Portée&nbsp;+1.,Alle Verbündeten haben +1&nbsp;Schaden und +1&nbsp;Reichweite.,Tutti gli alleati hanno +1 al Danno e +1 al Raggio d'Azione.,Todos os aliados possuem +1 de dano e +1 de alcance.
PASSIVE_MANGE_NAME,Mange,,Sarna,Gale,Räudig,Rogna,Sarna
PASSIVE_MANGE_DESC,Inflict Poison 1 on units that contact you.,,Inflige 1 de veneno a las unidades en contacto.,Inflige Poison&nbsp;+1&nbsp;aux unités qui vous touchent.,"Verursache Gift&nbsp;1 bei Einheiten, die dich berühren.",Infliggi Veleno 1 alle unità che entrano in contatto con te.,Aplique veneno 1 em unidades que entrarem em contato com você.
PASSIVE_MANGE2_DESC,"Inflict 1 Poison, Bleed, Bruise, Weakness, and Leech on units that contact you.",,"Inflige 1 de veneno, hemorragia, moratón, debilidad y sanguijuela a las unidades que contactan con ella.","Inflige Poison, Saignement, Contusion, Vulnérabilité, and Sangsue&nbsp;+1&nbsp;aux unités qui vous touchent.","Verursache 1&nbsp;Gift, Blutung, Beulen, Schwäche und Blutegel bei Einheiten, die dich berühren.","Infliggi 1 Veleno, Sanguinamento, Livido, Debolezza e Sanguisuga alle unità che entrano in contatto con te.","Aplique 1 de veneno, sangramento, contusão, fraqueza e sanguessuga em unidades que entrarem em contato com você."
PASSIVE_ETANK_NAME,E-Tank,,Tanque electrónico,Tank,E-Tank,Serbatoio Energetico,Tanque-E
PASSIVE_ETANK_DESC,Start each battle with +20 unfilled max health.,,Empieza cada combate con +20 de máximo de salud sin rellenar.,Commence chaque combat avec +20&nbsp;PV max. vacants.,Beginne jeden Kampf mit +20 ungeheilten max. LP.,Inizi ogni battaglia con +20 salute massima non riempita.,Inicie cada batalha com +20 de saúde máxima não preenchida.
PASSIVE_ETANK2_DESC,Start each battle with +50 unfilled max health.,,Empieza cada combate con +50 de máximo de salud sin rellenar.,Commence chaque combat avec +50&nbsp;PV max. vacants.,Beginne jeden Kampf mit +50 ungeheilten max. LP.,Inizi ogni battaglia con +50 salute massima non riempita.,Inicie cada batalha com +50 de saúde máxima não preenchida.
PASSIVE_CAREFUL_NAME,Careful,,Cuidado,Précaution,Vorsichtig,Cautela,Cuidado
PASSIVE_CAREFUL_DESC,Damage you deal to other allies is reduced to 0.,,El daño infligido a otros aliados se reduce a 0.,Les dégâts infligés aux alliés sont réduits à 0.,"Schaden, den du bei Verbündeten verursachen würdest, wird auf 0 reduziert.",Il danno che infliggi agli altri alleati viene ridotto a 0.,O dano que você causa a outros aliados é reduzido a 0.
PASSIVE_CAREFUL2_DESC,"Damage you deal to other allies is reduced to 0. You cannot inflict debuffs on other allies.
You are careful in many other ways too.",,"El daño infligido a otros aliados se reduce a 0. No puede infligir desventajas a otros aliados.
También tiene cuidado en otros aspectos.",Les dégâts infligés aux alliés sont réduits à 0. Impossible d'infliger des malus aux alliés. Vous savez prendre des mesures de précaution.,"Schaden, den du bei Verbündeten verursachen würdest, wird auf 0 reduziert. Du kannst Verbündete nicht mit Schwächungen belegen.
Vorsichtig wirkt sich auf weitere Dinge aus.","Il danno che infliggi agli altri alleati viene ridotto a 0. Non puoi infliggere malus agli altri alleati.
Applichi molta cautela anche in diversi altri modi.","O dano que você causa a outros aliados é reduzido a 0. Você não pode aplicar enfraquecimentos em outros aliados.
Você toma cuidado de muitas outras formas também."
PASSIVE_DIRTYCLAWS_NAME,Dirty Claws,,Garras sucias,Griffes souillées,Dreckige Klauen,Artigli Luridi,Garras Sujas
PASSIVE_DIRTYCLAWS_DESC,Your physical attacks on Poisoned or Bleeding enemies inflict +1 Poison and/or Bleed.,,Los ataques físicos a enemigos que sufren veneno o hemorragia infligen +1 de veneno o hemorragia.,Vos attaques physiques sur les ennemis affectés par Poison ou Saignement infligent Poison et/ou Saignement&nbsp;+1.,Deine physischen Angriffe verursachen bei vergifteten oder blutenden Gegnern +1&nbsp;Gift und/oder Blutung.,I tuoi attacchi fisici contro nemici affetti da Avvelenamento o Sanguinamento infliggono +1 Veleno e/o Sanguinamento.,Seus ataques físicos em inimigos envenenados ou com sangramento aplicam +1 de veneno e/ou sangramento.
PASSIVE_DIRTYCLAWS2_DESC,"Your basic attack inflicts Poison 1 and Bleed 1. 
Your physical attacks on Poisoned or Bleeding enemies inflict +1 Poison and/or Bleed.",,"El ataque básico inflige 1 de veneno y 1 de hemorragia.
Los ataques físicos a enemigos que sufren veneno o hemorragia infligen +1 de veneno o hemorragia.",Vos attaques de base infligent Poison&nbsp;+1&nbsp;et Saignement&nbsp;+1. Vos attaques physiques sur les ennemis affectés par Poison ou Saignement infligent Poison et/ou Saignement&nbsp;+1.,"Dein Grundangriff verursacht Gift&nbsp;1 und Blutung&nbsp;1.
Deine physischen Angriffe verursachen bei vergifteten oder blutenden Gegnern +1&nbsp;Gift und/oder Blutung.","Il tuo attacco base infligge +1 Veleno e/o Sanguinamento.
I tuoi attacchi fisici contro nemici affetti da Avvelenamento o Sanguinamento infliggono +1 Veleno e/o Sanguinamento.","Seu ataque básico aplica veneno 1 e sangramento 1.
Seus ataques físicos em inimigos envenenados ou com sangramento aplicam +1 de veneno e/ou sangramento."
PASSIVE_LATEBLOOMER_NAME,Late Bloomer,,Floración tardía,Maturité tardive,Spätzünder,Maturazione Lenta,Amadurecimento Tardio
PASSIVE_LATEBLOOMER_DESC,"On your 5th turn, you gain All Stats Up 3.",,"En el quinto turno, obtiene 3 de aumento total.","À votre 5e&nbsp;tour, vous gagnez Hausse de stats&nbsp;+3.",Erhalte in deinem fünften Zug einen Bonus von 3 auf alle Attribute.,"Al tuo quinto turno, ottieni Aumento delle Statistiche 3.","No seu quinto turno, obtenha todos os atributos aumentados 3."
PASSIVE_LATEBLOOMER2_DESC,"On your 3rd turn, you gain All Stats Up 3.",,"En el tercer turno, obtiene 3 de aumento total.","À votre 3e&nbsp;tour, vous gagnez Hausse de stats&nbsp;+3.",Erhalte in deinem dritten Zug einen Bonus von 3 auf alle Attribute.,"Al tuo terzo turno, ottieni Aumento delle Statistiche 3.","No seu terceiro turno, obtenha todos os atributos aumentados 3."
PASSIVE_STUDY_NAME,Study,,Estudio,Étude,Forscher,Studio,Estudo
PASSIVE_STUDY_DESC,Gain +1 [img:int] whenever you hit a new type of unit with an attack or ability.,,Obtiene +1 [img:int] cuando golpea a un tipo de unidad nuevo con un ataque o una habilidad.,[img:int]&nbsp;+1&nbsp;quand vous touchez un nouveau type d'unité avec une attaque ou une compétence.,"Erhalte +1&nbsp;[img:int], wenn du einen neuen Einheitentyp mit einem Angriff oder einer Fähigkeit triffst.",Ottieni +1 all'[img:int] ogni volta che colpisci un nuovo tipo di unità con un attacco o un'abilità.,Obtenha +1 de [img:int] sempre que atingir um novo tipo de unidade com um ataque ou habilidade.
PASSIVE_STUDY2_DESC,Gain +1 [img:int] whenever you hit a new type of unit with an attack or ability. All enemies of that type become Marked.,,Obtiene +1 [img:int] cuando golpea a un tipo de unidad nuevo con un ataque o una habilidad. Todos los enemigos de ese tipo sufren punto de mira.,[img:int]&nbsp;+1&nbsp;quand vous touchez un nouveau type d'unité avec une attaque ou une compétence. Tous les ennemis du même type sont Marqués.,"Erhalte +1&nbsp;[img:int], wenn du einen neuen Einheitentyp mit einem Angriff oder einer Fähigkeit triffst. Alle Einheiten dieses Typs werden markiert.",Ottieni +1 all'[img:int] ogni volta che colpisci un nuovo tipo di unità con un attacco o un'abilità. Tutti i nemici di quel tipo subiscono Marchio.,Obtenha +1 de [img:int] sempre que atingir um novo tipo de unidade com um ataque ou habilidade. Aplique marcação em todos os inimigos daquele tipo.
PASSIVE_SKILLSHARE_NAME,Skill Share,,Habilidad compartida,Partage de compétences,Fähigkeiten teilen,Abilità Condivisa,Compartilhamento de Habilidades
PASSIVE_SKILLSHARE_DESC,Your other passive ability is shared with the other cats in your party at the start of each battle.,,La otra habilidad pasiva se comparte con el resto del grupo al inicio de cada combate.,Votre autre compétence passive est partagée avec les autres chats de votre équipe au début de chaque combat.,Deine andere Passivfähigkeit wird am Anfang jedes Kampfes mit den anderen Katzen deiner Gruppe geteilt.,L'altra tua abilità passiva viene condivisa con gli altri gatti del tuo gruppo all'inizio di ogni battaglia.,Sua outra habilidade passiva é compartilhada com os outros gatos do seu grupo no início de cada batalha.
PASSIVE_SKILLSHARE2_DESC,"Your other passive ability is shared with the other cats in your party at the start of each battle. When breeding, your children will always inherit your other passive.",,"La otra habilidad pasiva se comparte con el resto del grupo al inicio de cada combate. Al criar, los gatitos siempre heredarán la otra pasiva.",Votre autre compétence passive est partagée avec les autres chats de votre équipe au début de chaque combat. Votre progéniture héritera toujours de votre autre passif.,Deine andere Passivfähigkeit wird am Anfang jedes Kampfes mit den anderen Katzen deiner Gruppe geteilt. Beim Züchten erhalten deine Kinder immer deine andere Passivfähigkeit.,"L'altra tua abilità passiva viene condivisa con gli altri gatti del tuo gruppo all'inizio di ogni battaglia. Durante la riproduzione, i tuoi cuccioli erediteranno sempre l'altra abilità passiva.","Sua outra habilidade passiva é compartilhada com os outros gatos do seu grupo no início de cada batalha. Ao procriar, seus filhos vão sempre herdar sua outra habilidade passiva."
PASSIVE_NATURALHEALING_NAME,Natural Healing,,Sanación natural,Guérison naturelle,Natürliche Heilung,Guarigione Naturale,Cura Natural
PASSIVE_NATURALHEALING_DESC,You have +1 Health Regeneration,,Tiene +1 de regeneración de salud.,Régénération de santé&nbsp;+1.,Du hast +1&nbsp;Lebensregeneration.,Hai +1 a Rigenerazione Salute.,Você possui +1 de regeneração de saúde.
PASSIVE_NATURALHEALING2_DESC,"You have +2 Health Regeneration
Adjacent allies gain +1 Health Regeneration",,"Tiene +2 de regeneración de salud.
Los aliados adyacentes obtienen +1 de regeneración de salud.",Régénération de santé&nbsp;+2. Les alliés adjacents bénéficient de Régénération de santé&nbsp;+1.,"Du hast +2&nbsp;Lebensregeneration.
Benachbarte Verbündete erhalten +1&nbsp;Lebensregeneration.","Hai +2 a Rigenerazione Salute.
Gli alleati adiacenti ottengono +1 a Rigenerazione Salute.","Você possui +2 de regeneração de saúde.
Aliados adjacentes obtêm +1 de regeneração de saúde."
PASSIVE_LONGSHOT_NAME,Longshot,,Tiro largo,Tir à distance,Langschuss,Colpo a Distanza,Tiro Distante
PASSIVE_LONGSHOT_DESC,+1 Range.,,+1 de alcance.,Portée&nbsp;+1.,+1&nbsp;Reichweite.,+1 al Raggio d'Azione.,+1 de alcance.
PASSIVE_LONGSHOT2_DESC,"+2 Range.
Your ranged attacks have +25% critical hit chance.",,"+2 de alcance.
Los ataques a distancia tienen un +25 % de probabilidad de golpe crítico.",Portée&nbsp;+2. Vos attaques à distance ont Chances de coup critique&nbsp;+25&nbsp;%.,"+2&nbsp;Reichweite.
Dein Fernkampfangriff hat +25&nbsp;% kritische Trefferchance.","+2 al Raggio d'Azione.
I tuoi attacchi a distanza hanno +25% di probabilità di colpo critico.","+2 de alcance.
Seus ataques à distância possuem +25% de chance de crítico."
PASSIVE_FASTFOOTED_NAME,Fast Footsies,,Patitas rapiditas,Pattes vives,Schnelle Fußarbeit,Passi Rapidi,Pés Velozes
PASSIVE_FASTFOOTED_DESC,You are immune to negative tile effects.,,Es inmune a los efectos negativos de las casillas.,Les effets de case négatifs ne vous affectent pas.,Du bist immun gegen negative Feldeffekte.,Sei immune agli effetti negativi delle caselle.,Você é imune a efeitos de espaço negativos.
PASSIVE_FASTFOOTED2_DESC,"You are immune to negative tile effects.
You can move through units and objects.",,"Es inmune a los efectos negativos de las casillas.
Se puede mover a través de unidades y objetos.",Les effets de case négatifs ne vous affectent pas. Vous pouvez traverser les unités et les objets.,"Du bist immun gegen negative Feldeffekte.
Du kannst dich durch Einheiten und Objekte bewegen.","Sei immune agli effetti negativi delle caselle.
Puoi muoverti attraverso unità e oggetti.","Você é imune a efeitos de espaço negativos.
Você pode se mover através de unidades e objetos."
PASSIVE_SLUGGER_NAME,Slugger,,Bateador,Castagne,Raufbold,Buttafuori,Rebatedor
PASSIVE_SLUGGER_DESC,+1 Damage.,,+1 de daño.,Dégâts&nbsp;+1.,+1&nbsp;Schaden.,+1 al Danno.,+1 de dano.
PASSIVE_SLUGGER2_DESC,+3 Damage.,,+3 de daño.,Dégâts&nbsp;+3.,+3&nbsp;Schaden.,+3 al Danno.,+3 de dano.
PASSIVE_PULP_NAME,Pulp,,Destrucción,Viande,Brei,Polpa,Mingau
PASSIVE_PULP_DESC,"When you kill a unit or destroy a corpse, it becomes meat.",,"Al matar una unidad o destruir un cadáver, se convierte en carne.","Quand vous tuez une unité ou détruisez un cadavre, il devient de la viande.","Wenn du eine Einheit tötest oder eine Leiche zerstörst, wird sie zu Fleisch.","Quando uccidi un'unità o distruggi un cadavere, diventa carne.","Ao matar uma unidade ou destruir um corpo, eles se tornam carne."
PASSIVE_PULP2_DESC,"+4 Damage.
When you kill a unit or destroy a corpse, it becomes meat.",,"+4 de daño.
Al matar una unidad o destruir un cadáver, se convierte en carne.","Dégâts&nbsp;+4. Quand vous tuez une unité ou détruisez un cadavre, il devient de la viande.","+4&nbsp;Schaden.
Wenn du eine Einheit tötest oder eine Leiche zerstörst, wird sie zu Fleisch.","+4 al Danno.
Quando uccidi un'unità o distruggi un cadavere, diventa carne.","+4 de dano.
Ao matar uma unidade ou destruir um corpo, eles se tornam carne."
PASSIVE_AMPLIFY_NAME,Amplify,,Amplificación,Amplification,Verstärker,Intensificazione,Amplificação
PASSIVE_AMPLIFY_DESC,+1 Magic Damage.,,+1 de daño mágico.,Dégâts magiques&nbsp;+1.,+1&nbsp;magischer Schaden.,+1 al Danno Magico.,+1 de dano mágico.
PASSIVE_AMPLIFY2_DESC,+1 Magic Damage for every 3 [img:cha] you have.,,+1 de daño mágico por cada 3 [img:cha] que tenga.,Dégâts magiques&nbsp;+1&nbsp;tous les 3&nbsp;[img:cha] que vous avez.,+1&nbsp;magischer Schaden pro 3&nbsp;[img:cha].,+1 al Danno Magico per ogni 3 [img:cha] che hai.,+1 de dano mágico para cada 3 de [img:cha] que você possui.
PASSIVE_DEATHBOON_NAME,Death Boon,,Bendición letal,Faveur funeste,Todessegen,Dono della Morte,Benefício Mortal
PASSIVE_DEATHBOON_DESC,"When you're downed, all allies gain All Stats Up.",,"Cuando esta unidad está abatida, todos los aliados obtienen aumento total.","Quand vous êtes K.O., tous les alliés gagnent Hausse de stats.","Wenn du in Ohnmacht fällst, erhalten alle Verbündeten einen Bonus auf alle Attribute.","Quando sei KO, tutti gli alleati ottengono Aumento delle Statistiche.","Ao ficar inconsciente, todos os aliados obtêm todos os atributos aumentados."
PASSIVE_DEATHBOON2_DESC,"When you're downed, all allies gain All Stats Up 2.",,"Cuando esta unidad está abatida, todos los aliados obtienen 2 de aumento total.","Quand vous êtes K.O., tous les alliés gagnent Hausse de stats&nbsp;+2.","Wenn du in Ohnmacht fällst, erhalten alle Verbündeten einen Bonus von 2 auf alle Attribute.","Quando sei KO, tutti gli alleati ottengono Aumento delle Statistiche 2.","Ao ficar inconsciente, todos os aliados obtêm todos os atributos aumentados 2."
PASSIVE_SANTASANGRE_NAME,Santa Sangre,,Santa sangre,Santa Sangre,Santa Sangre,Santa Sangre,Santo Sangue
PASSIVE_SANTASANGRE_DESC,"When you're downed, allies heal 12 HP. Excess healing is converted to Shield.",,"Cuando esta unidad es abatida, los aliados recuperan 12 PS. El exceso de curación se convierte en escudo.","Quand vous êtes K.O., les alliés récupèrent 12&nbsp;PV. Le soin excédentaire est converti en Défense.","Wenn du in Ohnmacht fällst, heilen sich Verbündete um 12&nbsp;LP. Überschüssige Heilung wird in Schild verwandelt.","Quando sei KO, gli alleati recuperano 12 PS. La guarigione in eccesso viene convertita in Scudo.","Ao ficar inconsciente, aliados curam 12 PV. Qualquer cura em excesso é convertida em escudo."
PASSIVE_SANTASANGRE2_DESC,"When you're downed, allies heal 20 HP. Excess healing is converted to Shield.",,"Cuando esta unidad es abatida, los aliados recuperan 20 PS. El exceso de curación se convierte en escudo.","Quand vous êtes K.O., les alliés récupèrent 20&nbsp;PV. Le soin excédentaire est converti en Défense.","Wenn du in Ohnmacht fällst, heilen sich Verbündete um 20&nbsp;LP. Überschüssige Heilung wird in Schild verwandelt.","Quando sei KO, gli alleati recuperano 20 PS. La guarigione in eccesso viene convertita in Scudo.","Ao ficar inconsciente, aliados curam 20 PV. Qualquer cura em excesso é convertida em escudo."
PASSIVE_UNSCARRED_NAME,Unscarred,,Sin cicatrices,Indemne,Unberührt,Indenne,Incólume
