KEY,en,notes,sp,fr,de,it,pt-br
EVENT_DEADRAT_REW12_F,,,,,,"{catname} sbatacchia il corpo del ratto, in cerca di qualcosa di utile.

Una strana sensazione la assale, come se qualcuno la stesse osservando. Poi vede diversi gruppi di occhi che la scrutano dall'oscurità...

È un'imboscata!",
EVENT_DEADRAT_REW12_N,"{catname} tosses the rat's body around, looking for anything useful.

They get a strange feeling like they are being watched and see several sets of eyes watching them from the darkness…

It's an ambush!",,"{catname} zarandea a la rata en busca de algo útil.

Le da la sensación de que hay alguien observando la escena y advierte varios pares de ojos en la oscuridad...

¡Es un ataque por sorpresa!",,"{catname} schleudert die Rattenleiche durch die Gegend und sucht nach etwas Nützlichem.

Plötzlich überkommt {catname} das komische Gefühl, dass unzählige Augen aus der Dunkelheit aufblitzen&nbsp;…

Ein Überfall!","{catname} sbatacchia il corpo del ratto, in cerca di qualcosa di utile.

Avverte una strana sensazione, come se qualcuno stesse osservando, e vede diversi gruppi di occhi che emergono dall'oscurità...

È un'imboscata!",
EVENT_DEADRAT_REW13,"{catname} pokes at the body... It wasn't dead! 

The rat jumps up and bites {him}!
",,"{catname} le da un toque al cadáver... ¡No estaba muerto!

¡La rata salta y le da un mordisco!
","{catname} tapote le corps... Il n'est pas mort&nbsp;!

Le rat s'élance et mord&nbsp;!","{catname} piekst die Ratte&nbsp;… Sie war gar nicht tot! 

Die Ratte springt auf und beißt {him}!
",,"{catname} cutuca o corpo... Ele não estava morto!

O rato pula e ataca!"
EVENT_DEADRAT_REW13_M,,,,,,"{catname} punzecchia il corpo... non era morto!

Il ratto si rialza e lo morde!",
EVENT_DEADRAT_REW13_F,,,,,,"{catname} punzecchia il corpo... non era morto!

Il ratto si rialza e la morde!",
EVENT_DEADRAT_REW13_N,,,,,,"{catname} punzecchia il corpo... non era morto!

Il ratto si rialza e morde {catname}!",
EVENT_DEADCAT_NAME,Dead Cat,udpated ✔️,Gato muerto,Chat mort,Tote Katze,Gatto Morto,Gato Morto
EVENT_DEADCAT_QUES,"{catname} finds a deceased cat, its body sprawled out in contortions from the pain it experienced in its final moments of life...",,{catname} encuentra un gato muerto con el cuerpo retorcido por el dolor que experimentó en los últimos instantes de vida.,{catname} trouve un chat décédé. Le corps est figé dans des contorsions causées par la douleur ressentie durant les derniers instants de sa vie...,{catname} findet eine verstorbene Katze. Ihre Gliedmaßen sind in unmöglichen Winkeln ausgestreckt. Sie muss in ihren letzten Momenten unendliche Schmerzen erlitten haben&nbsp;…,"{catname} trova un gatto deceduto, il cui corpo giace contorto a causa del dolore provato negli ultimi istanti di vita...","{catname} encontra um gato morto, com o corpo contorcido devido à dor que sentiu em seus últimos momentos de vida..."
EVENT_DEADCAT_QUES_M,,,,,,,
EVENT_DEADCAT_QUES_F,,,,,,,
EVENT_DEADCAT_QUES_N,,,,,,,
EVENT_DEADCAT_REW1,"The corpse is fresh. {catname} devours it, not complaining about a good meal.
",,"El cadáver está fresco. {catname} lo devora, pues nunca hay que hacerle ascos a una buena comida.
","Le corps est frais. {catname} le dévore, n'y voyant qu'un bon repas.","Die Leiche ist noch frisch. {catname} verschlingt sie. Schließlich soll man sich nicht über eine kostenlose Mahlzeit beschweren.
","Il cadavere è fresco. {catname} lo divora, non lamentandosi di un buon pasto.","O cadáver está fresco. {catname} o devora, sem reclamar de uma boa refeição."
EVENT_DEADCAT_REW1_M,,,,,,,
EVENT_DEADCAT_REW1_F,,,,,,,
EVENT_DEADCAT_REW1_N,,,,,,,
EVENT_DEADCAT_REW2,"{catname} ravenously consumes the dead cat while the rest of the party looks on awkwardly...

{catname} appears to relish this opportunity far too much!
",,"Con un apetito voraz, {catname} ingiere al gato muerto mientras el resto del grupo observa la escena con incomodidad.

¡{catname} parece estar deleitándose demasiado con esta oportunidad!
","{catname} mange voracement le cadavre du chat pendant que le reste du groupe regarde avec un certain malaise...

{catname} semble beaucoup trop apprécier cette opportunité&nbsp;!","{catname} genießt den Geschmack der toten Katze, während der Rest der Gruppe betreten zusieht&nbsp;…

{catname} scheint etwas zu viel Spaß dabei zu haben!
","{catname} consuma voracemente il gatto morto, mentre il resto del gruppo osserva a disagio...

Sembra che {catname} abbia assaporato un po' troppo quest'opportunità!","{catname} devora vorazmente o gato morto enquanto o resto do grupo observa sem jeito...

{catname} parece estar realmente aproveitando essa oportunidade!"
EVENT_DEADCAT_REW2_M,,,,,,,
EVENT_DEADCAT_REW2_F,,,,,,,
EVENT_DEADCAT_REW2_N,,,,,,,
EVENT_DEADCAT_REW3,"A gang of cats walks in on {catname}, {his} mouth still full of fur and whiskers.

They beat up the party for desecrating the dead!
",,"Una panda de gatos se topa con {catname}, que todavía tiene la boca llena de pelos y bigotes.

¡Le dan una paliza al grupo por profanar a los muertos!
","Un gang de chats fait son apparition devant {catname}, la gueule encore pleine de poils et de moustaches.

Ils passent le groupe à tabac pour avoir profané les morts&nbsp;!","Eine feindliche Katzengang bemerkt {catname}. {His} Mund ist noch voller Fell und Schnurrhaare.

Die Gang schlägt euch dafür zusammen, die Toten entweiht zu haben!
","Una banda di gatti si avvicina a {catname}, mentre ha ancora la bocca piena di pelo e baffi.

Pestano il gruppo per aver profanato i morti!","Um bando de gatos entra no local e encontra {catname} ainda com a boca cheia de pelos e bigodes.

Eles espancam o grupo por profanar os mortos!"
EVENT_DEADCAT_REW3_M,,,,,,,
EVENT_DEADCAT_REW3_F,,,,,,,
EVENT_DEADCAT_REW3_N,,,,,,,
EVENT_DEADCAT_REW4,"Assuming {catname} will stay clear of the corpse, the cats look back in horror as {catname} begins cannibalizing the corpse!

They will never look at {catname} the same again... What a monster!
",,"Los gatos, dando por sentado que {catname} no se acercará al cadáver, ven estupefactos cómo se lo zampa.

No volverán a ver a {catname} de la misma forma... ¡Menudo monstruo!
","Les autres chats pensaient qu'{he} se tiendrait loin du cadavre. Mais un sentiment d'horreur les gagne quand ils découvrent {catname} en plein acte de cannibalisme&nbsp;!

Ils ne verront plus jamais {catname} de la même façon... Quel monstre&nbsp;!","Die Katzen dachten, {catname} würde die Leiche in Ruhe lassen, doch als sie sich umsehen, überkommt sie der blanke Horror, als {catname} sich an der Leiche zu schaffen macht!

Sie werden {catname} nie wieder im selben Licht sehen können&nbsp;… Was für ein Monster!
","I gatti davano per scontato che {catname} non avrebbe toccato il cadavere, quindi osservano con orrore mentre {catname} inizia a mangiarlo!

Non riusciranno più a guardare {catname} allo stesso modo... che mostro!","Supondo que {catname} vai se manter longe do cadáver, os gatos olham para trás horrorizados quando {catname} começa a canibalizar o corpo!

Eles nunca mais verão {catname} da mesma forma... Que monstruosidade!"
EVENT_DEADCAT_REW4_M,,,,,,,
EVENT_DEADCAT_REW4_F,,,,,,,
EVENT_DEADCAT_REW4_N,,,,,,,
EVENT_DEADCAT_REW5,"{catname} digs through the dead cat's pockets and finds some catnip!
",,"{catname} hurga en los bolsillos del gato muerto ¡y encuentra hierba gatera!
",{catname} fait les poches du chat mort et trouve de l'herbe à chat&nbsp;!,"{catname} durchwühlt die Taschen der toten Katze und findet etwas Katzenminze!
",{catname} scava nelle tasche del gatto morto e trova dell'Erba Gatta!,{catname} vasculha os bolsos do gato morto e encontra um pouco de erva-de-gato!
EVENT_DEADCAT_REW5_M,,,,,,,
EVENT_DEADCAT_REW5_F,,,,,,,
EVENT_DEADCAT_REW5_N,,,,,,,
EVENT_DEADCAT_REW6,"After closer examination, {catname} discovers it was just sleeping!

Who sleeps in a position like that?
",,"Tras echar un vistazo de cerca, {catname} descubre que solo estaba dormido.

¿Quién duerme en una postura como esa?
","Après l'avoir examiné, {catname} réalise qu'il dormait simplement&nbsp;!

Mais qui dort dans une telle position&nbsp;?","Nach genauerem Hinsehen stellt {catname} fest, dass sie nur geschlafen hat!

Wer schläft bitte schön so?
","Dopo un'analisi accurata, {catname} scopre che stava solo dormendo!

Chi è che dorme in una posizione simile?","Após uma inspeção mais detalhada, {catname} descobre que ele estava apenas dormindo!

Quem dorme numa posição dessas?"
EVENT_DEADCAT_REW6_M,,,,,,,
EVENT_DEADCAT_REW6_F,,,,,,,
EVENT_DEADCAT_REW6_N,,,,,,,
EVENT_DEADCAT_REW7,"{catname} checks for a pulse on the cat with {his} paw...

It wasn't dead! Rudely startled from a deep slumber, the cat scratches and bites at the cats!
",,"{catname} comprueba el pulso del gato con la pata...

¡No estaba muerto! El gato sale de su profundo sueño y, sobresaltado por tan brusco despertar, ¡araña y muerde a los gatos!
","{catname} vérifie le pouls du chat avec sa patte...

Il n'est pas mort&nbsp;! Offensé que les chats lui aient fait peur comme ça alors qu'il dormait profondément, il les griffe et les mord&nbsp;!","{catname} überprüft den Puls der Katze&nbsp;…

Sie war gar nicht tot! Da sie so unsanft aus ihrem Schlummer erwachen musste, beißt und kratzt die Katze wie wild!
","{catname} controlla il battito del gatto con la zampa...

Non era morto! Risvegliato bruscamente dal suo sonno profondo, il gatto graffia e morde i gatti!","{catname} verifica o pulso do gato com a pata...

Ele não estava morto! Desperto bruscamente de um sono profundo, o gato arranha e morde os outros gatos!"
EVENT_DEADCAT_REW7_M,,,,,,,
EVENT_DEADCAT_REW7_F,,,,,,,
EVENT_DEADCAT_REW7_N,,,,,,,
EVENT_DEADCAT_REW8,"After sniffing the cat, {catname} realizes that he might have known it.

{catname} is suddenly in a very bad mood...
",,"Tras olfatear al gato, {catname} se da cuenta de que es posible que lo conociera.

De repente, {catname} se pone de muy mal humor...
","Après avoir reniflé le chat, {catname} se rend compte qu'{he} l'a probablement connu.

{catname} est soudainement de très mauvaise humeur...","Nachdem {catname} an der Katze geschnuppert hat, stellt {he} fest, dass {he} sie von früher kannte.

{catname} ist plötzlich äußerst schlecht gelaunt&nbsp;…
","Dopo aver annusato il gatto, {catname} capisce che forse si conoscevano.

{catname} è improvvisamente di cattivo umore...","Depois de cheirar o gato, {catname} percebe que talvez já o conhecesse.

{catname} fica subitamente de muito mau humor..."
EVENT_DEADCAT_REW8_M,,,,,,,
EVENT_DEADCAT_REW8_F,,,,,,,
EVENT_DEADCAT_REW8_N,,,,,,,
EVENT_DEADCAT_REW9,"{catname} reaches beneath the cat and finds something!
",,"{catname} mete la pata debajo del gato ¡y encuentra algo!
",{catname} cherche sous le chat et trouve quelque chose&nbsp;!,"{catname} tastet die Unterseite der Katze ab und findet etwas!
",{catname} guarda sotto il gatto e trova qualcosa!,{catname} coloca a pata por baixo do gato e encontra algo!
EVENT_DEADCAT_REW9_M,,,,,,,
EVENT_DEADCAT_REW9_F,,,,,,,
EVENT_DEADCAT_REW9_N,,,,,,,
EVENT_DEADCAT_REW10,"This cat has been dead for a while... it won't be needing that fur anymore!

{catname} tears off its hide and repurposes it!
",,"Este gato lleva bastante tiempo muerto... ¡Ya no necesitará ese pelaje!

{catname} le saca el pellejo y le da un nuevo uso.
","Cela fait un bon moment que ce chat est mort... il n'aura plus besoin de sa fourrure&nbsp;!

{catname} lui arrache la peau et lui offre une deuxième vie&nbsp;!","Diese Katze ist schon seit einer Weile tot&nbsp;… Ihr Fell braucht sie wohl nicht mehr!

{catname} zieht ihr das Fell über die Ohren und macht etwas Nützliches daraus!
","Questo gatto è morto da un po' di tempo... non gli occorrerà più quella pelliccia!

{catname} gliela strappa e la riutilizza!","Esse gato já morreu faz tempo... ele não vai mais precisar desses pelos!

{catname} arranca sua pele e a reaproveita!"
EVENT_DEADCAT_REW10_M,,,,,,,
EVENT_DEADCAT_REW10_F,,,,,,,
EVENT_DEADCAT_REW10_N,,,,,,,
EVENT_DEADCAT_REW11,"{catname} turns over the body. The body is infested with maggots!

The maggots spill out everywhere!",,"{catname} le da la vuelta al cadáver. ¡Está infestado de gusanos!

Estos se desparraman por todas partes.","{catname} retourne le cadavre. Il est infesté d'asticots&nbsp;!

Les asticots se répandent de partout&nbsp;!","{catname} dreht die Leiche um. Sie ist voller Maden!

Die Maden krabbeln in alle Richtungen!","{catname} rigira il corpo, che è infestato di larve!

Le larve si spargono dappertutto!","{catname} vira o corpo. Ele está infestado de larvas!

As larvas se espalham por toda parte!"
EVENT_DEADCAT_REW11_M,,,,,,,
EVENT_DEADCAT_REW11_F,,,,,,,
EVENT_DEADCAT_REW11_N,,,,,,,
EVENT_DEADCAT_REW12,"{catname} turns over the body...

It was a trick! The cat snatches something from {catname}'s pockets and scurries away!
",,"{catname} le da la vuelta al cadáver...

¡Era una trampa! El gato coge algo del bolsillo de {catname} y se va corriendo.
","{catname} retourne le cadavre...

C'est un piège&nbsp;! Le chat vole quelque chose sur {catname} et part à toute allure&nbsp;!","{catname} dreht die Leiche um&nbsp;…

Es war eine Falle! Die Katze schnappt sich etwas aus den Taschen von {catname} und flitzt davon!
","{catname} rigira il corpo...

Era un tranello! Il gatto afferra qualcosa dalle tasche di {catname} e fugge via!","{catname} vira o corpo...

Era uma armadilha! O gato pega algo dos bolsos de {catname} e sai correndo!"
EVENT_DEADCAT_REW12_M,,,,,,,
EVENT_DEADCAT_REW12_F,,,,,,,
EVENT_DEADCAT_REW12_N,,,,,,,
EVENT_DEADCAT_REW13,"{catname} turns over the body only to see {his} own face staring back at {him}!

{catname}'s hair stands up on end as a chill goes down {his} spine...",,"{catname} le da la vuelta al cadáver ¡y ve su propia cara devolviéndole la mirada!

Se le ponen los pelos de punta y un escalofrío le recorre el cuerpo.","{catname} retourne le cadavre, mais ce dernier arbore son visage&nbsp;!

Un frisson lui parcourt la colonne et lui fait hérisser les poils...","{catname} dreht die Leiche um und stellt entsetzt fest, dass {his} eigenes Gesicht zurückstarrt!

{catname}{His}e Nackenhaare stellen sich auf und ein Schauer läuft über {his}en Rücken&nbsp;…",,"{catname} vira o corpo e vê seu próprio rosto olhando de volta!

Os pelos de {catname} se eriçam enquanto um arrepio percorre sua espinha..."
EVENT_DEADCAT_REW13_M,,,,,,"{catname} rigira il corpo del gatto, e si trova davanti il suo stesso volto!

I peli di {catname} si drizzano, un brivido gli attraversa la schiena...",
EVENT_DEADCAT_REW13_F,,,,,,"{catname} rigira il corpo del gatto, e si trova davanti il suo stesso volto!

I peli di {catname} si drizzano, un brivido le attraversa la schiena...",
EVENT_DEADCAT_REW13_N,,,,,,"{catname} rigira il corpo del gatto, e si trova davanti il suo stesso volto!

I peli di {catname} si drizzano, mentre un brivido attraversa la sua schiena...",
EVENT_BONEPILE_NAME,Bone Pile,,Pila de huesos,Tas d'os,Knochenhaufen,Pila d'Ossa,Pilha de Ossos
