KEY,en,notes,sp,fr,de,it,pt-br
NPC_BEANIES_INTRO_12,"[m:happy]I know we just met, but I bet if you and I put our brains together we could actually change the world!",,"[m:happy]Sé que acabamos de conocernos, pero creo que si trabajamos codo con codo, podríamos cambiar este mundo.","[m:happy]Je sais qu'on vient tout juste de se rencontrer, mais je suis sûr qu'en travaillant ensemble, on pourrait tous les deux changer complètement le monde&nbsp;!","[m:happy]Ich weiß, ich weiß, wir haben uns gerade erst kennengelernt, aber ich bin mir sicher, dass wir die Welt verändern können, wenn wir nur zusammenarbeiten!","[m:happy]So che non ci conosciamo da molto, ma scommetto che se io e te unissimo le nostre menti potremmo davvero cambiare il mondo!","[m:happy]Eu sei que acabamos de nos conhecer, mas aposto que poderíamos mudar o mundo se juntássemos nossas mentes!"
NPC_BEANIES_INTRO_13,[m:veryhappy][s:1.5][a:wave]WITH CATS![/a][/s],,[m:veryhappy][s:1.5][a:wave]¡CON GATOS![/a][/s],[m:veryhappy][s:1.5][a:wave]GRÂCE AUX CHATS&nbsp;![/a][/s],[m:veryhappy][s:1.5][a:wave]MIT HILFE VON KATZEN![/a][/s],[m:veryhappy][s:1.5][a:wave]CON I GATTI![/a][/s],[m:veryhappy][s:1.5][a:wave]COM GATOS![/a][/s]
NPC_BEANIES_INTRO_14,"[m:winking]Now take a gander at these fine specimens!
This is my latest batch! Straight out of their biovats!",,"[m:winking]Mira, contempla estos fantásticos ejemplares.
¡Es mi última hornada! Acaban de salir de sus biotanques.","[m:winking]Bon, maintenant, admire ces superbes spécimens&nbsp;!
C'est ma dernière fournée&nbsp;! Tout droit sortis de leur biocuve&nbsp;!","[m:winking]Sieh dir nur diese feinen Exemplare an!
Meine neueste Charge! Frisch aus dem Reagenzglas!","[m:winking]Ora dai un'occhiata a questi splendidi esemplari!
Questo è il mio ultimo lotto! Appena sfornato dalle vasche biologiche!","[m:winking]Agora, dê uma olhada nesses belos espécimes!
Esta é minha última fornada! Direto de seus bioreceptáculos!"
NPC_BEANIES_INTRO_15,"Choose two,
a boy and a girl...
Trust me you'll find out why later. ",,"Elige a dos:
macho y hembra.
Hazme caso, ya entenderás el por qué. ","Il faut que tu en prennes deux,
un mâle et une femelle...
Ne t'inquiète pas, tu vas vite comprendre pourquoi.","Such dir zwei aus, einen Jungen und ein Mädchen&nbsp;…
Du wirst schon noch sehen, warum. ","Scegline due,
un maschio e una femmina...
Fidati, presto scoprirai il perché..","Escolha dois,
um macho e uma fêmea...
Confie em mim, você descobrirá o porquê mais tarde."
NPC_BEANIES_INTRO_16,"[m:shocked]Uhh
what's wrong with {Catname}?!",,"[m:shocked]Eh...
¡¿Qué problema tiene {Catname}?!","[m:shocked]Euh
Et {catname}, c'est sa tête qui ne te revenait pas&nbsp;?!","[m:shocked]Ähh, was hast du gegen {Catname}?!","[m:shocked]Uhh...
Cos'ha {Catname} che non va?!","[m:shocked]Uhh.
O que há de errado com {Catname}?!"
NPC_BEANIES_INTRO_16_M,,,,,,,
NPC_BEANIES_INTRO_16_F,,,,,,,
NPC_BEANIES_INTRO_16_N,,,,,,,
NPC_BEANIES_INTRO_17,"[m:bored]Wow, ok I didn't expect you to pass on the best of the bunch!",,"[m:bored]Vaya... Bueno, no esperaba que despreciases a los mejores, la verdad...","[m:bored]Waouh, d'accord. Je ne pensais pas que tu allais ignorer le meilleur des trois&nbsp;!","[m:bored]Wow, okay, ich hätte nicht gedacht, dass du ausgerechnet die beste nicht willst!","[m:bored]Wow, ok, non mi aspettavo che ti lasciassi sfuggire il meglio del gruppo!","[m:bored]Uau, ok, eu não esperava que você fosse deixar passar a melhor opção!"
NPC_BEANIES_INTRO_18,"[m:default]Whatever,
their pieces will be put to good use.",,"[m:default]En fin,
sus restos serán de gran utilidad.","[m:default]Bref,
ses morceaux ne seront pas perdus.","[m:default]Na ja. egal,
ich werde ihre Einzelteile gut verwerten.","[m:default]In ogni caso,
i suoi pezzi verranno utilizzati al meglio.","[m:default]Que seja,
seus pedaços vão ser muito úteis."
NPC_BEANIES_INTRO_19,[m:sad]Isn't nature just cruel...,,[m:sad]Qué cruel es la naturaleza...,[m:sad]Qu'est-ce que la nature est cruelle...,[m:sad]Wie grausam die Natur doch ist&nbsp;…,[m:sad]La natura è crudele...,[m:sad]A natureza não é cruel...?
NPC_BEANIES_INTRO_20,[m:happy]But it doesn't have to be!,,[m:happy]¡Pero no tiene por qué serlo!,[m:happy]Mais elle n'a pas forcément à l'être&nbsp;!,[m:happy]Aber das muss nicht so sein!,[m:happy]Ma non deve esserlo per forza!,[m:happy]Se bem que ela não precisa ser!
NPC_BEANIES_INTRO_21,"[m:pondering]In fact, I think with my brains and your ability to choose less than ideal cats...",,"[m:pondering]De hecho, creo que con mi cerebro y tu cuestionable habilidad para elegir gatos...","[m:pondering]D'ailleurs, je crois qu'avec mon cerveau et ta capacité à choisir des chats plus que discutables...","[m:pondering]Ich glaube, wenn wir meine Intelligenz und deine Gabe dafür, minderwertige Katzen auszusuchen, kombinieren&nbsp;…","[m:pondering]Anzi, penso che con il mio cervello e la tua capacità di scegliere gatti non proprio perfetti...","[m:pondering]De fato, eu acho que com o meu cérebro e a sua habilidade de escolher gatos abaixo do ideal..."
NPC_BEANIES_INTRO_22,[m:veryhappy]We could really shake things up!,,[m:veryhappy]¡Podríamos cambiar muchas cosas!,[m:veryhappy]On va vraiment tout chambouler&nbsp;!,[m:veryhappy]Könnten wir wirklich etwas erreichen!,[m:veryhappy]Potremmo davvero cambiare le cose!,[m:veryhappy]Nós realmente poderíamos fazer grandes coisas!
NPC_BEANIES_INTRO_23,"[m:happy]Hell, with enough cats I bet we could reverse time!
Maybe even make dying impossible!?",,"[m:happy]¡Con suficientes gatos, incluso podríamos revertir el tiempo!
¡¿Incluso hacer imposible la muerte?!","[m:happy]Ma foi, avec assez de chats, je parie même que nous pourrons inverser le temps&nbsp;!
Ou peut-être même invalider la mort&nbsp;!?","[m:happy]Wenn wir genug Katzen haben, können wir vielleicht sogar die Zeit zurückdrehen!
Oder den Schlüssel zur Unsterblichkeit finden?!","[m:happy]Diamine, con abbastanza gatti scommetto che potremmo riuscire a invertire il tempo!
Forse... persino rendere impossibile morire?!","[m:happy]Ora, com gatos suficientes eu aposto que nós poderíamos reverter o tempo!
Talvez até mesmo tornar a morte algo impossível!?"
NPC_BEANIES_INTRO_24,"[m:pondering][s:.7]All I need is a nuke,
radioactive blood
and a bit of elbow grease...[/s]",,"[m:pondering][s:.7]Solo necesito un arma nuclear,
sangre radiactiva
y un poquito de sudor de sobaco...[/s]","[m:pondering][s:.7]Tout ce qu'il me faut, c'est une bombe nucléaire,
du sang radioactif
et un peu d'huile de coude...[/s]","[m:pondering][s:.7]Alles, was ich dafür brauche, ist eine Atombombe, radioaktives Blut und ordentlich Hirnschmalz für die Sache&nbsp;…[/s]","[m:pondering][s:.7]Tutto ciò di cui ho bisogno è una bomba atomica,
del sangue radioattivo
e un po' di olio di gomito...[/s]","[m:pondering][s:.7]Tudo que eu preciso é de uma bomba nuclear,
sangue radioativo
e um pouco de trabalho duro...[/s]"
NPC_BEANIES_INTRO_25,"[m:winking]Don't worry,
I'll be sure to harvest some from {Catname's} elbows before {he's} incinerated.",,"[m:winking]Tranqui,
ya extraeré el necesario de los sobacos de {Catname's} antes de su incineración.","[m:winking]Ne t'en fais pas pour {catname},
Je n'oublierais pas de récupérer celle qui était dans ses coudes avant de l'incinérer.","[m:winking]Keine Sorge,
ich werde das Gehirn von {Catname} ordentlich ausdrücken, bevor {he} in den Ofen kommt.","[m:winking]Non preoccuparti,
mi assicurerò di raccoglierne un po' dai gomiti di {Catname} prima della cremazione.","[m:winking]Não se preocupe,
Eu já vou trabalhar muito duro na incineração de {Catname's}."
NPC_BEANIES_INTRO_25_M,,,,,,,
NPC_BEANIES_INTRO_25_F,,,,,,,
NPC_BEANIES_INTRO_25_N,,,,,,,
NPC_BEANIES_INTRO_26,"[m:happy][s:1.3]Now go, my child![/s]",,"[m:happy][s:1.3]¡Ahora vete, criatura![/s]","[m:happy][s:1.3]Allez, va, mon enfant&nbsp;![/s]","[m:happy][s:1.3]Und jetzt hinfort mit dir, mein Kind![/s]","[m:happy][s:1.3]Ora vai, mia creatura![/s]","[m:happy][s:1.3]Agora vá, criança![/s]"
NPC_BEANIES_INTRO_27,[m:veryhappy][s:1.5]Go into the world and hoard some cats![/s],,[m:veryhappy][s:1.5]Sal al mundo y acapara gatos.[/s],[m:veryhappy][s:1.5]Parcours le monde et accumule les chats&nbsp;![/s],[m:veryhappy][s:1.5]Geh hinaus in die Welt und sammle Katzen![/s],[m:veryhappy][s:1.5]Avventurati nel mondo e fai incetta di gatti![/s],[m:veryhappy][s:1.5]Ande pelo mundo e adote alguns gatos![/s]
,,,,,,,
//beanies_progression,,,,,,,
NPC_BEANIES_UNPROMPTED1_1,[m:angry]Who let you back here!? Leave!,,[m:angry]¿Quién te ha dejado volver a entrar? ¡Largo!,[m:angry]Qui vous a laissé entrer&nbsp;!? Sortez tout de suite&nbsp;!,[m:angry]Wer hat dich reingelassen?! Raus hier!,[m:angry]Chi ti ha fatto rientrare qui!? Vattene!,[m:angry]Quem deixou você voltar aqui!? Vá embora!
NPC_BEANIES_UNPROMPTED2_1,[m:veryangry]Where is your warrant!?,,[m:veryangry]¡¿Tienes una orden de registro?!,[m:veryangry]Vous avez un mandat&nbsp;!?,[m:veryangry]Wo ist der Durchsuchungsbefehl?!,[m:veryangry]Dov’è il tuo mandato?!,[m:veryangry]Onde está seu mandado!?
NPC_BEANIES_UNPROMPTED2_2,"[m:default]Oh, it's you... [m:angry]GO AWAY!",,"[m:default]Ah, eres tú...[m:angry]¡Lárgate!","[m:default]Oh, c'est toi.. [m:angry]DÉGAGE&nbsp;!","[m:default]Oh, du bist es&nbsp;… [m:angry]VERSCHWINDE!","[m:default]Oh, sei tu... [m:angry]VATTENE!","[m:default]Oh, é você... [m:angry]VÁ EMBORA!"
NPC_BEANIES_UNPROMPTED3_1,[m:veryangry]I HAVE A GUN!,,[m:veryangry]¡QUE TENGO UN ARMA!,[m:veryangry]J'AI UN FLINGUE&nbsp;!,[m:veryangry]ICH HABE EINE WAFFE!,[m:veryangry]HO UNA PISTOLA!,[m:veryangry]EU TENHO UMA ARMA!
NPC_BEANIES_UNPROMPTED3_2,"[m:scared]Jesus, I thought you were a Nazi from the future...",,"[m:scared]Jesús, creía que eras un nazi del futuro...","[m:scared]Bon dieu, j'ai cru que tu étais un nazi venu du futur...","[m:scared]Oh Gott, ich dachte, du wärst ein Nazi aus der Zukunft&nbsp;…","[m:scared]Gesù, pensavo fossi un nazista proveniente dal futuro...","[m:scared]Jesus Cristinho, pensei que você fosse um nazista do futuro..."
NPC_BEANIES_UNPROMPTED3_3,[m:angry]Leave...,,[m:angry]Vete...,[m:angry]Va-t'en...,[m:angry]Bitte geh&nbsp;…,[m:angry]Ora vai...,[m:angry]Vá embora...
NPC_BEANIES_UNPROMPTED4_1,[m:angry]If I wanted you here I would have called you... Go back home.,,"[m:angry]Si te quisiera aquí, te habría llamado. Vete a casa, anda.","[m:angry]Si j'avais voulu te voir, j'aurais fait appel à toi... Rentre chez toi.","[m:angry]Hätte ich dich gebraucht, hätte ich dich gerufen&nbsp;… Geh nach Hause.",[m:angry]Se ti avessi voluto qui mi sarei fatto sentire... tornatene a casa.,"[m:angry]Se eu quisesse você aqui, teria te chamado... Volte para casa."
NPC_BEANIES_UNPROMPTED5_1,[m:veryangry]I TOLD YOU ALREADY I HAVE NO IDEA WHERE THOSE KIDS ARE!,,[m:veryangry]¡YA TE HE DICHO QUE NO TENGO NI IDEA DE DÓNDE ESTÁN LOS CRÍOS!,"[m:veryangry]JE VOUS L'AI DÉJÀ DIT, J'IGNORE OÙ SONT CES ENFANTS&nbsp;!","[m:veryangry]ICH HAB DOCH GESAGT, ICH HAB KEINE AHNUNG, WAS MIT DEN KINDERN PASSIERT IST!","[m:veryangry]TE L'HO GIÀ DETTO, NON HO LA MINIMA IDEA DI DOVE SIANO QUEI RAGAZZI!",[m:veryangry]EU JÁ DISSE QUE NÃO FAÇO IDEIA DE ONDE ESTÃO AQUELAS CRIANÇAS!
NPC_BEANIES_UNPROMPTED5_2,[m:questioning]Oh... it's you. Please leave.,,"[m:questioning]Ah, eres tú... Vete, haz el favor.","[m:questioning]Ah... c'est toi. S'il te plaît, va-t'en.",[m:questioning]Oh&nbsp;… Du bist es. Bitte geh wieder.,"[m:questioning]Oh... sei tu. Per favore, vattene.","[m:questioning]Ah... é você. Por favor, vá embora."
NPC_BEANIES_UNPROMPTED6_1,[m:happy]Like what you see? ... [m:shocked]Hey you aren't the girl from the photo!?,,[m:happy]¿Te gusta lo que ves?...[m:shocked]Esto... Tú no eres la chica de la foto...,"[m:happy]T'aimes ce que tu vois&nbsp;? ... [m:shocked]Hé, mais t'es pas la fille de la photo&nbsp;!?","[m:happy]Hey, Puppe, gefällt dir, was du siehst? …&nbsp;[m:shocked]Warte, du bist ja gar nicht das Mädchen von dem Foto?!","[m:happy]Ti piace quello che vedi? ... [m:shocked]Ehi, tu non sei la ragazza della foto...","[m:happy]Está gostando? ... [m:shocked]Ei, você não é aquela menina da foto!?"
NPC_BEANIES_UNPROMPTED6_2,[m:sad][s:.7]I knew it was too good to be true...[/s],,[m:sad][s:.7]Sabía que era demasiado bonito para ser real...[/s],[m:sad][s:.7]Je savais que c'était trop beau pour être vrai...[/s],"[m:sad][s:.7]Ich wusste, es war zu schön, um wahr zu sein&nbsp;…[/s]",[m:sad][s:.7]Lo sapevo che era troppo bello per essere vero...[/s],[m:sad][s:.7]Eu sabia que era bom demais para ser verdade...[/s]
NPC_BEANIES_UNPROMPTED6_3,[m:angry]Get out of my lab!,,[m:angry]¡Lárgate de mi laboratorio!,[m:angry]Sors de mon labo&nbsp;!,[m:angry]Raus aus meinem Labor!,[m:angry]Fuori dal mio laboratorio!,[m:angry]Saia do meu laboratório!
NPC_BEANIES_ALSO_1,Also...,,A todo esto...,En plus...,Außerdem&nbsp;…,Inoltre...,Além disso...
NPC_BEANIES_BEANIES_BEGIN_ACCEPTING_CATS_1,"[m:default]Hey, remember me?
Dr. Beanies.",,"[m:default]Eh, ¿te acuerdas de mí?
Soy el Dr. Beanies.","[m:default]Hé, tu te souviens de moi&nbsp;?
Le Dr Beanies.","[m:default]Hey, kennst du mich noch?
Dr. Beanies der Name.","[m:default]Ehi, ti ricordi di me?
Sono il dottor Beanies.","[m:default]Oi, lembra de mim?
Dr. Beanies."
NPC_BEANIES_BEANIES_BEGIN_ACCEPTING_CATS_2,[m:questioning]The guy who brought you back to life and kick-started your cat hoarding career?,,[m:questioning]¿El que te devolvió a la vida y dio comienzo a tu carrera de acaparamiento de gatos?,[m:questioning]Le gars qui t'a rendu la vie et qui a lancé ta carrière consistant à accumuler des chats&nbsp;?,"[m:questioning]Du weißt schon, der Typ, der dich zurück zum Leben erweckt und deine Katzenkarriere zum Laufen gebracht hat?",[m:questioning]Quello che ti ha riportato in vita e ti ha fatto iniziare ad accaparrare gatti...,[m:questioning]O cara que te trouxe de volta à vida e deu o pontapé inicial na sua carreira de acumulação de gatos?
NPC_BEANIES_BEANIES_BEGIN_ACCEPTING_CATS_3,[m:angry]The man who you owe your very existence to!? Remember!?,,[m:angry]¡¿El hombre al que le debes literalmente tu existencia?! ¡¿Te acuerdas?!,[m:angry]L'homme à qui tu dois ton existence même&nbsp;?! Ça te revient&nbsp;?!,[m:angry]Promovierter Naturwissenschaftler?! Klingelt‘s jetzt?!,[m:angry]L'uomo a cui devi la tua stessa esistenza! Non ti dice niente?!,[m:angry]O homem a quem você deve a sua própria existência!? Lembra!?
NPC_BEANIES_BEANIES_BEGIN_ACCEPTING_CATS_4,"[m:happy]Good, because it's time to pay the piper!
See, I kinda need your help...",,"[m:happy]¡Bien, porque es hora de pagar tus deudas!
Verás, necesito tu ayuda...","[m:happy]Bien, parce qu'il est l'heure de passer à la caisse&nbsp;!
Enfin, disons que j'ai besoin de ton aide...","[m:happy]Gut, es ist nämlich an der Zeit, deine Schulden zu begleichen! Weißt du, ich benötige deine Hilfe&nbsp;…","[m:happy]Bene, perché è ora di pagare pegno!
Vedi, mi servirebbe il tuo aiuto...","[m:happy]Ótimo, porque está na hora de encarar a realidade!
Veja, eu preciso da sua ajuda..."
NPC_BEANIES_BEANIES_BEGIN_ACCEPTING_CATS_5,[m:pondering]But I need some more science to get there...,,[m:pondering]Pero necesito más ciencia para llegar hasta ahí...,"[m:pondering]Pour faire ce que je veux, j'ai besoin de davantage de science...",[m:pondering]Aber der Stand meiner Wissenschaft reicht noch nicht aus&nbsp;…,[m:pondering]Ma ho ancora bisogno di un po' di scienza per arrivarci...,[m:pondering]Mas eu preciso de um pouco mais de ciência para conseguir...
NPC_BEANIES_BEANIES_BEGIN_ACCEPTING_CATS_6,[m:questioning]Were you aware that cats with disorders or mutations also contain ungodly amounts of science?,,[m:questioning]¿Sabías que los gatos con trastornos o mutaciones también contienen cantidades ingentes de ciencia?,"[m:questioning]Le savais-tu, les chats présentant des troubles ou des mutations contiennent des quantités obscènes de science&nbsp;?","[m:questioning]Wusstest du, dass Katzen mit Störungen oder Mutationen unglaublich viel Wissenschaft enthalten?",[m:questioning]Sapevi che i gatti con disturbi o mutazioni contengono una quantità spropositata di scienza?,[m:questioning]Você sabia que gatos com transtornos ou mutações também contêm quantidades incríveis de ciência?
NPC_BEANIES_BEANIES_BEGIN_ACCEPTING_CATS_7,"[m:happy]Well you are now!
Send me a specimen like that and I may have a little ""Side Quest"" for ya...",,"[m:happy]¡Pues ya lo sabes!
Mándame un espécimen así y quizá tenga una misión secundaria para ti...","[m:happy]Maintenant, oui&nbsp;!
Envoie-moi un spécimen comme ça et j'aurais peut-être une «&nbsp;Quête secondaire&nbsp;» pour toi...","[m:happy]Nun, jetzt weißt du es!
Schick mir doch ein paar geeignete Exemplare, dann habe ich vielleicht eine kleine „Nebenquest“ für dich&nbsp;…","[m:happy]Beh, ora lo sai!
Fammi avere un esemplare del genere e potrei affidarti una piccola ""missione secondaria""...","[m:happy]Bem, agora você sabe!
Traga-me um espécime assim e talvez eu tenha uma ""missão secundária"" para você..."
NPC_BEANIES_BEANIES_QUESTS_INTRO_1,"[m:happy]Ok, check this out..
While I was condensing that cat you sent into grease...
I had this amazing idea!",,"[m:happy]Oye, escucha.
Cuando estaba condensando en grasa el gato que me enviaste
¡tuve una idea magnífica!","[m:happy]Ok, jette donc un œil par ici...
J'étais en train de condenser le spécimen que tu m'a envoyé sous forme de graisse...
Quand j'ai eu une idée incroyable&nbsp;!","[m:happy]Okay, pass auf&nbsp;…
Gerade, als die letzte Katze, die du mir geschickt hast, am Schmelzen war&nbsp;… Ist mir eine großartige Idee gekommen!","[m:happy]Ok, guarda qui...
Mentre condensavo quel gatto che mi hai mandato trasformandolo in grasso... mi è venuta un'idea incredibile!","[m:happy]Ok, escute só essa...
Enquanto eu estava condensando o gato que você trouxe em graxa...
Eu tive uma ideia fantástica!"
NPC_BEANIES_BEANIES_QUESTS_INTRO_2,[m:veryhappy]IT'S A NEW INVENTION!,,[m:veryhappy]¡ES UN NUEVO INVENTO!,[m:veryhappy]C'EST UNE NOUVELLE INVENTION&nbsp;!,[m:veryhappy]EINE NEUE ERFINDUNG!,"[m:veryhappy]È UNA NUOVA INVENZIONE!
",[m:veryhappy]É UMA NOVA INVENÇÃO!
NPC_BEANIES_BEANIES_QUESTS_INTRO_3,[m:mocking]And you are the perfect person to test it out!,,[m:mocking]Y eres la persona perfecta para probarlo.,[m:mocking]Et tu es la personne idéale pour la tester&nbsp;!,"[m:mocking]Und du bist genau die richtige Person, um sie zu testen!",[m:mocking]E tu sei la persona perfetta per testarla!,[m:mocking]E você é a pessoa perfeita para testá-la!
NPC_BEANIES_BEANIES_QUESTS_INTRO_4,[m:default]Take a look...,,[m:default]Echa un vistazo.,[m:default]Admire...,[m:default]Schau dir das an&nbsp;…,[m:default]Dai un'occhiata...,[m:default]Dê uma olhada...
NPC_BEANIES_BEANIES_QUESTS_REPEAT_1,[m:veryhappy]I'VE DONE IT AGAIN! A NEW INVENTION APPEARS!,,[m:veryhappy]¡LO HE VUELTO A HACER! ¡APARECE UN NUEVO INVENTO!,[m:veryhappy]J'AI ENCORE RÉUSSI&nbsp;! UNE NOUVELLE INVENTION VOIT LE JOUR&nbsp;!,[m:veryhappy]ICH HABE ES MAL WIEDER GESCHAFFT! EINE NEUE ERFINDUNG!,[m:veryhappy]CE L'HO FATTA DI NUOVO! È APPARSA UNA NUOVA INVENZIONE!,[m:veryhappy]EU CONSEGUI DE NOVO! MAIS UMA NOVA INVENÇÃO!
NPC_BEANIES_BEANIES_QUESTS_REPEAT_2,[m:veryhappy]This one will seriously change the world and make me a billionaire!,,[m:veryhappy]Este cambiará drásticamente el mundo y me convertirá en billonario.,"[m:veryhappy]Celle-là, elle va sérieusement révolutionner le monde, et faire de moi un milliardaire&nbsp;!",[m:veryhappy]Die wird garantiert die Welt verändern und mich zum Milliardär machen!,[m:veryhappy]Questa cambierà completamente il mondo e mi farà diventare miliardario!,[m:veryhappy]Esta vai mudar o mundo e me deixar bilionário!
NPC_BEANIES_BEANIES_QUESTS_REPEAT_3,[m:happy]Now listen up!,,[m:happy]¡Escúchame bien!,"[m:happy]Bon, écoute bien&nbsp;!",[m:happy]Hör gut zu!,[m:happy]Ora ascolta bene!,[m:happy]Agora escute!
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_1,"[m:happy]I call it,
The [b]Persuasion Device![/b]",,"[m:happy]Lo llamo...
[b]¡«Dispositivo de persuasión»![/b]","[m:happy]Je l'ai appelée,
L'[b]Outil de persuasion[/b]&nbsp;!","[m:happy]Ich nenne es
das [b]Überzeugungsgerät![/b]","[m:happy]L'ho chiamata...
[b]Dispositivo di Persuasione![/b]","[m:happy]Eu a chamo de,
[b]dispositivo de persuasão![/b]"
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_2,[m:default]Simply smash something with it and that thing will believe you guys are best friends.,,[m:default]Espachurra algo con él y esa cosa se creerá que es tu mejor colega del mundo.,"[m:default]Il suffit de frapper un truc avec, et le machin croira que vous deux vous êtes les meilleurs amis du monde.","[m:default]Hau einfach feste auf jemanden mit ihm drauf und er wird sofort glauben, dass ihr beste Freunde seid.",[m:default]Basta usarlo per colpirci qualcosa e quella cosa crederà che siete migliori amici.,[m:default]Simplesmente esmague alguma coisa com ela e essa coisa vai acreditar que é sua melhor amiga.
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_3,[m:scared]Do you remember it?...,,[m:scared]¿Te acuerdas?...,[m:scared]Ça ne te rappelle rien...?,"[m:scared]Warte, erinnerst du dich etwa?&nbsp;…",[m:scared]Te lo ricordi...?,[m:scared]Você se lembra...?
