KEY,en,notes,sp,fr,de,it,pt-br
ABILITY_BRAINSTORM_DESC,Reduce the costs of your other spells by 1 mana.,,Reduce en 1 de maná el coste de los demás hechizos.,Réduit le coût de vos autres sorts de 1&nbsp;mana.,Reduziert die Kosten all deiner anderen Zauber um 1&nbsp;Mana.,Riduci il costo dei tuoi altri incantesimi di 1 mana.,Reduza os custos dos seus outros encantamentos em 1 de mana.
ABILITY_BRAINSTORM2_DESC,Reduce the cost of ALL of your spells by 1 mana.,,Reduce en 1 de maná el coste de todos sus demás hechizos.,Réduit le coût de tous vos sorts de 1&nbsp;mana.,Reduziert die Kosten ALL deiner Zauber um 1&nbsp;Mana.,Riduci il costo di TUTTI i tuoi altri incantesimi di 1 mana.,Reduza os custos de todos os seus encantamentos em 1 de mana.
ABILITY_CLAWSOUT_NAME,Claws Out,,Zarpazo,Toutes griffes dehors,Krallen zücken,Graffio Aguzzo,Garras Expostas
ABILITY_CLAWSOUT_DESC,Gain +1 Thorns.,,Obtiene +1 de espinas.,Épines&nbsp;+1.,Erhalte +1&nbsp;Dornen.,Ottieni +1 Spine.,Obtenha +1 de espinhos.
ABILITY_CLAWSOUT2_DESC,"Gain +1 Thorns.
[s:.7](This spell costs less.)[/s]",,"Obtiene +1 de espinas.
[s:.7](Este hechizo cuesta menos).[/s]",Épines&nbsp;+1. [s:.7](Coût réduit.)[/s],"Erhalte +1&nbsp;Dornen.
[s:.7](Dieser Zauber kostet weniger.)[/s]","Ottieni +1 Spine.
[s:.7](Quest'incantesimo costa meno.)[/s]","Obtenha +1 de espinhos.
[s:.7](Este encantamento custa menos.)[/s]"
ABILITY_PREPARETOJUMP_NAME,Hop,,Brinco,Et hop&nbsp;!,Hüpfen,Saltello,Pulo
ABILITY_PREPARETOJUMP_DESC,Hop up to 2 tiles away.,,Salta hasta a 2 casillas de distancia.,Sautez jusqu'à 2&nbsp;cases plus loin.,Hüpfe bis zu 2&nbsp;Felder weit.,Salta fino a 2 caselle di distanza.,Pule para até 2 espaços de distância.
ABILITY_PREPARETOJUMP2_DESC,Hop up to 4 tiles away.,,Salta hasta a 4 casillas de distancia.,Sautez jusqu'à 4&nbsp;cases plus loin.,Hüpfe bis zu 4&nbsp;Felder weit.,Salta fino a 4 caselle di distanza.,Pule para até 4 espaços de distância.
ABILITY_SPELLBOOSTRANGE_NAME,Boost,,Potencia,Boost,Magische Stärkung,Potenziamento,Reforço
ABILITY_SPELLBOOSTRANGE_DESC,Gain +1 Magic Damage until end of turn.,,Obtiene +1 de daño mágico hasta el final del turno.,Dégâts magiques&nbsp;+1&nbsp;jusqu'à la fin du tour.,Erhalte bis zum Ende deines Zuges +1&nbsp;magischen Schaden.,Ottieni +1 al Danno Magico fino alla fine del turno.,Obtenha 1 de dano mágico até o final do turno.
ABILITY_SPELLBOOSTRANGE2_DESC,"Gain +1 Magic Damage until end of turn.
[s:.7](This spell costs less.)[/s]",,"Obtiene +1 de daño mágico hasta el final del turno.
[s:.7](Este hechizo cuesta menos).[/s]",Dégâts magiques&nbsp;+1&nbsp;jusqu'à la fin du tour. [s:.7](Coût réduit.)[/s],"Erhalte bis zum Ende deines Zuges +1&nbsp;magischen Schaden.
[s:.7](Dieser Zauber kostet weniger.)[/s]","Ottieni +1 al Danno Magico fino alla fine del turno.
[s:.7](Quest'incantesimo costa meno.)[/s]","Obtenha +1 de dano mágico até o final do turno.
[s:.7](Este encantamento custa menos.)[/s]"
ABILITY_STEAMROLLER_NAME,Steam Roller,,Apisonadora,Rouleau compresseur,Dampfwalze,Rullo Compressore,Rolo Compressor
ABILITY_STEAMROLLER_DESC,Trample over 1 tile.,,Pisotea 1 casilla.,Piétinement sur 1&nbsp;case.,Trampel über 1&nbsp;Feld.,Calpesta 1 casella.,Atropele por até 1 espaço.
ABILITY_STEAMROLLER2_DESC,Trample over 3 tiles.,,Pisotea 3 casillas.,Piétinement sur 3&nbsp;cases.,Trampel über 3&nbsp;Felder.,Calpesta 3 caselle.,Atropele por até 3 espaços.
ABILITY_GAMBLE_NAME,Gamble,,Apuesta,Pari,Glücksspiel,Azzardo,Aposta
ABILITY_GAMBLE_DESC,"Gain +2% critical hit chance. If your next attack is critical, deal +100% more damage and spawn coins.",,"Obtiene +2 % de probabilidad de golpe crítico. Si el próximo ataque es crítico, inflige +100 % de daño y genera monedas.","Chances de coup critique&nbsp;+2&nbsp;%. Si votre prochaine attaque est un coup critique, Dégâts&nbsp;+100&nbsp;% et des pièces apparaissent.","Erhalte +2&nbsp;% kritische Trefferchance. Wenn dein nächster Angriff kritisch trifft, verursache +100&nbsp;% erhöhten Schaden und lasse Münzen erscheinen.","Ottieni un +2% di probabilità di colpo critico. Se il tuo prossimo attacco è critico, infliggi +100% di danno in più e fai apparire delle monete.","Obtenha +2% de chance de crítico. Se seu próximo ataque for crítico, cause +100% de dano e gere moedas."
ABILITY_GAMBLE2_DESC,"Gain +2% critical hit chance. If your next attack is critical, deal +200% more damage and spawn more coins.",,"Obtiene +2 % de probabilidad de golpe crítico. Si el próximo ataque es crítico, inflige +200 % de daño y genera monedas.","Chances de coup critique&nbsp;+2&nbsp;%. Si votre prochaine attaque est un coup critique, Dégâts&nbsp;+200&nbsp;% et des pièces apparaissent.","Erhalte +2&nbsp;% kritische Trefferchance. Wenn dein nächster Angriff kritisch trifft, verursache +200&nbsp;% erhöhten Schaden und lasse viele Münzen erscheinen.","Ottieni un +2% di probabilità di colpo critico. Se il tuo prossimo attacco è critico, infliggi +200% di danno in più e fai apparire più monete.","Obtenha +2% de chance de crítico. Se seu próximo ataque for crítico, cause +200% de dano e gere moedas."
ABILITY_SOULREAP_NAME,Soul Reap,,Cosechadora de almas,Moisson d'âmes,Seelenernte,Mietitura d'Anime,Colheita de Alma
ABILITY_SOULREAP_DESC,"Deal 1 damage to a unit within five tiles. If this kills it, gain 5 mana.",,"Inflige 1 de daño a una unidad en un radio de 5 casillas. Si la mata, obtiene 5 de maná.","Infligez 1&nbsp;point de dégâts à une unité à moins de 5&nbsp;cases. Si elle meurt, mana&nbsp;+5.","Verursache bei einer Einheit innerhalb von fünf Feldern 1&nbsp;Schaden. Wenn die Einheit stirbt, erhalte 5&nbsp;Mana.","Infliggi 1 di danno a un'unità entro cinque caselle. Se la uccidi, ottieni 5 mana.","Cause 1 de dano a uma unidade dentro de até 5 espaços de distância. Se isto a matar, obtenha 5 de mana."
ABILITY_SOULREAP2_DESC,"Deal 1 damage to any unit. If this kills it, gain 5 mana.",,"Inflige 1 de daño a cualquier unidad. Si la mata, obtiene 5 de maná.","Infligez 1&nbsp;point de dégâts à une unité. Si elle meurt, mana&nbsp;+5.","Verursache bei einer beliebigen Einheit 1&nbsp;Schaden. Wenn die Einheit stirbt, erhalte 5&nbsp;Mana.","Infliggi 1 di danno a una qualsiasi unità. Se la uccidi, ottieni 5 mana.","Cause 1 de dano a qualquer unidade. Se isto a matar, obtenha 5 de mana."
ABILITY_HUNT_NAME,Hunt,,Caza,Chasse,Jagd,Caccia,Caça
ABILITY_HUNT_DESC,A ranged attack that turns anything it kills into meat.,,Un ataque a distancia que convierte en carne a todo lo que mata.,"Si vous tuez une unité avec cette attaque à distance, elle devient de la viande.","Ein Fernangriff, der Einheiten, die er tötet, in Fleisch verwandelt.",Un attacco a distanza che trasforma in carne tutto ciò che uccide.,Um ataque à distância que transforma tudo que mata em carne.
ABILITY_HUNT2_DESC,A stronger ranged attack that turns anything it kills into meat.,,Un ataque a distancia más fuerte que convierte en carne a todo lo que mata.,"Si vous tuez une unité avec cette puissante attaque à distance, elle devient de la viande.","Ein stärkerer Fernangriff, der Einheiten, die er tötet, in Fleisch verwandelt.",Un attacco a distanza più potente che trasforma in carne tutto ciò che uccide.,Um ataque à distância mais forte que transforma tudo que mata em carne.
ABILITY_FLEX_NAME,Flex,,Demostración,Flex,Muskelprotz,Contrazione,Flexão
ABILITY_FLEX_DESC,Gain +1 temporary Brace until your next turn and deal 1 knockback to each adjacent unit.,,Obtiene +1 de refuerzo temporal hasta el próximo turno e inflige 1 de retroceso a cada unidad adyacente.,Garde temporaire&nbsp;+1&nbsp;jusqu'à votre prochain tour et Recul&nbsp;+1&nbsp;à chaque unité adjacente.,Erhalte bis zu deinem nächsten Zug +1 vorübergehendes Wappnen und verursache bei jeder benachbarten Einheit 1&nbsp;Rückstoß.,Ottieni +1 Guardia temporanea fino al tuo turno successivo e infliggi 1 Contraccolpo a ogni unità adiacente.,Obtenha +1 de preparação temporária e cause 1 de empurrão a cada unidade adjacente.
ABILITY_FLEX2_DESC,"Gain +1 temporary Brace until your next turn and deal 3 knockback to each adjacent unit.
[s:.7](This spell costs less.)[/s]",,"Obtiene +1 de refuerzo temporal hasta el próximo turno e inflige 3 de retroceso a cada unidad adyacente.
[s:.7](Este hechizo cuesta menos).[/s]",Garde temporaire&nbsp;+1&nbsp;jusqu'à votre prochain tour et Recul&nbsp;+3&nbsp;à chaque unité adjacente. [s:.7](Coût réduit.)[/s],"Erhalte bis zu deinem nächsten Zug +1 vorübergehendes Wappnen und verursache bei jeder benachbarten Einheit 3&nbsp;Rückstoß.
[s:.7](Dieser Zauber kostet weniger.)[/s]","Ottieni +1 Guardia temporanea fino al tuo turno successivo e infliggi 3 Contraccolpo a ogni unità adiacente.
[s:.7](Quest'incantesimo costa meno.)[/s]","Obtenha +1 de preparação temporária e cause 3 de empurrão a cada unidade adjacente.
[s:.7](Este encantamento custa menos.)[/s]"
ABILITY_DART_NAME,Dart,,Dardo,Clou perçant,Wurfpfeil,Dardo,Dardo
ABILITY_DART_DESC,Throw a nail that ignores shield.,,Lanza un clavo que ignora el escudo.,Lance un clou qui ignore la défense.,"Wirf einen Pfeil, der Schilde ignoriert.",Lancia un chiodo che ignora gli scudi.,Lance um prego que ignora escudos.
ABILITY_DART2_DESC,"Throw a stronger nail that ignores shield.
[s:.7](This spell costs less.)[/s]",,"Lanza un clavo más fuerte que ignora el escudo.
[s:.7](Este hechizo cuesta menos).[/s]",Lance un clou plus puissant qui ignore la défense. [s:.7](Coût réduit.)[/s],"Wirf einen stärkeren Pfeil, der Schilde ignoriert.
[s:.7](Dieser Zauber kostet weniger.)[/s]","Lancia un chiodo più potente che ignora gli scudi.
[s:.7](Quest'incantesimo costa meno.)[/s]","Lance um prego que ignora escudos.
[s:.7](Este encantamento custa menos.)[/s]"
ABILITY_SMACK_NAME,Smack,,Bofetón,Baffe,Backpfeife,Sberla,Bofete
ABILITY_SMACK_DESC,A weak melee attack.,,Un ataque cuerpo a cuerpo débil.,Une faible attaque au corps à corps.,Ein schwacher Nahkampfangriff.,Un attacco corpo a corpo debole.,Um ataque corpo-a-corpo fraco.
ABILITY_SMACK2_DESC,A weak melee attack with a chance to repeat.,,Un ataque cuerpo a cuerpo débil que tiene una probabilidad de repetirse.,Une faible attaque au corps à corps avec une chance de se relancer.,"Ein schwacher Nahkampfangriff, der mit einer gewissen Wahrscheinlichkeit wiederholt wird.",Un attacco corpo a corpo debole con possibilità di ripetizione.,Um ataque corpo-a-corpo fraco com uma chance de se repetir.
ABILITY_SPIT_NAME,Spit,,Escupitajo,Crachat,Spucken,Sputo,Cuspe
ABILITY_SPIT_DESC,Spit attack with infinite range that deals 1 damage.,,Un ataque de escupitajo con alcance ilimitado que inflige 1 de daño.,Attaque de crachat à la portée infinie qui inflige 1&nbsp;point de dégâts.,Spuckangriff mit unendlicher Reichweite. Verursacht 1&nbsp;Schaden.,Un attacco a sputo a raggio d'azione infinito che infligge 1 di danno.,Um ataque de cuspe com alcance infinito que causa 1 de dano.
ABILITY_SPIT2_DESC,Spit attack with infinite range that deals 2 damage in an area.,,Un ataque de escupitajo con alcance ilimitado que inflige 2 de daño en un área.,Attaque de crachat à la portée infinie qui inflige 2&nbsp;points de dégâts en zone.,Spuckangriff mit unendlicher Reichweite. Verursacht 2&nbsp;Flächenschaden.,Un attacco a sputo a raggio d'azione infinito che infligge 2 di danno in un'area.,Um ataque de cuspe com alcance infinito que causa 2 de dano em uma área.
ABILITY_MINIHOOK_NAME,Minihook,,Minigancho,Mini-grappin,Minihaken,Mini-uncino,Mini gancho
ABILITY_MINIHOOK_DESC,Pull a unit towards you.,,Atrae una unidad.,Tire une unité vers vous.,Zieh eine Einheit an dich heran.,Attira un'unità verso di te.,Puxe uma unidade na sua direção.
ABILITY_MINIHOOK2_DESC,Pull a unit towards you. Deal 1 damage and inflict 1 Bleed on them.,,Atrae una unidad. Le inflige 1 de daño y 1 de hemorragia.,Tire une unité vers vous et lui inflige 1&nbsp;point de dégâts et Saignement&nbsp;+1.,Zieh eine Einheit an dich heran. Verursache 1&nbsp;Schaden und 1&nbsp;Blutung.,Attira un'unità verso di te. Infligge 1 di danno e applica 1 Sanguinamento.,Puxe uma unidade na sua direção. Cause 1 de dano e aplique sangramento 1 nessa mesma unidade.
ABILITY_OVERTHERE_NAME,Over There!,,¡Allí!,Là-bas&nbsp;!,Hinter dir!,Laggiù!,Olhe Ali!
ABILITY_OVERTHERE_DESC,Adjacent units turn away from you.,,Las unidades adyacentes le dan la espalda.,Les unités adjacentes vous tournent le dos.,Benachbarte Einheiten drehen sich von dir weg.,Le unità adiacenti si allontanano da te.,Unidades adjacentes se viram de costas para você.
ABILITY_OVERTHERE2_DESC,Units within three tiles of you turn away from you.,,Las unidades en un radio de 3 casillas le dan la espalda.,Les unités à moins de 3&nbsp;cases vous tournent le dos.,Einheiten innerhalb von drei Feldern drehen sich von dir weg.,Le unità entro tre caselle di distanza si allontanano da te.,Unidades dentro de três espaços de distância se viram de costas para você.
ABILITY_BUTTSCOOT_NAME,Butt Scoot,,Arrastre de culo,Faites de la place,Hinternhopser,Scivolata sul Fondoschiena,Esfregão de Traseiro
ABILITY_BUTTSCOOT_DESC,"Move 1 tile, leaving a maggot familiar behind you.",,Se mueve 1 casilla y deja un familiar gusano atrás.,Bougez d'une case et laissez un asticot de compagnie derrière vous.,Bewege dich um 1&nbsp;Feld und hinterlasse einen Madenbegleiter.,"Ti sposti di 1 casella, lasciando un famiglio di larva dietro di te.","Mova-se por 1 espaço, deixando um familiar verme para trás.
"
ABILITY_BUTTSCOOT2_DESC,"Move up to 3 tiles, leaving a maggot familiar behind you.",,Se mueve hasta 3 casillas y deja un familiar gusano atrás.,Bougez jusqu'à 3&nbsp;cases et laissez un asticot de compagnie derrière vous.,Bewege dich um bis zu 3&nbsp;Felder und hinterlasse einen Madenbegleiter.,"Ti sposti fino a 3 caselle, lasciando un famiglio di larva dietro di te.","Mova-se por até 3 espaços, deixando um familiar verme para trás."
ABILITY_CONFUSION_NAME,Confusion,,Confusión,Confusion,Verwirrung,Confusione,Confusão
ABILITY_CONFUSION_DESC,Inflict Confusion 2 on a unit.,,Inflige 2 de confusión a una unidad.,Infligez Confusion&nbsp;+2&nbsp;à une unité.,Verursache Verwirrung&nbsp;2 bei einer Einheit.,Infliggi confusione 2 a un'unità.,Aplique confusão 2 em uma unidade.
ABILITY_CONFUSION2_DESC,Inflict Confusion 4 on units in an area.,,Inflige 4 de confusión a unidades en un área.,Infligez Confusion&nbsp;+4&nbsp;à des unités dans une zone.,Verursache Verwirrung&nbsp;4 bei Einheiten in einem bestimmten Bereich.,Infliggi Confusione 4 alle unità in un'area.,Aplique confusão 4 em unidades em uma área.
ABILITY_PLAYDEAD_NAME,Play Dead,,Hacerse el muerto,Faire le mort,Totstellen,Fare il Morto,Fingir de Morto
ABILITY_PLAYDEAD_DESC,Down yourself. You don't get injured.,,"Esta unidad se autoabate, pero no sufre lesiones.",Mettez-vous K.O. Vous ne subirez pas de blessure.,"Du fällst in Ohnmacht, ohne verletzt zu werden.",Ti stendi a terra. Non subirai ferite.,Fique inconsciente. Você não obtém ferimentos.
ABILITY_PLAYDEAD2_DESC,Down yourself. You don't get injured. Revive at the end of the next round at full HP. ,,"Esta unidad se autoabate, pero no sufre lesiones. Resucita al final de la siguiente ronda con todos los PS. ",Mettez-vous K.O. Vous ne subirez pas de blessure. Relevez-vous à la fin de la prochaine manche avec tous vos PV.,"Du fällst in Ohnmacht, ohne verletzt zu werden. Am Ende der nächsten Runde wirst du mit vollen LP wiederbelebt. ",Ti stendi a terra. Non subirai ferite. Resusciterai alla fine del round successivo con tutti i PS.,Fique inconsciente. Você não obtém ferimentos. Reviva no final da próxima rodada com saúde completa.
ABILITY_REFLECT_NAME,Reflect,,Devolución,Renvoi,Reflektor,Riflessione,Reflexão
ABILITY_REFLECT_DESC,Reflect the next projectile that hits you back at the attacker.,,Devuelve el siguiente proyectil que golpee a esta unidad.,Renvoyez le prochain projectile qui vous vise à l'envoyeur.,"Reflektiere das nächste Geschoss, das dich treffen würde, zurück zum Angreifer.",Rispedisci il prossimo proiettile che ti colpisce verso chi ti ha attaccato.,Reflita o próximo projétil que acertar você de volta para o agressor.
ABILITY_REFLECT2_DESC,You or another unit reflects the next projectile that hits them back at the attacker.,,Devuelve el siguiente proyectil que golpee a esta unidad o a otra.,Vous ou une autre unité renvoyez le prochain projectile qui vous vise à l'envoyeur.,"Du oder eine andere Einheit reflektiert das nächste Geschoss, das treffen würde, zurück zum Angreifer.",Tu o un'altra unità rispedite il prossimo proiettile che vi colpisce verso chi vi ha attaccato.,Você ou outra unidade reflete o próximo projétil que acertar vocês de volta para o agressor.
ABILITY_HEALINGBOLT_NAME,Healing Bolt,,Rayo curativo,Éclair guérisseur,Heilender Blitz,Fulmine Curativo,Raio Curativo
