KEY,en,notes,sp,fr,de,it,pt-br
CAT_VS_BOSS_QUOTES_MAGE_1,You will feel our wrath!,,¡Sufrirás nuestra ira!,Tu vas goûter à notre colère&nbsp;!,Spüre unseren Zorn!,Sentirai la nostra ira!,Você sentirá nossa ira!
CAT_VS_BOSS_QUOTES_MAGE_2,You shall not pass!,,¡Por aquí no pasas!,Tu ne passeras pas&nbsp;!,Du kommst nicht vorbei!,Tu non puoi passare!,Você não pode passar!
CAT_VS_BOSS_QUOTES_MAGE_3,I hope I don't get mana flooded!,,¡Espero no ahogarme en maná!,J'espère que je serai pas à court de mana&nbsp;!,Mana Mana! Bidi Bidibi!,Spero di non affogare nel mana!,Espero não receber uma enxurrada de mana!
CAT_VS_BOSS_QUOTES_MAGE_4,Lightning Bolt! Lightning Bolt! Lightning Bolt!,,¡Rayos y centellas! ¡Rayos y centellas!,Attaque Éclair&nbsp;! Attaque Éclair&nbsp;! Attaque Éclair&nbsp;!,Du bekommst einen Blitz! Und du bekommst einen Blitz!,Fulmine! Fulmine! Fulmine!,Raio! Raio! Raio!
CAT_VS_BOSS_QUOTES_MAGE_5,I'm about to roll a nat 20!,,¡Voy a sacar un 20!,Je m'apprête à faire un lancer parfait&nbsp;!,Ich zauber dir gleich einen Ring um die Augen!,Sto per tirare un 20!,Eu vou rolar um crítico!
CAT_VS_BOSS_QUOTES_MAGE_6,Anyone smell burnt toast?,,¿No huele a tostada churruscada?,Vous trouvez pas que ça sent le brûlé&nbsp;?,Riecht es hier irgendwie nach verbranntem Toast?,Qualcuno sente odore di pane bruciato?,Alguém está sentindo cheiro de torrada queimada?
CAT_VS_BOSS_QUOTES_MAGE_7,Klaatu verata nikto!,,¡Klaatu barada nikto!,Klaatu verata nikto&nbsp;!,Klaatu verata nikto!,Klaatu barada nikto!,Klaatu verata nikto!
CAT_VS_BOSS_QUOTES_MEDIC_1,Say your prayers!,,¡Reza lo que sepas!,Fais tes prières&nbsp;!,Sprich dein letztes Gebet!,Di' le tue preghiere!,Comece a rezar!
CAT_VS_BOSS_QUOTES_MEDIC_2,The path of the righteous man is beset on all sides by the iniquities of the selfish and the tyranny of evil men.,,El camino del hombre recto está por todos lados rodeado por la injusticia de los egoístas y la tiranía de los hombres malos.,"La marche des vertueux est semée d'obstacles qui sont les entreprises égoïstes que fait sans fin, surgir l'œuvre du malin.",Der Pfad der Gerechten ist auf beiden Seiten gesäumt mit Freveleien der Selbstsüchtigen und der Tyrannei böser Männer.,Il cammino dell'uomo timorato è minacciato da ogni parte dalle iniquità degli esseri egoisti e dalla tirannia degli uomini.,O caminho do homem justo é assolado em todos os lados pelas injustiças dos egoístas e a tirania dos malignos.
CAT_VS_BOSS_QUOTES_MEDIC_3,"Well, you're going to hell...",,Vas camino del infierno...,Prépare-toi à aller en enfer...,Du kommst auf jeden Fall in die Hölle&nbsp;…,"Beh, andrai all'inferno...","Bem, você vai para o inferno..."
CAT_VS_BOSS_QUOTES_MEDIC_4,I'm judging you so hard right now!,,¡Te estoy juzgando con mucha dureza!,"Je te juge vraiment très fort, là&nbsp;!",Hiermit spreche ich mein Urteil!,Ti sto giudicando tantissimo in questo momento!,Eu estou te julgando tanto agora!
CAT_VS_BOSS_QUOTES_MEDIC_5,Have you heard the good news? God loves you!,,¿Te has enterado del notición? ¡Dios te ama!,As-tu entendu la bonne nouvelle&nbsp;? Dieu t'aime&nbsp;!,Hast du die frohe Botschaft schon vernommen? Gott liebt dich!,Hai sentito la buona novella? Dio ti ama!,Você soube da boa notícia? Deus te ama!
CAT_VS_BOSS_QUOTES_MEDIC_6,I forgive you...,,Te perdono.,Que Dieu te pardonne...,Ich vergebe dir&nbsp;…,Ti perdono...,Eu te perdôo...
CAT_VS_BOSS_QUOTES_TANK_1,"YOU'RE GOING DOWN
OH YEAH!!",,"¡TE VOY A APLASTAR!
¡AHORA VERÁS!","J'VAIS T'ÉTRIPER
OOH OUÉ&nbsp;!!","DAS IST DEIN UNTERGANG!
YEAHHH!!!","FINIRAI AL TAPPETO!
ORA VEDRAI!",CÊ VAI CAIR...
CAT_VS_BOSS_QUOTES_TANK_2,I'm hungry...,,Qué hambre tengo...,J'ai faim...,Ich hab Hunger&nbsp;…,Ho fame...,Tô com fome...
CAT_VS_BOSS_QUOTES_TANK_3,Who wants cake?,,¿Quién quiere tarta?,Qui veux du gâteau&nbsp;?,Will jemand Kuchen?,Chi vuole la torta?,Quem quer bolo?
CAT_VS_BOSS_QUOTES_TANK_4,"Mmmm, toast.",,"Mmm, tostada.","Miam, une tartine.","Hmmm, Toast.","Mmmm, pane tostato.","Hmmm, torrada."
CAT_VS_BOSS_QUOTES_TANK_5,Nothing moves the blob!,,¡No hay quien mueva al mastodonte!,Solide comme un roc&nbsp;!,Nichts bewegt den Blob!,Nulla smuove il mastodonte!,Nada pode mover a gosma!
CAT_VS_BOSS_QUOTES_TANK_6,I'm chunky yet funky!,,"¡Estoy rollizo, pero tengo rollazo!",J'suis dodu mais stylé&nbsp;!,"Ich bin so rund, alles kommt in meinen Schlund!","Sono grosso, ma con stile!",Os brutos também dançam!
CAT_VS_BOSS_QUOTES_TANK_7,I'm gonna eat cha!,,¡Te voy a comer con sopas!,J'vais t'bouffer&nbsp;!,Ich fress‘ dich auf!,Ti mangerò!,Eu vou te devorar!
CAT_VS_BOSS_QUOTES_TANK_8,I hope you like being laid on!,,¡Espero que te guste que te den bien fuerte!,J'espère que ça te plaît de te faire plaquer&nbsp;!,"Ich hoffe du magst es, zerquetscht zu werden!",Spero ti piaccia farti schiacciare!,Espero que você goste que deitem em cima de você!
CAT_VS_BOSS_QUOTES_TANK_9,Why skinny dip when you can chunky dunk!?,,¡Donde hay carne hay alegría!,"Je suis pas gros, j'ai une ossature lourde&nbsp;!","Keine Sorge, auch als Lauch kannst du einen auf dicke Hose machen kann!",Perché fare il bagno nudi quando puoi fare un tuffo a cannone?!,Por que molhar os pés quando se pode mergulhar de cabeça?
CAT_VS_BOSS_QUOTES_TANK_10,More cushion for the pushin'.,,¡Y en mi barriga explotas!,"Pour la millième fois, je ne suis pas gros&nbsp;!",An mir ist genug für alle dran.,La mia pancia sta per esplodere!,Mais moleza pra dureza.
CAT_VS_BOSS_QUOTES_THIEF_1,"Heh... nothing personnel, kid.",,"Je..., no te lo tomes a pecho.","Euh… c'est rien de personnel, p'tit.",Ich bin ein echter Gangster.,"Eh... niente di personale, davvero.",Heh... não é nada pessoal jovem.
CAT_VS_BOSS_QUOTES_THIEF_2,Give us all your money!,,¡Danos toda la pasta que lleves!,Donne tout ce que t'as&nbsp;! Rend l'argent&nbsp;!,Her mit eurem Geld!,Dacci tutti i tuoi soldi!,Eu quero seu dinheiro!
CAT_VS_BOSS_QUOTES_THIEF_3,A little nightshade should do the trick!,,"Con un poquito de belladona, asunto arreglado.","Un peu d'solanacées, et le tour est joué&nbsp;!",Ein bisschen Nachtschatten sollte für die hier reichen!,Un po' di belladonna dovrebbe fare al caso nostro!,Um pouquinho de beladona e tudo resolvido!
CAT_VS_BOSS_QUOTES_THIEF_4,"I'll hide, you guys attack!",,¡Yo me escondo y vosotros atacáis!,"Je me cache, vous attaquez&nbsp;!","Ich verstecke mich, greift ihr schon mal an!","Io mi nascondo, voi attaccate!","Eu me escondo, vocês atacam!"
CAT_VS_BOSS_QUOTES_THIEF_5,I'll make it quick!,,¡Será un visto y no visto!,"J'aime le travail vite fait, bien fait.",Das wird ein Klacks!,Farò in fretta!,Eu não vou demorar muito!
CAT_VS_BOSS_QUOTES_THIEF_6,Look behind you!,,¡Detrás de ti!,Derrière toi&nbsp;!,Hinter dir! Eine dreiköpfige Katze!,Guarda dietro di te!,"Olhe, atrás de você!"
CAT_VS_BOSS_QUOTES_NECROMANCER_1,I am the night...,,Yo soy la noche...,Je suis la nuit...,Ich bin die Nacht&nbsp;…,Io sono la notte...,Eu sou a noite...
CAT_VS_BOSS_QUOTES_NECROMANCER_2,I will suck you dry!,,Voy a dejarte sin energía...,Ton âme est à moi&nbsp;!,Ich sauge dich bis auf den letzten Tropfen aus!,Ti prosciugherò!,Eu vou sugar você!
CAT_VS_BOSS_QUOTES_NECROMANCER_3,I'll swallow your soul!,,¡Me tragaré tu alma!,Je consumerai ton âme&nbsp;!,Ich werde deine Seele verschlingen!,Ingoierò la tua anima!,Eu vou engolir sua alma!
CAT_VS_BOSS_QUOTES_NECROMANCER_4,The dead are restless.,,Los muertos están inquietos.,Les morts ne connaissent pas le repos.,Die Toten sind rastlos.,I morti sono inquieti.,Os mortos estão inquietos.
CAT_VS_BOSS_QUOTES_NECROMANCER_5,What a horrible night for a curse.,,Qué noche tan perra para una maldición.,Quelle nuit horrible pour une malédiction.,Eine schreckliche Nacht für einen Fluch.,Che notte orribile per una maledizione.,Que noite horrível para uma maldição.
CAT_VS_BOSS_QUOTES_NECROMANCER_6,The dead will rise...,,Los muertos se levantarán...,Les morts s'éveilleront...,Die Toten werden auferstehen&nbsp;…,I morti risorgeranno...,Os mortos se erguerão...
CAT_VS_BOSS_QUOTES_PSYCHIC_1,I see your future... It's full of pain and suffering.,,Diviso tu futuro... y está lleno de dolor y sufrimiento.,Je vois ton avenir... Il n'est que douleur et souffrance.,Ich kann deine Zukunft sehen&nbsp;… Sie ist voller Schmerz und Leid.,Vedo il tuo futuro... è pieno di dolore e sofferenza.,Eu vejo seu futuro... Ele está repleto de dor e sofrimento.
CAT_VS_BOSS_QUOTES_PSYCHIC_2,I knew this was going to happen...,,Sabía que pasaría esto...,Ça devait arriver...,"Ich wusste, dass das passieren würde&nbsp;…",Sapevo che sarebbe successo...,Eu sabia que isso ia acontecer...
CAT_VS_BOSS_QUOTES_PSYCHIC_3,Deja vu!,,¡Déjà vu!,J'ai comme une impression de déjà-vu...,Ein Déjà-vu!,Déjà vu!,Déjà vu!
CAT_VS_BOSS_QUOTES_PSYCHIC_4,Ask again later...,,Pregúntamelo luego...,"J'ai pas l'temps, là...",Frag später nochmal&nbsp;…,Riprova più tardi...,Pergunte de novo mais tarde...
CAT_VS_BOSS_QUOTES_PSYCHIC_5,Is my nose bleeding?,,¿Me sangra la nariz?,Je saigne du nez&nbsp;?,Blutet meine Nase?,Mi sta sanguinando il naso?,Meu nariz está sangrando?
CAT_VS_BOSS_QUOTES_PSYCHIC_6,Ever seen scanners? Well that's what's gonna happen! The head explosion thing! Yeah!,,¿Alguna vez te han leído el futuro? ¡Pues yo te lo adivino! ¡Te va a explotar la cabeza!,Je pourrais t'exploser la cervelle par télépathie si je le voulais. Je suis juste pas d'humeur.,Kennst du Scanners? Den Film! Das wird passieren! Das mit dem explodierenden Kopf!,Hai mai visto Scanners? È esattamente quello che succederà! La testa che esplode! Sì!,"Você já viu scanners? Bem, é o que vai acontecer! A coisa da cabeça explodindo! É!"
CAT_VS_BOSS_QUOTES_PSYCHIC_7,I'm using the force!,,¡Estoy usando la fuerza!,J'utilise la Force&nbsp;!,Die Macht ist mit mir!,Sto usando la forza!,Eu estou usando a força!
CAT_VS_BOSS_QUOTES_PSYCHIC_8,In my dreams I'm beautiful... and bad.,,En mis sueños me sobra belleza... y maldad.,"Dans mes rêves, je suis beau... et vilain.",In meinen Träumen bin ich wunderschön&nbsp;… und böse.,Nei miei sogni ho una celestiale bellezza... e cattiveria.,Minha beleza não tem igual nos meus sonhos... e a minha maldade também.
CAT_VS_BOSS_QUOTES_BUTCHER_1,Mmmm... fresh meat...,,"Mmm, carne fresca...",Hmm... de la chair fraîche...,Hmm&nbsp;… Frischfleisch&nbsp;…,Mmmm... carne fresca...,Mmmm... carne fresca...
CAT_VS_BOSS_QUOTES_BUTCHER_2,Slice and dice!,,¡Corte en canal!,J'vais m'en payer une tranche&nbsp;!,Töten! Zerfetzen!,Affettamento in corso!,Fatiar e cortar!
CAT_VS_BOSS_QUOTES_BUTCHER_3,Haw haw haw!,,"¡Ja, ja, ja!",Ha ha ha&nbsp;!,"Harr, harr, harr!",Ah ah ah!,Haw haw haw!
CAT_VS_BOSS_QUOTES_BUTCHER_4,Get over here!,,¡No te vayas!,Viens là&nbsp;!,Komm schon!,Vieni qui!,Venha aqui!
CAT_VS_BOSS_QUOTES_BUTCHER_5,"Kill, maim, frag, destroy!",,¡Matar y mutilar! ¡Asesinar y descuartizar!,J'vais le hacher menu&nbsp;!,Tod! Verderben! Schlachten! Zerstören!,"Uccidi, mutila, spezza e distruggi!","Matar, desmembrar, explodir, destruir!"
CAT_VS_BOSS_QUOTES_BUTCHER_6,Fragging gizzards!,,¡Esas mollejas fuera!,J'vais en faire de la chair à pâté&nbsp;!,"Da wächst gleich was anderes aus der Wand, und zwar dein Kopf, Junge!",Un bel frullato di interiora!,Tripas explosivas!
CAT_VS_BOSS_QUOTES_BUTCHER_7,I SMELL BLOOOOOD!,,¡Huelo a sangre!,JE SENS L'ODEUR DU SANG&nbsp;!,ICH RIECHE BLUUUUUT!,SENTO ODORE DI SANGUEEEE!,SINTO CHEIRO DE SAAAANGUE!
CAT_VS_BOSS_QUOTES_BUTCHER_8,"You look like Meat, Boy!",,"Eres un cacho de carne, chaval.","À mes yeux, t'es que d'la viande, p'tit&nbsp;!",Du siehst ganz schön lecker aus!,Sei carne da macello!,Você tem cara de carne!
CAT_VS_BOSS_QUOTES_DRUID_1,We will defeat you with the power of friendship!,,¡Te derrotaremos con el poder de la amistad!,On te vaincra grâce au pouvoir de l'amitié&nbsp;!,Wir besiegen dich mit der Kraft der Freundschaft!,Ti batteremo col potere dell'amicizia!,Nós vamos derrotar você com o poder da amizade!
CAT_VS_BOSS_QUOTES_DRUID_2,Peace dude!,,"¡Paz, colega!","Paix sur toi, man.","Peace, Alter!",Pace e bene!,"Paz, cara!"
CAT_VS_BOSS_QUOTES_DRUID_3,Let's hug it out instead...,,"Venga, abracito y todo arreglado...",Résolvons ce conflit par des câlins.,Wollen wir uns nicht lieber umarmen&nbsp;…,Perché non ci abbracciamo?,Vamos nos abraçar!
CAT_VS_BOSS_QUOTES_DRUID_4,I am the ruler of the forest animals!,,¡Los animales del bosque me obedecen!,Les animaux de la forêt sont mes amis&nbsp;!,Ich herrsche über die Tiere des Waldes!,Gli animali della foresta obbediscono a me!,Eu domino os animais da floresta!
CAT_VS_BOSS_QUOTES_DRUID_5,Another one bites the dust!,,¡Otro que muerde el polvo!,Encore un qui mord la poussière&nbsp;!,"Ah, ein weiteres Opfer!",Un altro a mordere la polvere!,Mais um pra conta!
CAT_VS_BOSS_QUOTES_DRUID_6,Can't we all just get along?,,Vamos a llevarnos bien...,On pourrait pas tous vivre en harmonie&nbsp;?,Können wir uns nicht einfach vertragen?,Non potremmo andare tutti d'accordo?,A gente não pode só se dar bem?
CAT_VS_BOSS_QUOTES_DRUID_7,You are so off key...,,No te enteras de la película...,Tu sonnes vraiment faux...,Du ruinierst den ganzen Vibe&nbsp;…,Sei totalmente fuori sintonia...,Você está tão fora do tom...
CAT_VS_BOSS_QUOTES_DRUID_8,"After I'm done with you, you'll B-Flat!",,¡Te voy a dejar como un acordeón!,Je compte pas mettre un bémol à ce combat&nbsp;!,"Ich bin so ein AS, ich mach dich fertig, bis du nur noch FIS-Suppe essen kannst! Verstehst du&nbsp;…?",Ti suonerò come una fisarmonica!,"Depois que eu terminar, você vai pra fora da escala!"
CAT_VS_BOSS_QUOTES_DRUID_9,Why can't we be friends?,,¿No podemos ser amigos?,On peut vraiment pas être amis&nbsp;?,Warum können wir nicht einfach Freunde sein?,Perché non possiamo essere amici?,Por que a gente não pode ser amigo?
CAT_VS_BOSS_QUOTES_TINKERER_1,"By my calculations, you only have a 33.3% (repeating of course) chance of victory.",,"Según mis cálculos, solo tienes un 33,3 % —período, claro está— de probabilidad de victoria.","D'après mes calculs, tu n'as que 33,3&nbsp;% de chances de gagner.","Nach meinen Berechnungen beträgt die Wahrscheinlichkeit dafür, dass du gewinnst, gerade mal 33,3&nbsp;% (Periode).","Secondo i miei calcoli, hai solo il 33,3% (periodico, ovviamente) di possibilità di vittoria.","Pelos meus cálculos, você possui apenas 33,3% (repetidamente, é claro) de chances de vitória."
CAT_VS_BOSS_QUOTES_TINKERER_2,"I made a bomb from a paperclip, lint and a booger... you should be scared!",,"He fabricado una bomba con un clip, una pelusa y un moco... ¡Cágate encima!",J'ai fabriqué une bombe avec un trombone et une crotte de nez... tu devrais avoir peur&nbsp;!,"Ich kann eine Bombe mit nichts als einer Büroklammer, ein paar Fusseln und einem Stück Nasenpopel machen&nbsp;… Du solltest Angst vor mir haben!","Ho fatto una bomba usando una graffetta, della lunagine e una caccola... dovresti avere paura!","Eu fiz uma bomba com um clipe de papel, gaze e meleca... É bom você ficar com medo!"
CAT_VS_BOSS_QUOTES_TINKERER_3,Why was 7 afraid of 9? Wrong! It's because he was mentally inferior! Just like you!,,¿Por qué el 7 le tenía miedo al 9? Porque era intelectualmente inferior. ¡Igual que tú!,Tu sais pourquoi le 7 avait peur du 9&nbsp;? Il était juste moins intelligent. Comme toi&nbsp;!,"Warum ist die Banane krumm? Falsch! Weil der Gärtner total bescheuert war, so wie du!",Perché il 7 ha paura del 9? Sbagliato! Perché era mentalmente inferiore! Proprio come te!,Por que o 7 tinha medo do 9? Porque ele era mentalmente inferior! Exatamente como você!
CAT_VS_BOSS_QUOTES_TINKERER_4,I hope you like being dominated mentally!,,Espero que te guste que te dominen intelectualmente.,J'espère que tu aimes être dominé intellectuellement.,"Ich hoffe, du stehst darauf, geistig dominiert zu werden!",Spero ti piaccia la dominazione mentale!,Espero que você aprecie dominação mental!
CAT_VS_BOSS_QUOTES_TINKERER_5,My gadgets will make short work of you!,,¡Mis artilugios te dejarán para el arrastre!,"Avec mes gadgets, tu ne feras pas long feu&nbsp;!",Meine Erfindungen machen kurzen Prozess mit dir!,I miei gingilli ti spazzeranno via in un lampo!,Meus dispositivos vão acabar com você!
CAT_VS_BOSS_QUOTES_TINKERER_6,Anyone got any batteries?,,¿A alguien le sobra un par de pilas?,Quelqu'un a des piles&nbsp;?,Hat jemand Batterien übrig?,Qualcuno ha delle batterie?,Alguém tem pilhas sobrando?
CAT_VS_BOSS_QUOTES_MONK_1,The strongest enemies fall the hardest.,,Los enemigos más fuertes hacen más estruendo al caer.,Les ennemis les plus puissants tombent le plus durement.,Die größten Gegner fallen aus höchster Höhe.,I nemici più forti sono quelli che cadono più rovinosamente.,Os maiores inimigos caem com mais força.
CAT_VS_BOSS_QUOTES_MONK_2,Quiet... I'm meditating.,,"Chitón, que estoy meditando.",Silence... Je médite.,Ruhe&nbsp;… Ich meditiere gerade.,Silenzio... sto meditando.,"Silêncio, estou meditando."
CAT_VS_BOSS_QUOTES_MONK_3,What style should I use on you?,,¿Qué estilo uso contigo?,Quel style de combat devrais-je utiliser&nbsp;?,Welchen Kampfstil soll ich für dich verwenden?,Che stile dovrei usare su di te?,Qual estilo devo usar em você?
CAT_VS_BOSS_QUOTES_MONK_4,My fists will always find their mark!,,"¡Donde pongo el ojo, pongo el puño!",Mes poings ne ratent jamais leur cible&nbsp;!,Meine stählerne Faust wird dich in tausend Stücke zerreißen.,I miei pugni troveranno sempre il bersaglio!,Meus punhos sempre encontram seu alvo!
CAT_VS_BOSS_QUOTES_MONK_5,"If death is the only way, so be it.",,"Si el único camino es la muerte, que así sea.","Si la mort est la seule issue, qu'il en soit ainsi.","Wenn Tod der einzige Weg ist, muss es so sein.","Se l'unica strada è la morte, così sia.","Se a morte é o único caminho, que assim seja."
CAT_VS_BOSS_QUOTES_JESTER_1,Oh ha ha HA HA HA HA HA he he he woo hoo,,"¡Ja, ja, ja, ja! ¡Je, je, je, je! ¡Ju, ju, ju, ju!",Oh ha ha HA HA HA HA HA hi hi hi wou hou&nbsp;!,"Ha-ha-ha, HA-HA-HA, he-he-he, ho-ho-ho!",Oh ah ah AH AH AH AH AH eh eh! Oh oh oh!,Oh ha ha HA HA HA HA HA he he he woo hoo
CAT_VS_BOSS_QUOTES_JESTER_2,"Ever hear the one about the cat, the mouse, and the rabbi?",,"¿Te sabes el chiste del gato, el ratón y el rabino?","C'est un chat, une souris et un rabbin qui rentrent dans un bar...","Kennst du schon den mit der Katze, der Maus und dem Priester?","Hai mai sentito quella del gatto, del topo e del rabbino?","Você já ouviu a piada sobre o gato, o rato e o rabino?"
CAT_VS_BOSS_QUOTES_JESTER_3,Wanna know how I got these scars?,,¿Te cuento cómo me hice estas cicatrices?,Tu veux savoir comment j'ai eu ces cicatrices&nbsp;?,"Willst du wissen, woher meine Narben sind?",Vuoi sapere perché ho queste cicatrici?,Quer saber como consegui essas cicatrizes?
CAT_VS_BOSS_QUOTES_JESTER_4,Your Mama!,,¡Tu madre!,Ta maman&nbsp;!,Deine Mudda!,Tua madre!,É a sua mãe!
CAT_VS_BOSS_QUOTES_JESTER_5,Is that your face or did your neck throw up!?,,¿Tienes esa cara de culo o es que te han cagado encima?,T'as toujours cette gueule ou c'est pour me faire mourir de rire&nbsp;?,Ist das dein Gesicht oder hat dein Hals sich übergeben?!,È la tua faccia o il tuo collo che ha vomitato?!,Isso é a sua cara ou o seu pescoço só vomitou?
CAT_VS_BOSS_QUOTES_JESTER_6,You'd make blind kids cry...,,Eres más feo que pegarle a un niño ciego...,T'es moche à faire pleurer des enfants aveugles.,Selbst blinde Kinder würden bei deinem Anblick weinen&nbsp;…,Faresti piangere dei bambini ciechi...,Você faria crianças cegas chorarem...
CAT_VS_BOSS_QUOTES_COLORLESS_1,Meow!,,¡Miau!,Miaou&nbsp;!,Miau!,Miao!,Miau!
CAT_VS_BOSS_QUOTES_COLORLESS_2,Mew mew!,,"¡Miau, miau!","Miaou, miaou&nbsp;!",Mau-mau!,Miau miau!,Mew mew!
CAT_VS_BOSS_QUOTES_COLORLESS_3,Meeeow!,,¡Miauuuu!,Miaouuu&nbsp;!,Miiiiauuu!,Miaaao!,Miaaauu!
CAT_VS_BOSS_QUOTES_COLORLESS_4,Rar!,,¡Rrrr rrrr!,Raouh&nbsp;!,Grrr!,Rrrrrr!,Rar!
CAT_VS_BOSS_QUOTES_COLORLESS_5,Hisssss!,,¡Fuuuuu!,Sshhh&nbsp;!,Hssssss!,Fssssss!,Hisssss!
CAT_VS_BOSS_QUOTES_COLORLESS_6,Bark Bark!,,"¡Guau, guau!","Ouaf, ouaf&nbsp;!",Wuff-wuff!,Bau bau!,Au! Au!
CAT_VS_BOSS_QUOTES_COLORLESS_7,Meow meow meow!,,"¡Miau, miau, miau!","Miaou, miaou, miaou&nbsp;!",Miau-miau-miau!,Miao miao miao!,Miau miau miau!
CAT_VS_BOSS_QUOTES_COLORLESS_8,Spit!,,¡Puaj!,Crotte&nbsp;!,Ich spuck dich an!,Puahh!,Cuspe!
CAT_EMBARK_QUOTES_FIGHTER_1,Let's go!!!,,¡A por todas!,C'est parti&nbsp;!!!,Los geht‘s!!!,Andiamo!!!,Vamos lá!
